col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In The General Assembly 195th District - Democrat,,,,President Of The United States - Democrat,,,All
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,All
Donna Bullock,121,0,0,0,"8,325","3,633",17,All
Jimmie Moore,,42,0,0,"1,116",580,4,All
Jamar Izzo Izzard,,,14,0,718,837,3,All
Donnell L Jones,,,,1,7,2,0,All
Hillary Clinton,,,,,"1,666",0,0,All
Bernie Sanders,,,,,,"1,027",0,All
Roque Rocky De La Fuente,,,,,,,7,All
Total,"12,096","1,742","1,572",10,"11,832","6,079",31,All
