col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Isabella Fitzgerald,Allyson Y Schwartz,Elaine Tomlin,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mark B Cohen,Charles Quann,Mike Stack,Louis Farinella,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Isabella Fitzgerald,172,"1,451","1,205",967,927,886,731,734,670,619,573,556,555,511,408,All
Allyson Y Schwartz,,92,810,942,477,925,402,746,685,663,594,231,267,243,181,All
Elaine Tomlin,,,12,684,273,659,305,685,639,613,577,167,194,176,119,All
Betsy May Kilkenny,,,,11,355,837,272,661,594,612,551,176,172,152,96,All
Michael J Rahming,,,,,43,369,572,254,217,205,154,470,451,429,385,All
Val Arkoosh,,,,,,15,248,637,567,608,542,146,159,140,101,All
Mark B Cohen,,,,,,,18,262,250,210,166,509,494,470,411,All
Charles Quann,,,,,,,,4,598,615,565,144,179,148,98,All
Mike Stack,,,,,,,,,1,553,551,141,186,169,115,All
Louis Farinella,,,,,,,,,,2,531,110,115,92,62,All
W Gerard Oleksiak,,,,,,,,,,,0,83,114,100,65,All
Henry Albert,,,,,,,,,,,,3,461,432,392,All
Linda A Fields,,,,,,,,,,,,,1,459,417,All
Melissa Robbins,,,,,,,,,,,,,,1,409,All
Bev Hahn,,,,,,,,,,,,,,,1,All
Total,"2,877","1,726","1,332","1,126","1,069","1,046",864,840,782,719,654,634,629,584,469,All
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,4
,Isabella Fitzgerald,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Elaine Tomlin,Val Arkoosh,Henry Albert,Linda A Fields,Mike Stack,Charles Quann,Melissa Robbins,Louis Farinella,Bev Hahn,W Gerard Oleksiak,4
Isabella Fitzgerald,7,67,61,46,48,40,42,33,29,27,29,27,25,22,21,4
Allyson Y Schwartz,,4,30,23,40,30,35,11,12,27,28,9,26,8,21,4
Michael J Rahming,,,4,39,26,18,24,31,26,9,15,26,13,23,6,4
Mark B Cohen,,,,4,19,17,16,32,28,13,14,26,12,25,5,4
Betsy May Kilkenny,,,,,1,25,36,12,10,23,24,7,25,6,18,4
Elaine Tomlin,,,,,,0,22,8,9,24,23,7,21,4,19,4
Val Arkoosh,,,,,,,1,11,9,21,25,6,25,6,17,4
Henry Albert,,,,,,,,0,28,5,8,22,6,24,0,4
Linda A Fields,,,,,,,,,0,9,9,24,4,22,3,4
Mike Stack,,,,,,,,,,0,19,6,19,5,17,4
Charles Quann,,,,,,,,,,,0,5,23,3,17,4
Melissa Robbins,,,,,,,,,,,,0,0,21,3,4
Louis Farinella,,,,,,,,,,,,,0,3,17,4
Bev Hahn,,,,,,,,,,,,,,0,2,4
W Gerard Oleksiak,,,,,,,,,,,,,,,0,4
Total,136,74,70,56,51,45,45,38,33,32,31,30,27,26,24,4
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,5
,Isabella Fitzgerald,Allyson Y Schwartz,Elaine Tomlin,Michael J Rahming,Mark B Cohen,Betsy May Kilkenny,Val Arkoosh,Melissa Robbins,Henry Albert,Linda A Fields,Charles Quann,Bev Hahn,Mike Stack,W Gerard Oleksiak,Louis Farinella,5
Isabella Fitzgerald,17,52,44,40,35,33,30,27,24,21,25,18,18,19,16,5
Allyson Y Schwartz,,1,28,16,17,30,29,10,10,10,22,8,18,19,16,5
Elaine Tomlin,,,1,9,13,20,19,8,9,7,21,5,17,16,18,5
Michael J Rahming,,,,4,27,10,14,26,24,22,7,20,6,4,7,5
