col_1,col_2,col_3,col_4,division
,United States Senator - Republican,Attorney General - Republican,,All
,Pat Toomey,John Rafferty,Joe Peters,All
Pat Toomey,63,410,107,All
John Rafferty,,89,0,All
Joe Peters,,,9,All
Total,580,499,116,All
,United States Senator - Republican,Attorney General - Republican,,1
,Pat Toomey,John Rafferty,Joe Peters,1
Pat Toomey,2,20,10,1
John Rafferty,,5,0,1
Joe Peters,,,0,1
Total,32,25,10,1
,United States Senator - Republican,Attorney General - Republican,,2
,Pat Toomey,John Rafferty,Joe Peters,2
Pat Toomey,5,11,2,2
John Rafferty,,0,0,2
Joe Peters,,,0,2
Total,18,11,2,2
,United States Senator - Republican,Attorney General - Republican,,3
,Pat Toomey,John Rafferty,Joe Peters,3
Pat Toomey,4,35,9,3
John Rafferty,,9,0,3
Joe Peters,,,2,3
Total,48,44,11,3
,United States Senator - Republican,Attorney General - Republican,,4
,Pat Toomey,John Rafferty,Joe Peters,4
Pat Toomey,5,35,2,4
John Rafferty,,6,0,4
Joe Peters,,,0,4
Total,42,41,2,4
,Attorney General - Republican,,United States Senator - Republican,5
,John Rafferty,Joe Peters,Pat Toomey,5
John Rafferty,12,0,36,5
Joe Peters,,0,4,5
Pat Toomey,,,7,5
Total,48,4,47,5
,United States Senator - Republican,Attorney General - Republican,,6
,Pat Toomey,John Rafferty,Joe Peters,6
Pat Toomey,5,33,4,6
John Rafferty,,8,0,6
Joe Peters,,,2,6
Total,42,41,6,6
,United States Senator - Republican,Attorney General - Republican,,7
,Pat Toomey,John Rafferty,Joe Peters,7
Pat Toomey,8,30,10,7
John Rafferty,,15,0,7
Joe Peters,,,1,7
Total,48,45,11,7
,Attorney General - Republican,,United States Senator - Republican,8
,John Rafferty,Joe Peters,Pat Toomey,8
John Rafferty,7,0,29,8
Joe Peters,,1,4,8
Pat Toomey,,,1,8
Total,36,5,34,8
,United States Senator - Republican,Attorney General - Republican,,9
,Pat Toomey,John Rafferty,Joe Peters,9
Pat Toomey,1,11,2,9
John Rafferty,,0,0,9
Joe Peters,,,0,9
Total,14,11,2,9
,United States Senator - Republican,Attorney General - Republican,,10
,Pat Toomey,John Rafferty,Joe Peters,10
Pat Toomey,8,35,3,10
John Rafferty,,5,0,10
Joe Peters,,,0,10
Total,46,40,3,10
,United States Senator - Republican,Attorney General - Republican,,11
,Pat Toomey,John Rafferty,Joe Peters,11
Pat Toomey,3,18,4,11
John Rafferty,,5,0,11
Joe Peters,,,1,11
Total,25,23,5,11
,United States Senator - Republican,Attorney General - Republican,,12
,Pat Toomey,John Rafferty,Joe Peters,12
Pat Toomey,7,32,10,12
John Rafferty,,6,0,12
Joe Peters,,,1,12
Total,49,38,11,12
,United States Senator - Republican,Attorney General - Republican,,13
,Pat Toomey,John Rafferty,Joe Peters,13
Pat Toomey,0,3,1,13
John Rafferty,,0,0,13
Joe Peters,,,0,13
Total,4,3,1,13
,Attorney General - Republican,,United States Senator - Republican,14
,John Rafferty,Joe Peters,Pat Toomey,14
John Rafferty,0,0,2,14
Joe Peters,,0,0,14
Pat Toomey,,,0,14
Total,2,0,2,14
,United States Senator - Republican,Attorney General - Republican,,15
,Pat Toomey,John Rafferty,Joe Peters,15
Pat Toomey,0,3,1,15
John Rafferty,,0,0,15
Joe Peters,,,0,15
Total,4,3,1,15
,United States Senator - Republican,Attorney General - Republican,,16
,Pat Toomey,John Rafferty,Joe Peters,16
Pat Toomey,0,2,1,16
John Rafferty,,0,0,16
Joe Peters,,,0,16
Total,3,2,1,16
,Attorney General - Republican,,United States Senator - Republican,17
,John Rafferty,Joe Peters,Pat Toomey,17
John Rafferty,0,0,4,17
Joe Peters,,0,0,17
Pat Toomey,,,0,17
Total,4,0,4,17
,United States Senator - Republican,Attorney General - Republican,,18
,Pat Toomey,Joe Peters,John Rafferty,18
Pat Toomey,1,8,5,18
Joe Peters,,0,0,18
John Rafferty,,,0,18
Total,14,8,5,18
,United States Senator - Republican,Attorney General - Republican,,19
,Pat Toomey,John Rafferty,Joe Peters,19
Pat Toomey,0,3,3,19
John Rafferty,,1,0,19
Joe Peters,,,0,19
Total,6,4,3,19
,Attorney General - Republican,,United States Senator - Republican,20
,John Rafferty,Joe Peters,Pat Toomey,20
John Rafferty,3,0,2,20
Joe Peters,,0,1,20
Pat Toomey,,,0,20
Total,5,1,3,20
,United States Senator - Republican,Attorney General - Republican,,21
,Pat Toomey,Joe Peters,John Rafferty,21
Pat Toomey,1,2,3,21
Joe Peters,,1,0,21
John Rafferty,,,0,21
Total,6,3,3,21
,United States Senator - Republican,Attorney General - Republican,,22
,Pat Toomey,John Rafferty,Joe Peters,22
Pat Toomey,3,29,10,22
John Rafferty,,1,0,22
Joe Peters,,,0,22
Total,42,30,10,22
,United States Senator - Republican,Attorney General - Republican,,23
,Pat Toomey,John Rafferty,Joe Peters,23
Pat Toomey,0,16,10,23
John Rafferty,,4,0,23
Joe Peters,,,0,23
Total,26,20,10,23
,United States Senator - Republican,Attorney General - Republican,,24
,Pat Toomey,John Rafferty,Joe Peters,24
Pat Toomey,2,13,6,24
John Rafferty,,2,0,24
Joe Peters,,,0,24
Total,21,15,6,24
