col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,All
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,All
Albert J Dermovsesian,8,303,222,9,All
Hillary Clinton,,181,0,0,All
Bernie Sanders,,,135,0,All
Roque Rocky De La Fuente,,,,5,All
Total,542,484,357,14,All
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,16
,Albert J Dermovsesian,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,16
Albert J Dermovsesian,1,30,23,2,16
Bernie Sanders,,21,0,0,16
Hillary Clinton,,,20,0,16
Roque Rocky De La Fuente,,,,0,16
Total,56,51,43,2,16
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,17
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,17
Albert J Dermovsesian,2,24,19,0,17
Hillary Clinton,,21,0,0,17
Bernie Sanders,,,14,0,17
Roque Rocky De La Fuente,,,,0,17
Total,45,45,33,0,17
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,18
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,18
Albert J Dermovsesian,1,67,32,1,18
Hillary Clinton,,30,0,0,18
Bernie Sanders,,,17,0,18
Roque Rocky De La Fuente,,,,1,18
Total,101,97,49,2,18
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,19
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,19
Albert J Dermovsesian,1,45,35,1,19
Hillary Clinton,,26,0,0,19
Bernie Sanders,,,27,0,19
Roque Rocky De La Fuente,,,,1,19
Total,82,71,62,2,19
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,20
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,20
Albert J Dermovsesian,1,38,37,2,20
Hillary Clinton,,27,0,0,20
Bernie Sanders,,,18,0,20
Roque Rocky De La Fuente,,,,3,20
Total,78,65,55,5,20
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,21
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,21
Albert J Dermovsesian,1,58,49,2,21
Hillary Clinton,,39,0,0,21
Bernie Sanders,,,21,0,21
Roque Rocky De La Fuente,,,,0,21
Total,110,97,70,2,21
,Representative In The General Assembly 152nd District - Democrat,President Of The United States - Democrat,,,24
,Albert J Dermovsesian,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,24
Albert J Dermovsesian,1,48,20,1,24
Hillary Clinton,,18,0,0,24
Bernie Sanders,,,17,0,24
Roque Rocky De La Fuente,,,,0,24
Total,70,66,37,1,24
