col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Lou Agre,Michelle W Singer,Joe Foster,Heather A Steinmiller,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Tonya Diane Bah,Hamdi Soysal,Gwen Snyder,Waleed Shahid,Margaret Lenzi,William Leopold,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Cindy Bass,113,"1,844","1,764","1,677",529,"1,477","1,438","1,446","1,392","1,362","1,346",492,"1,289","1,245","1,244",379,355,307,293,277,310,267,284,269,"1,262",602,368,354,All
Malcolm Kenyatta,,9,"1,672","1,650",500,"1,372","1,327","1,333","1,283","1,266","1,292",445,"1,234","1,187","1,174",344,314,277,269,265,277,249,262,255,"1,027",476,263,198,All
Katherine J Gilmore,,,11,"1,590",424,"1,308","1,247","1,329","1,210","1,230","1,258",355,"1,209","1,167","1,174",259,234,218,192,206,204,168,184,179,978,399,244,192,All
Jerry T Jordan,,,,6,409,"1,276","1,220","1,274","1,181","1,194","1,244",382,"1,153","1,136","1,128",258,229,204,191,211,200,176,196,190,918,394,206,184,All
Yasmeen Kaboud,,,,,18,272,237,237,189,216,227,"1,226",181,211,165,"1,030","1,070",998,979,"1,009",979,965,905,944,577,423,370,204,All
Ken Washington,,,,,,2,"1,314","1,339","1,276","1,306","1,291",219,"1,241","1,222","1,213",251,229,198,192,181,199,177,203,183,904,393,153,91,All
Vincent Hughes,,,,,,,2,"1,241","1,343","1,264","1,207",183,"1,207","1,210","1,154",234,185,173,191,149,185,171,197,179,895,385,141,74,All
Mary Jo Daley,,,,,,,,3,"1,202","1,269","1,323",195,"1,223","1,175","1,186",235,193,182,169,179,176,148,168,153,887,366,144,94,All
Blondell Reynolds Brown,,,,,,,,,3,"1,233","1,180",145,"1,182","1,156","1,143",203,150,141,152,129,143,130,163,139,863,360,123,71,All
Nicole Allen White,,,,,,,,,,1,"1,196",179,"1,209","1,211","1,180",212,195,163,177,151,173,182,203,161,834,359,129,78,All
Mark Aronchick,,,,,,,,,,,2,187,"1,181","1,150","1,146",224,192,164,149,164,168,135,155,152,832,354,126,82,All
Lou Agre,,,,,,,,,,,,9,131,164,115,999,"1,028",977,951,977,944,902,887,922,469,366,343,173,All
Michelle W Singer,,,,,,,,,,,,,0,"1,140","1,160",176,138,116,124,117,139,117,149,135,793,331,115,68,All
Joe Foster,,,,,,,,,,,,,,0,"1,107",189,157,137,159,139,162,169,186,173,775,330,116,72,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,153,115,104,115,99,103,108,132,101,774,311,103,70,All
Sherrie Cohen,,,,,,,,,,,,,,,,2,"1,044",993,979,"1,007",964,920,924,946,498,371,256,79,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,2,"1,020",986,"1,012",994,943,917,939,473,362,274,88,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,1,951,982,939,885,876,901,430,334,252,81,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,0,948,947,933,925,948,446,320,242,76,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,932,905,881,924,424,327,244,82,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,0,921,902,923,432,339,239,72,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,1,904,919,424,323,235,68,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,922,421,320,225,67,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,1,418,307,234,68,All
Katie Mcginty,,,,,,,,,,,,,,,,,,,,,,,,,180,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,All
Total,"2,926","2,153","2,005","1,867","1,720","1,650","1,612","1,600","1,530","1,508","1,497","1,486","1,409","1,386","1,347","1,289","1,285","1,183","1,165","1,157","1,149","1,119","1,101","1,097","2,063","1,147",845,590,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Vincent Hughes,Yasmeen Kaboud,Michelle W Singer,Blondell Reynolds Brown,Heather A Steinmiller,Joe Foster,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Waleed Shahid,Carol Rose Fleischman,Hamdi Soysal,Tonya Diane Bah,William Leopold,Margaret Lenzi,Gwen Snyder,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Cindy Bass,9,66,62,57,53,48,43,46,42,21,44,43,45,40,14,12,13,11,9,10,8,10,8,6,56,27,14,8,1
Malcolm Kenyatta,,1,61,60,50,42,44,47,43,19,43,43,40,39,13,15,16,14,11,12,10,12,10,9,44,21,5,7,1
Katherine J Gilmore,,,1,56,44,40,39,41,38,13,41,38,39,36,9,9,10,8,6,8,6,7,4,4,41,16,5,5,1
Jerry T Jordan,,,,1,46,36,39,40,38,17,36,37,37,35,14,13,14,14,10,12,10,13,11,9,36,18,4,5,1
Ken Washington,,,,,0,43,43,44,40,12,43,41,41,40,8,12,12,10,8,9,7,10,9,7,36,18,1,2,1
Mary Jo Daley,,,,,,1,42,39,36,6,40,36,39,36,5,9,11,3,6,5,3,2,3,2,36,14,2,1,1
Mark Aronchick,,,,,,,1,39,38,5,41,38,38,34,5,8,8,5,6,5,3,5,4,3,34,13,1,1,1
Nicole Allen White,,,,,,,,0,41,8,40,40,39,37,2,6,8,7,3,5,6,6,5,3,34,14,2,1,1
Vincent Hughes,,,,,,,,,0,8,40,41,36,36,7,5,8,7,6,6,8,8,6,4,33,16,2,0,1
Yasmeen Kaboud,,,,,,,,,,1,4,3,4,5,33,31,25,27,27,29,22,24,23,24,18,18,3,9,1
Michelle W Singer,,,,,,,,,,,0,40,40,36,2,4,4,3,2,2,3,4,3,1,34,13,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,0,40,37,0,2,6,3,1,2,3,4,2,0,30,12,3,0,1
Heather A Steinmiller,,,,,,,,,,,,,0,34,1,4,6,4,2,2,4,5,4,1,32,10,3,0,1
Joe Foster,,,,,,,,,,,,,,0,2,4,5,4,2,3,2,4,4,2,28,13,1,0,1
Lou Agre,,,,,,,,,,,,,,,1,25,23,21,23,23,19,19,20,19,11,19,2,7,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,0,27,27,28,27,19,23,23,24,12,19,2,3,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,22,25,26,18,19,20,19,11,17,4,2,1
Waleed Shahid,,,,,,,,,,,,,,,,,,0,22,26,21,24,24,22,11,16,2,3,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,0,25,19,20,21,23,8,17,3,3,1
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,21,22,20,21,13,15,2,1,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,20,20,17,10,12,2,2,1
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,23,20,10,14,2,1,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,20,8,14,2,2,1
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,,,0,8,14,1,2,1
Katie Mcginty,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,1
