col_1,col_2,division
,United States Senator - Republican,All
,Pat Toomey,All
Pat Toomey,310,All
Total,310,All
,United States Senator - Republican,1
,Pat Toomey,1
Pat Toomey,24,1
Total,24,1
,United States Senator - Republican,2
,Pat Toomey,2
Pat Toomey,38,2
Total,38,2
,United States Senator - Republican,3
,Pat Toomey,3
Pat Toomey,1,3
Total,1,3
,United States Senator - Republican,4
,Pat Toomey,4
Pat Toomey,19,4
Total,19,4
,United States Senator - Republican,5
,Pat Toomey,5
Pat Toomey,36,5
Total,36,5
,United States Senator - Republican,6
,Pat Toomey,6
Pat Toomey,38,6
Total,38,6
,United States Senator - Republican,7
,Pat Toomey,7
Pat Toomey,21,7
Total,21,7
,United States Senator - Republican,9
,Pat Toomey,9
Pat Toomey,16,9
Total,16,9
,United States Senator - Republican,10
,Pat Toomey,10
Pat Toomey,23,10
Total,23,10
,United States Senator - Republican,11
,Pat Toomey,11
Pat Toomey,32,11
Total,32,11
,United States Senator - Republican,12
,Pat Toomey,12
Pat Toomey,36,12
Total,36,12
,United States Senator - Republican,13
,Pat Toomey,13
Pat Toomey,1,13
Total,1,13
,United States Senator - Republican,14
,Pat Toomey,14
Pat Toomey,9,14
Total,9,14
,United States Senator - Republican,15
,Pat Toomey,15
Pat Toomey,2,15
Total,2,15
,United States Senator - Republican,16
,Pat Toomey,16
Pat Toomey,7,16
Total,7,16
,United States Senator - Republican,17
,Pat Toomey,17
Pat Toomey,7,17
Total,7,17
