col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Kevin J Boyle,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Henry Albert,Betsy May Kilkenny,Mike Stack,Melissa Robbins,Bev Hahn,Elaine Tomlin,Linda A Fields,Val Arkoosh,Charles Quann,Louis Farinella,W Gerard Oleksiak,All
Kevin J Boyle,34,104,98,86,74,67,68,63,61,59,57,59,52,50,39,All
Allyson Y Schwartz,,9,27,31,21,70,65,16,14,59,12,59,52,48,38,All
Michael J Rahming,,,5,74,74,21,14,61,61,15,56,20,13,10,8,All
Mark B Cohen,,,,0,79,23,24,65,61,21,59,17,17,16,9,All
Henry Albert,,,,,0,15,15,65,65,15,59,13,14,12,9,All
Betsy May Kilkenny,,,,,,1,53,10,8,53,8,54,50,43,37,All
Mike Stack,,,,,,,0,13,10,52,9,44,47,46,38,All
Melissa Robbins,,,,,,,,0,63,7,61,8,6,3,8,All
Bev Hahn,,,,,,,,,0,8,60,6,5,6,7,All
Elaine Tomlin,,,,,,,,,,1,8,49,50,49,36,All
Linda A Fields,,,,,,,,,,,1,5,4,4,6,All
Val Arkoosh,,,,,,,,,,,,1,46,43,37,All
Charles Quann,,,,,,,,,,,,,0,47,37,All
Louis Farinella,,,,,,,,,,,,,,1,34,All
W Gerard Oleksiak,,,,,,,,,,,,,,,0,All
Total,233,123,116,100,85,77,75,73,70,66,66,66,57,56,43,All
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,13
,Kevin J Boyle,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Henry Albert,Mike Stack,Betsy May Kilkenny,Elaine Tomlin,Louis Farinella,Val Arkoosh,Charles Quann,Bev Hahn,Melissa Robbins,Linda A Fields,W Gerard Oleksiak,13
Kevin J Boyle,15,52,53,48,41,41,38,35,32,32,32,31,31,25,23,13
Allyson Y Schwartz,,6,14,18,13,36,36,32,28,30,30,9,8,5,22,13
Michael J Rahming,,,3,36,37,9,13,9,7,11,9,27,27,21,5,13
Mark B Cohen,,,,0,40,14,17,14,10,10,12,25,27,22,4,13
Henry Albert,,,,,0,10,11,9,9,8,10,30,30,23,4,13
Mike Stack,,,,,,0,30,30,27,24,28,7,7,4,23,13
Betsy May Kilkenny,,,,,,,1,29,24,29,28,7,8,6,22,13
Elaine Tomlin,,,,,,,,0,32,27,29,5,3,4,21,13
Louis Farinella,,,,,,,,,1,25,29,4,1,2,20,13
Val Arkoosh,,,,,,,,,,1,25,4,4,1,22,13
Charles Quann,,,,,,,,,,,0,4,4,2,22,13
Bev Hahn,,,,,,,,,,,,0,27,23,4,13
Melissa Robbins,,,,,,,,,,,,,0,23,3,13
Linda A Fields,,,,,,,,,,,,,,0,1,13
W Gerard Oleksiak,,,,,,,,,,,,,,,0,13
Total,122,62,60,54,45,44,43,38,35,35,34,33,33,26,25,13
,Representative In The General Assembly 172nd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,14
,Kevin J Boyle,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,Betsy May Kilkenny,Mike Stack,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,W Gerard Oleksiak,14
Kevin J Boyle,19,52,45,38,33,32,32,30,29,27,27,24,20,18,16,14
Allyson Y Schwartz,,3,13,13,8,7,8,5,34,29,29,27,22,20,16,14
Michael J Rahming,,,2,38,37,35,34,34,8,5,9,6,4,3,3,14
Mark B Cohen,,,,0,39,37,38,36,6,10,7,7,5,6,5,14
Henry Albert,,,,,0,36,35,35,4,5,5,6,4,3,5,14
Linda A Fields,,,,,,1,38,37,2,5,4,4,2,2,5,14
Melissa Robbins,,,,,,,0,36,2,6,4,4,2,2,5,14
Bev Hahn,,,,,,,,0,1,3,2,3,1,2,3,14
Betsy May Kilkenny,,,,,,,,,0,23,25,24,22,19,15,14
Mike Stack,,,,,,,,,,0,20,22,19,19,15,14
Val Arkoosh,,,,,,,,,,,0,22,21,18,15,14
Elaine Tomlin,,,,,,,,,,,,1,21,17,15,14
Charles Quann,,,,,,,,,,,,,0,18,15,14
Louis Farinella,,,,,,,,,,,,,,0,14,14
W Gerard Oleksiak,,,,,,,,,,,,,,,0,14
Total,111,61,56,46,40,40,40,37,34,31,31,28,23,21,18,14
