col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Leslie Acosta,Thaddeus Kirkland,Blake Rutherford,Angel Cruz,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ryan N Boyer,Ted Kirsch,Cathy Brady,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,All
Leslie Acosta,59,205,155,153,139,138,132,131,129,127,124,59,56,44,38,36,35,All
Thaddeus Kirkland,,7,150,125,127,129,125,129,124,121,121,22,28,17,12,8,13,All
Blake Rutherford,,,2,115,117,120,116,117,116,113,112,16,16,8,5,5,7,All
Angel Cruz,,,,2,127,119,121,125,119,121,114,9,17,14,13,9,17,All
Maria Quinones Sanchez,,,,,1,119,119,121,114,121,114,7,13,12,9,6,10,All
Anne Wakabayashi,,,,,,0,121,124,125,119,122,11,14,11,8,9,9,All
Jennifer Lentz,,,,,,,0,122,121,115,115,10,18,16,13,7,15,All
Leanne Krueger Braneky,,,,,,,,0,119,118,117,7,15,12,9,5,12,All
Ryan N Boyer,,,,,,,,,1,119,118,12,14,9,8,10,10,All
Ted Kirsch,,,,,,,,,,0,114,7,11,8,6,8,10,All
Cathy Brady,,,,,,,,,,,0,7,8,6,4,3,6,All
H Douglass Brown,,,,,,,,,,,,0,43,32,28,32,23,All
Peter Cutty,,,,,,,,,,,,,1,34,29,29,27,All
Amanda Mcillmurray,,,,,,,,,,,,,,0,34,33,30,All
Jacob Adeniran,,,,,,,,,,,,,,,1,32,30,All
Kat Richter,,,,,,,,,,,,,,,,0,25,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,All
Total,347,220,168,160,145,141,135,135,134,133,127,67,63,48,41,39,37,All
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,18
,Leslie Acosta,Thaddeus Kirkland,Blake Rutherford,Angel Cruz,Leanne Krueger Braneky,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Ted Kirsch,Cathy Brady,Peter Cutty,Amanda Mcillmurray,H Douglass Brown,Katherine Hunter Snyder,Jacob Adeniran,Kat Richter,18
Leslie Acosta,5,128,105,105,103,103,101,100,97,96,94,24,22,19,17,16,13,18
Thaddeus Kirkland,,2,102,101,102,101,95,98,96,94,93,15,11,6,9,7,4,18
Blake Rutherford,,,1,90,91,92,92,90,92,89,88,5,4,4,3,2,3,18
