col_1,col_2,col_3,division
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,All
,Bill Pounds,John Brown,All
Bill Pounds,152,"1,944",All
John Brown,,118,All
Total,"2,096","2,062",All
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,1
,Bill Pounds,John Brown,1
Bill Pounds,2,44,1
John Brown,,1,1
Total,46,45,1
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,2
,John Brown,Bill Pounds,2
John Brown,3,51,2
Bill Pounds,,2,2
Total,54,53,2
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,3
,Bill Pounds,John Brown,3
Bill Pounds,1,10,3
John Brown,,0,3
Total,11,10,3
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,4
,John Brown,Bill Pounds,4
John Brown,1,30,4
Bill Pounds,,0,4
Total,31,30,4
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,5
,Bill Pounds,John Brown,5
Bill Pounds,6,81,5
John Brown,,6,5
Total,87,87,5
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,6
,Bill Pounds,John Brown,6
Bill Pounds,3,42,6
John Brown,,1,6
Total,45,43,6
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,7
,Bill Pounds,John Brown,7
Bill Pounds,2,33,7
John Brown,,1,7
Total,35,34,7
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,8
,Bill Pounds,John Brown,8
Bill Pounds,0,16,8
John Brown,,0,8
Total,16,16,8
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,9
,John Brown,Bill Pounds,9
John Brown,4,54,9
Bill Pounds,,2,9
Total,58,56,9
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,10
,Bill Pounds,John Brown,10
Bill Pounds,4,28,10
John Brown,,1,10
Total,32,29,10
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,11
,John Brown,Bill Pounds,11
John Brown,3,31,11
Bill Pounds,,2,11
Total,34,33,11
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,12
,Bill Pounds,John Brown,12
Bill Pounds,2,27,12
John Brown,,1,12
Total,29,28,12
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,13
,Bill Pounds,John Brown,13
Bill Pounds,2,40,13
John Brown,,0,13
Total,42,40,13
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,14
,Bill Pounds,John Brown,14
Bill Pounds,2,25,14
John Brown,,0,14
Total,27,25,14
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,15
,Bill Pounds,John Brown,15
Bill Pounds,3,42,15
John Brown,,1,15
Total,45,43,15
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,16
,Bill Pounds,John Brown,16
Bill Pounds,2,41,16
John Brown,,1,16
Total,43,42,16
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,17
,John Brown,Bill Pounds,17
John Brown,3,46,17
Bill Pounds,,1,17
Total,49,47,17
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,18
,Bill Pounds,John Brown,18
Bill Pounds,3,23,18
John Brown,,3,18
Total,26,26,18
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,19
,John Brown,Bill Pounds,19
John Brown,2,31,19
Bill Pounds,,1,19
Total,33,32,19
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,20
,Bill Pounds,John Brown,20
Bill Pounds,3,26,20
John Brown,,1,20
Total,29,27,20
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,21
,Bill Pounds,John Brown,21
Bill Pounds,8,47,21
John Brown,,4,21
Total,55,51,21
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,22
,Bill Pounds,John Brown,22
Bill Pounds,6,50,22
John Brown,,3,22
Total,56,53,22
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,23
,John Brown,Bill Pounds,23
John Brown,1,18,23
Bill Pounds,,0,23
Total,19,18,23
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,24
,Bill Pounds,John Brown,24
Bill Pounds,1,23,24
John Brown,,0,24
Total,24,23,24
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,25
,Bill Pounds,John Brown,25
Bill Pounds,7,57,25
John Brown,,2,25
Total,64,59,25
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,26
,Bill Pounds,John Brown,26
Bill Pounds,2,41,26
John Brown,,1,26
Total,43,42,26
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,27
,Bill Pounds,John Brown,27
Bill Pounds,2,34,27
John Brown,,2,27
Total,36,36,27
,Representative In The General Assembly 194th District - Republican,Auditor General - Republican,28
,Bill Pounds,John Brown,28
Bill Pounds,5,53,28
John Brown,,1,28
Total,58,54,28
,Auditor General - Republican,Representative In The General Assembly 194th District - Republican,29
,John Brown,Bill Pounds,29
John Brown,6,53,29
Bill Pounds,,4,29
Total,59,57,29
