col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Yasmeen Kaboud,Vincent Hughes,Blondell Reynolds Brown,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Michelle W Singer,Lou Agre,Joe Foster,Heather A Steinmiller,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Waleed Shahid,Hamdi Soysal,William Leopold,Margaret Lenzi,Tonya Diane Bah,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Cindy Bass,59,"2,086","1,943","1,873","1,737",600,"1,673","1,651","1,667","1,566","1,548","1,533",565,"1,427","1,437",540,476,433,410,374,374,386,368,352,"1,816","1,017",225,All
Malcolm Kenyatta,,6,"1,860","1,857","1,634",552,"1,553","1,528","1,578","1,513","1,453","1,472",504,"1,377","1,375",479,412,366,351,343,340,342,326,315,"1,362",759,141,All
Katherine J Gilmore,,,5,"1,714","1,503",451,"1,410","1,380","1,506","1,428","1,382","1,408",391,"1,305","1,341",367,315,294,262,233,253,241,233,211,"1,218",707,139,All
Jerry T Jordan,,,,3,"1,489",430,"1,380","1,360","1,457","1,420","1,342","1,357",422,"1,286","1,298",353,298,288,261,236,261,261,227,212,"1,152",679,130,All
Ken Washington,,,,,2,325,"1,510","1,461","1,511","1,463","1,472","1,461",296,"1,394","1,393",337,293,254,238,246,232,253,230,220,"1,107",618,90,All
Yasmeen Kaboud,,,,,,30,295,267,274,271,238,217,"1,332",227,163,"1,195","1,202","1,166","1,116","1,078","1,131","1,086","1,046","1,075","1,101",440,142,All
Vincent Hughes,,,,,,,2,"1,555","1,379","1,350","1,422","1,399",256,"1,365","1,315",323,260,218,224,249,195,256,251,216,"1,082",584,70,All
Blondell Reynolds Brown,,,,,,,,4,"1,366","1,328","1,397","1,370",214,"1,312","1,312",300,228,181,200,195,164,209,218,182,"1,041",590,73,All
Mary Jo Daley,,,,,,,,,1,"1,490","1,372","1,406",240,"1,309","1,344",291,222,212,195,163,187,172,173,159,"1,018",605,85,All
Mark Aronchick,,,,,,,,,,2,"1,321","1,362",248,"1,282","1,306",281,228,198,195,171,187,192,174,158,983,556,79,All
Nicole Allen White,,,,,,,,,,,0,"1,370",210,"1,335","1,321",254,222,193,194,214,162,204,217,175,961,566,75,All
Michelle W Singer,,,,,,,,,,,,1,194,"1,312","1,361",241,197,169,194,193,133,184,205,157,965,563,68,All
Lou Agre,,,,,,,,,,,,,4,201,143,"1,174","1,160","1,142","1,084","1,045","1,113","1,074","1,022","1,050",964,396,133,All
Joe Foster,,,,,,,,,,,,,,0,"1,254",238,201,175,185,204,146,202,197,161,892,537,65,All
Heather A Steinmiller,,,,,,,,,,,,,,,0,177,131,113,126,124,95,128,143,107,865,519,68,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,"1,206","1,186","1,132","1,072","1,132","1,114","1,069","1,088",946,368,86,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,1,"1,172","1,105","1,055","1,123","1,083","1,029","1,057",897,349,86,All
