col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Ryan N Boyer,Angel Cruz,Ted Kirsch,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,All
Josh Shapiro,384,0,0,"3,452","3,179","3,139","3,057","3,015","2,945","2,882","2,838","2,840","2,746","2,213","2,065","1,990","1,931","1,902","1,790",All
Stephen A Zappala Jr,,114,0,806,722,732,714,697,672,640,660,651,625,738,679,673,614,612,574,All
John Morganelli,,,60,355,283,279,236,259,242,231,238,228,210,361,299,299,257,265,234,All
Thaddeus Kirkland,,,,31,"4,077","3,943","3,729","3,728","3,702","3,611","3,648","3,538","3,465",693,696,655,566,545,450,All
Blake Rutherford,,,,,12,"3,785","3,549","3,664","3,562","3,544","3,606","3,446","3,388",587,585,558,474,453,363,All
Anne Wakabayashi,,,,,,4,"3,731","3,770","3,723","3,583","3,597","3,508","3,421",633,700,585,581,554,452,All
Maria Quinones Sanchez,,,,,,,4,"3,539","3,626","3,525","3,385","3,531","3,437",545,596,512,570,514,459,All
Jennifer Lentz,,,,,,,,1,"3,570","3,538","3,472","3,463","3,385",611,707,606,569,544,475,All
Leanne Krueger Braneky,,,,,,,,,1,"3,513","3,397","3,435","3,368",500,557,471,470,450,384,All
Cathy Brady,,,,,,,,,,1,"3,377","3,398","3,314",440,491,402,417,359,309,All
Ryan N Boyer,,,,,,,,,,,1,"3,302","3,273",486,508,458,420,418,332,All
Angel Cruz,,,,,,,,,,,,1,"3,369",464,509,461,476,426,385,All
Ted Kirsch,,,,,,,,,,,,,0,341,402,342,370,329,311,All
H Douglass Brown,,,,,,,,,,,,,,39,"2,973","2,945","2,775","2,791","2,653",All
Amanda Mcillmurray,,,,,,,,,,,,,,,8,"2,766","2,814","2,830","2,685",All
Peter Cutty,,,,,,,,,,,,,,,,8,"2,581","2,607","2,501",All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,2,"2,720","2,605",All
Kat Richter,,,,,,,,,,,,,,,,,,0,"2,609",All
Jacob Adeniran,,,,,,,,,,,,,,,,,,,1,All
Total,"6,025","1,647",751,"4,864","4,397","4,350","4,185","4,150","4,039","3,924","3,906","3,890","3,743","3,652","3,326","3,244","3,061","3,041","2,843",All
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,1
Josh Shapiro,20,0,0,195,173,175,173,166,165,164,161,159,158,111,108,111,103,103,97,1
Stephen A Zappala Jr,,9,0,54,46,46,44,45,46,41,41,40,39,30,34,29,32,29,23,1
John Morganelli,,,0,14,11,8,10,11,10,10,10,10,8,15,14,13,10,11,10,1
Thaddeus Kirkland,,,,2,229,218,214,217,215,207,208,208,201,35,38,37,35,28,25,1
Blake Rutherford,,,,,0,210,201,199,203,204,200,204,194,26,29,31,27,21,17,1
Jennifer Lentz,,,,,,0,205,203,211,205,205,198,196,32,36,37,35,29,27,1
Maria Quinones Sanchez,,,,,,,0,208,208,205,202,196,199,25,27,29,29,25,21,1
Anne Wakabayashi,,,,,,,,0,200,199,197,195,192,30,29,29,28,28,23,1
Leanne Krueger Braneky,,,,,,,,,0,197,204,195,192,27,29,31,27,24,20,1
Angel Cruz,,,,,,,,,,0,195,191,196,25,31,32,31,24,24,1
Cathy Brady,,,,,,,,,,,0,190,187,17,19,23,18,13,12,1
Ryan N Boyer,,,,,,,,,,,,0,190,20,22,21,22,20,14,1
Ted Kirsch,,,,,,,,,,,,,0,15,18,21,18,17,14,1
H Douglass Brown,,,,,,,,,,,,,,1,148,142,138,139,129,1
Peter Cutty,,,,,,,,,,,,,,,0,148,143,142,131,1
Amanda Mcillmurray,,,,,,,,,,,,,,,,0,145,144,134,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,0,138,132,1
Kat Richter,,,,,,,,,,,,,,,,,,0,131,1
Jacob Adeniran,,,,,,,,,,,,,,,,,,,0,1
Total,326,88,28,277,241,239,238,233,231,225,222,218,214,167,167,164,154,153,140,1
,Attorney General - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Cathy Brady,Leanne Krueger Braneky,Maria Quinones Sanchez,Ryan N Boyer,Angel Cruz,Ted Kirsch,Amanda Mcillmurray,H Douglass Brown,Peter Cutty,Katherine Hunter Snyder,Jacob Adeniran,Kat Richter,2
Josh Shapiro,17,0,0,116,117,107,105,95,98,96,97,91,86,53,51,51,43,43,43,2
Stephen A Zappala Jr,,4,0,30,27,27,26,29,27,27,23,24,23,22,24,25,21,22,21,2
John Morganelli,,,2,4,2,3,3,3,3,2,2,4,2,4,5,3,3,2,3,2
Thaddeus Kirkland,,,,3,141,128,136,125,128,121,124,121,115,23,23,25,15,15,15,2
