col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Jordan A Harris,L Warren Bullard,Cindy Bass,Yasmeen Kaboud,Malcolm Kenyatta,Katherine J Gilmore,Lou Agre,Jerry T Jordan,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Mary Jo Daley,Hamdi Soysal,William Leopold,Ken Washington,Waleed Shahid,Tonya Diane Bah,Margaret Lenzi,Mark Aronchick,Vincent Hughes,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Joe Foster,Heather A Steinmiller,All
Jordan A Harris,398,0,940,735,727,704,658,628,517,489,468,461,472,445,446,464,442,437,434,437,429,428,413,411,398,386,All
L Warren Bullard,,3,2,3,1,0,3,0,4,4,4,4,0,4,4,0,4,4,3,0,0,0,0,0,0,0,All
Cindy Bass,,,50,225,620,621,211,590,131,108,106,104,468,86,90,450,80,83,83,430,405,418,396,406,386,390,All
Yasmeen Kaboud,,,,16,239,225,584,208,486,481,456,448,95,454,438,97,429,427,417,91,86,83,81,78,83,69,All
Malcolm Kenyatta,,,,,14,595,220,591,141,116,108,110,440,104,102,425,88,96,103,412,392,395,376,381,378,372,All
Katherine J Gilmore,,,,,,16,194,559,133,104,110,97,435,91,90,401,84,86,90,400,378,377,359,370,358,361,All
Lou Agre,,,,,,,15,203,487,492,462,453,74,459,456,81,428,440,418,83,70,63,66,65,68,53,All
Jerry T Jordan,,,,,,,,7,125,111,101,99,418,92,91,398,76,78,89,402,375,377,358,362,356,364,All
Sherrie Cohen,,,,,,,,,2,494,474,471,98,469,466,90,434,442,443,99,88,75,81,85,81,72,All
Ariana Flores Gordon,,,,,,,,,,2,468,461,71,463,448,72,427,432,420,70,64,63,61,54,61,41,All
Carol Rose Fleischman,,,,,,,,,,,0,439,68,446,425,70,421,420,409,71,66,69,61,53,59,50,All
Gwen Snyder,,,,,,,,,,,,0,69,430,438,71,422,426,424,66,66,68,58,62,58,51,All
Mary Jo Daley,,,,,,,,,,,,,0,52,56,401,46,49,63,411,380,392,365,380,372,377,All
Hamdi Soysal,,,,,,,,,,,,,,1,433,55,410,425,417,62,51,54,51,41,53,41,All
William Leopold,,,,,,,,,,,,,,,0,63,429,424,436,60,67,60,58,54,62,46,All
Ken Washington,,,,,,,,,,,,,,,,1,57,58,68,388,394,392,372,384,375,366,All
Waleed Shahid,,,,,,,,,,,,,,,,,2,418,414,51,55,62,55,55,58,36,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,0,417,49,54,56,55,47,55,43,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,0,61,65,69,69,64,71,58,All
Mark Aronchick,,,,,,,,,,,,,,,,,,,,0,363,359,342,364,361,348,All
Vincent Hughes,,,,,,,,,,,,,,,,,,,,,1,373,384,363,361,348,All
Nicole Allen White,,,,,,,,,,,,,,,,,,,,,,1,366,360,365,363,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,3,348,348,349,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,,0,350,360,All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,,,1,345,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,231",10,"1,080",840,819,795,766,703,601,574,545,536,532,518,515,511,508,504,500,482,477,474,467,453,439,431,All
,Representative In The General Assembly 186th District - Democrat,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,4
,Jordan A Harris,L Warren Bullard,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Mary Jo Daley,Yasmeen Kaboud,Michelle W Singer,Vincent Hughes,Nicole Allen White,Mark Aronchick,Ken Washington,Blondell Reynolds Brown,Heather A Steinmiller,Joe Foster,Sherrie Cohen,Lou Agre,Carol Rose Fleischman,Gwen Snyder,Waleed Shahid,Ariana Flores Gordon,William Leopold,Tonya Diane Bah,Margaret Lenzi,Hamdi Soysal,4
Jordan A Harris,33,0,91,76,62,60,54,53,52,49,48,48,45,44,41,42,39,38,28,29,30,25,26,24,24,22,4
L Warren Bullard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
