col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,H Douglass Brown,Jennifer Lentz,Maria Quinones Sanchez,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Thaddeus Kirkland,708,"1,732","1,344",500,"1,260","1,250","1,253","1,248","1,201","1,180","1,109",528,331,231,230,196,All
Blake Rutherford,,160,"1,225",426,"1,195","1,103","1,204","1,106","1,140","1,102","1,061",438,251,184,165,141,All
Anne Wakabayashi,,,24,238,"1,177","1,161","1,186","1,177","1,120","1,085","1,033",243,229,172,154,127,All
H Douglass Brown,,,,326,297,185,227,209,208,209,137,910,736,635,597,557,All
Jennifer Lentz,,,,,11,"1,072","1,158","1,093","1,088","1,107","1,035",311,308,220,220,195,All
Maria Quinones Sanchez,,,,,,15,"1,052","1,153","1,089","1,128","1,068",210,198,163,187,158,All
Ryan N Boyer,,,,,,,9,"1,079","1,093","1,071","1,020",250,217,174,160,140,All
Leanne Krueger Braneky,,,,,,,,13,"1,089","1,084","1,028",236,221,166,165,145,All
Cathy Brady,,,,,,,,,28,"1,101","1,051",210,197,137,145,93,All
Angel Cruz,,,,,,,,,,9,"1,077",238,217,172,204,164,All
Ted Kirsch,,,,,,,,,,,3,163,135,123,131,110,All
Peter Cutty,,,,,,,,,,,,86,695,592,577,555,All
Amanda Mcillmurray,,,,,,,,,,,,,22,654,620,574,All
Kat Richter,,,,,,,,,,,,,,0,571,560,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,7,524,All
Jacob Adeniran,,,,,,,,,,,,,,,,3,All
Total,"2,820","2,019","1,503","1,438","1,431","1,404","1,385","1,383","1,355","1,344","1,225","1,169",900,746,723,652,All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Leanne Krueger Braneky,Peter Cutty,Cathy Brady,Jennifer Lentz,Maria Quinones Sanchez,Ryan N Boyer,Angel Cruz,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Jacob Adeniran,Katherine Hunter Snyder,1
Thaddeus Kirkland,32,48,12,40,38,15,36,36,36,37,34,9,26,7,4,6,1
