col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 177th District - Democrat,All
,Robert A Brady,Joe Hohenstein,All
Robert A Brady,26,119,All
Joe Hohenstein,,6,All
Total,145,125,All
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 177th District - Democrat,5
,Robert A Brady,Joe Hohenstein,5
Robert A Brady,7,61,5
Joe Hohenstein,,5,5
Total,68,66,5
,Representative In Congress 1st District - Democrat,Representative In The General Assembly 177th District - Democrat,7
,Robert A Brady,Joe Hohenstein,7
Robert A Brady,19,58,7
Joe Hohenstein,,1,7
Total,77,59,7
