col_1,col_2,col_3,division
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,All
,John J Taylor,Deborah Williams,All
John J Taylor,307,855,All
Deborah Williams,,19,All
Total,"1,162",874,All
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,1
,John J Taylor,Deborah Williams,1
John J Taylor,23,73,1
Deborah Williams,,0,1
Total,96,73,1
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,2
,John J Taylor,Deborah Williams,2
John J Taylor,10,22,2
Deborah Williams,,0,2
Total,32,22,2
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,3
,John J Taylor,Deborah Williams,3
John J Taylor,39,134,3
Deborah Williams,,2,3
Total,173,136,3
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,4
,John J Taylor,Deborah Williams,4
John J Taylor,32,81,4
Deborah Williams,,1,4
Total,113,82,4
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,5
,John J Taylor,Deborah Williams,5
John J Taylor,23,51,5
Deborah Williams,,3,5
Total,74,54,5
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,6
,John J Taylor,Deborah Williams,6
John J Taylor,16,38,6
Deborah Williams,,0,6
Total,54,38,6
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,7
,John J Taylor,Deborah Williams,7
John J Taylor,9,44,7
Deborah Williams,,1,7
Total,53,45,7
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,12
,John J Taylor,Deborah Williams,12
John J Taylor,9,11,12
Deborah Williams,,1,12
Total,20,12,12
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,15
,John J Taylor,Deborah Williams,15
John J Taylor,14,54,15
Deborah Williams,,1,15
Total,68,55,15
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,18
,John J Taylor,Deborah Williams,18
John J Taylor,2,9,18
Deborah Williams,,0,18
Total,11,9,18
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,20
,John J Taylor,Deborah Williams,20
John J Taylor,32,76,20
Deborah Williams,,2,20
Total,108,78,20
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,22
,John J Taylor,Deborah Williams,22
John J Taylor,25,41,22
Deborah Williams,,4,22
Total,66,45,22
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,23
,John J Taylor,Deborah Williams,23
John J Taylor,19,65,23
Deborah Williams,,2,23
Total,84,67,23
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,24
,John J Taylor,Deborah Williams,24
John J Taylor,38,96,24
Deborah Williams,,0,24
Total,134,96,24
,Representative In The General Assembly 177th District - Republican,Representative In Congress 1st District - Republican,25
,John J Taylor,Deborah Williams,25
John J Taylor,16,60,25
Deborah Williams,,2,25
Total,76,62,25
