col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 195th District - Democrat,,,,United States Senator - Democrat,,,,All
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Donna Bullock,187,0,0,0,"1,876","1,110",584,212,All
Jamar Izzo Izzard,,22,0,0,139,130,132,42,All
Jimmie Moore,,,21,0,131,136,64,9,All
Donnell L Jones,,,,0,0,0,0,0,All
Katie Mcginty,,,,,233,0,0,0,All
Joe Sestak,,,,,,247,0,0,All
John Fetterman,,,,,,,110,0,All
Joseph J Vodvarka,,,,,,,,27,All
Total,"3,969",465,361,0,"2,379","1,623",890,290,All
,Representative In The General Assembly 195th District - Democrat,,,,United States Senator - Democrat,,,,1
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Donna Bullock,13,0,0,0,178,67,29,13,1
Jamar Izzo Izzard,,0,0,0,6,6,9,3,1
Jimmie Moore,,,1,0,9,3,4,0,1
Donnell L Jones,,,,0,0,0,0,0,1
Katie Mcginty,,,,,7,0,0,0,1
Joe Sestak,,,,,,5,0,0,1
John Fetterman,,,,,,,4,0,1
Joseph J Vodvarka,,,,,,,,1,1
Total,300,24,17,0,200,81,46,17,1
,Representative In The General Assembly 195th District - Democrat,,,,United States Senator - Democrat,,,,2
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Donna Bullock,10,0,0,0,126,49,52,11,2
Jamar Izzo Izzard,,1,0,0,13,4,8,1,2
Jimmie Moore,,,3,0,9,8,3,0,2
Donnell L Jones,,,,0,0,0,0,0,2
Katie Mcginty,,,,,22,0,0,0,2
Joe Sestak,,,,,,10,0,0,2
John Fetterman,,,,,,,6,0,2
Joseph J Vodvarka,,,,,,,,0,2
Total,248,27,23,0,170,71,69,12,2
,Representative In The General Assembly 195th District - Democrat,,,,United States Senator - Democrat,,,,3
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,3
Donna Bullock,5,0,0,0,113,57,31,18,3
Jamar Izzo Izzard,,2,0,0,8,6,11,4,3
Jimmie Moore,,,1,0,9,5,5,0,3
