col_1,col_2,col_3,division
,Senator In The General Assembly 5th District - Democrat,,All
,Kevin J Boyle,John Sabatina,All
Kevin J Boyle,"1,470",0,All
John Sabatina,,"1,465",All
Total,"1,470","1,465",All
,Senator In The General Assembly 5th District - Democrat,,1
,John Sabatina,Kevin J Boyle,1
John Sabatina,50,0,1
Kevin J Boyle,,31,1
Total,50,31,1
,Senator In The General Assembly 5th District - Democrat,,2
,John Sabatina,Kevin J Boyle,2
John Sabatina,55,0,2
Kevin J Boyle,,41,2
Total,55,41,2
,Senator In The General Assembly 5th District - Democrat,,3
,John Sabatina,Kevin J Boyle,3
John Sabatina,65,0,3
Kevin J Boyle,,43,3
Total,65,43,3
,Senator In The General Assembly 5th District - Democrat,,4
,Kevin J Boyle,John Sabatina,4
Kevin J Boyle,66,0,4
John Sabatina,,59,4
Total,66,59,4
,Senator In The General Assembly 5th District - Democrat,,5
,Kevin J Boyle,John Sabatina,5
Kevin J Boyle,50,0,5
John Sabatina,,29,5
Total,50,29,5
,Senator In The General Assembly 5th District - Democrat,,6
,Kevin J Boyle,John Sabatina,6
Kevin J Boyle,75,0,6
John Sabatina,,66,6
Total,75,66,6
,Senator In The General Assembly 5th District - Democrat,,7
,John Sabatina,Kevin J Boyle,7
John Sabatina,51,0,7
Kevin J Boyle,,35,7
Total,51,35,7
,Senator In The General Assembly 5th District - Democrat,,8
,John Sabatina,Kevin J Boyle,8
John Sabatina,52,0,8
Kevin J Boyle,,52,8
Total,52,52,8
,Senator In The General Assembly 5th District - Democrat,,9
,Kevin J Boyle,John Sabatina,9
Kevin J Boyle,68,0,9
John Sabatina,,43,9
Total,68,43,9
,Senator In The General Assembly 5th District - Democrat,,10
,Kevin J Boyle,John Sabatina,10
Kevin J Boyle,81,0,10
John Sabatina,,50,10
Total,81,50,10
,Senator In The General Assembly 5th District - Democrat,,11
,John Sabatina,Kevin J Boyle,11
John Sabatina,41,0,11
Kevin J Boyle,,37,11
Total,41,37,11
,Senator In The General Assembly 5th District - Democrat,,12
,Kevin J Boyle,John Sabatina,12
Kevin J Boyle,62,0,12
John Sabatina,,54,12
Total,62,54,12
,Senator In The General Assembly 5th District - Democrat,,13
,John Sabatina,Kevin J Boyle,13
John Sabatina,77,0,13
Kevin J Boyle,,49,13
Total,77,49,13
,Senator In The General Assembly 5th District - Democrat,,14
,Kevin J Boyle,John Sabatina,14
Kevin J Boyle,70,0,14
John Sabatina,,62,14
Total,70,62,14
,Senator In The General Assembly 5th District - Democrat,,15
,Kevin J Boyle,John Sabatina,15
Kevin J Boyle,72,0,15
John Sabatina,,60,15
Total,72,60,15
,Senator In The General Assembly 5th District - Democrat,,16
,Kevin J Boyle,John Sabatina,16
Kevin J Boyle,54,0,16
John Sabatina,,39,16
Total,54,39,16
,Senator In The General Assembly 5th District - Democrat,,17
,John Sabatina,Kevin J Boyle,17
John Sabatina,66,0,17
Kevin J Boyle,,46,17
Total,66,46,17
,Senator In The General Assembly 5th District - Democrat,,18
,Kevin J Boyle,John Sabatina,18
Kevin J Boyle,65,0,18
John Sabatina,,47,18
Total,65,47,18
,Senator In The General Assembly 5th District - Democrat,,19
,Kevin J Boyle,John Sabatina,19
Kevin J Boyle,50,0,19
John Sabatina,,46,19
Total,50,46,19
,Senator In The General Assembly 5th District - Democrat,,20
,Kevin J Boyle,John Sabatina,20
Kevin J Boyle,62,0,20
John Sabatina,,59,20
Total,62,59,20
,Senator In The General Assembly 5th District - Democrat,,21
,John Sabatina,Kevin J Boyle,21
John Sabatina,69,0,21
Kevin J Boyle,,51,21
Total,69,51,21
,Senator In The General Assembly 5th District - Democrat,,22
,John Sabatina,Kevin J Boyle,22
John Sabatina,89,0,22
Kevin J Boyle,,35,22
Total,89,35,22
,Senator In The General Assembly 5th District - Democrat,,23
,John Sabatina,Kevin J Boyle,23
John Sabatina,69,0,23
Kevin J Boyle,,66,23
Total,69,66,23
,Senator In The General Assembly 5th District - Democrat,,24
,Kevin J Boyle,John Sabatina,24
Kevin J Boyle,74,0,24
John Sabatina,,47,24
Total,74,47,24
,Senator In The General Assembly 5th District - Democrat,,25
,Kevin J Boyle,John Sabatina,25
Kevin J Boyle,73,0,25
John Sabatina,,70,25
Total,73,70,25
,Senator In The General Assembly 5th District - Democrat,,26
,Kevin J Boyle,John Sabatina,26
Kevin J Boyle,62,0,26
John Sabatina,,50,26
Total,62,50,26
