col_1,col_2,col_3,col_4,col_5,col_6,division
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,All
,Joe Torsella,Dwight Evans,Chaka Fattah,Dan Muroff,Brian Anthony Gordon,All
Joe Torsella,80,"2,904","1,703",948,556,All
Dwight Evans,,"1,028",0,0,0,All
Chaka Fattah,,,600,0,0,All
Dan Muroff,,,,220,0,All
Brian Anthony Gordon,,,,,112,All
Total,"6,191","3,932","2,303","1,168",668,All
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,1
,Joe Torsella,Dan Muroff,Dwight Evans,Chaka Fattah,Brian Anthony Gordon,1
Joe Torsella,11,164,122,44,19,1
Dan Muroff,,39,0,0,0,1
Dwight Evans,,,37,0,0,1
Chaka Fattah,,,,16,0,1
Brian Anthony Gordon,,,,,3,1
Total,360,203,159,60,22,1
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,2
,Joe Torsella,Dwight Evans,Dan Muroff,Chaka Fattah,Brian Anthony Gordon,2
Joe Torsella,3,148,116,53,24,2
Dwight Evans,,36,0,0,0,2
Dan Muroff,,,33,0,0,2
Chaka Fattah,,,,15,0,2
Brian Anthony Gordon,,,,,4,2
Total,344,184,149,68,28,2
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,3
,Joe Torsella,Dwight Evans,Chaka Fattah,Dan Muroff,Brian Anthony Gordon,3
Joe Torsella,1,103,53,39,29,3
Dwight Evans,,34,0,0,0,3
Chaka Fattah,,,13,0,0,3
Dan Muroff,,,,21,0,3
Brian Anthony Gordon,,,,,6,3
Total,225,137,66,60,35,3
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,4
,Joe Torsella,Dwight Evans,Chaka Fattah,Dan Muroff,Brian Anthony Gordon,4
Joe Torsella,3,114,51,46,21,4
Dwight Evans,,26,0,0,0,4
Chaka Fattah,,,12,0,0,4
Dan Muroff,,,,14,0,4
Brian Anthony Gordon,,,,,4,4
Total,235,140,63,60,25,4
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,5
,Joe Torsella,Dwight Evans,Chaka Fattah,Dan Muroff,Brian Anthony Gordon,5
Joe Torsella,5,128,65,60,20,5
Dwight Evans,,30,0,0,0,5
Chaka Fattah,,,14,0,0,5
Dan Muroff,,,,14,0,5
Brian Anthony Gordon,,,,,6,5
Total,278,158,79,74,26,5
,State Treasurer - Democrat,Representative In Congress 2nd District - Democrat,,,,6
,Joe Torsella,Dwight Evans,Dan Muroff,Chaka Fattah,Brian Anthony Gordon,6
