col_1,col_2,col_3,division
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 3rd District - Democrat,All
,Robert A Brady,Sharif Street,All
Robert A Brady,48,345,All
Sharif Street,,32,All
Total,393,377,All
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 1st District - Democrat,17
,Sharif Street,Robert A Brady,17
Sharif Street,12,86,17
Robert A Brady,,5,17
Total,98,91,17
,Senator In The General Assembly 3rd District - Democrat,Representative In Congress 1st District - Democrat,18
,Sharif Street,Robert A Brady,18
Sharif Street,11,147,18
Robert A Brady,,10,18
Total,158,157,18
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 3rd District - Democrat,19
,Robert A Brady,Sharif Street,19
Robert A Brady,14,67,19
Sharif Street,,4,19
Total,81,71,19
,Representative In Congress 1st District - Democrat,Senator In The General Assembly 3rd District - Democrat,20
,Robert A Brady,Sharif Street,20
Robert A Brady,19,45,20
Sharif Street,,5,20
Total,64,50,20
