col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,All
,Ross Feinberg,John Rafferty,Joe Peters,All
Ross Feinberg,92,"1,623",480,All
John Rafferty,,468,0,All
Joe Peters,,,93,All
Total,"2,195","2,091",573,All
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,1
,Ross Feinberg,John Rafferty,Joe Peters,1
Ross Feinberg,1,14,1,1
John Rafferty,,1,0,1
Joe Peters,,,0,1
Total,16,15,1,1
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,2
,Ross Feinberg,Joe Peters,John Rafferty,2
Ross Feinberg,1,8,7,2
Joe Peters,,0,0,2
John Rafferty,,,0,2
Total,16,8,7,2
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,3
,Ross Feinberg,John Rafferty,Joe Peters,3
Ross Feinberg,3,34,6,3
John Rafferty,,6,0,3
Joe Peters,,,3,3
Total,43,40,9,3
,Attorney General - Republican,,Senator In The General Assembly 5th District - Republican,4
,John Rafferty,Joe Peters,Ross Feinberg,4
John Rafferty,30,0,95,4
Joe Peters,,2,21,4
Ross Feinberg,,,2,4
Total,125,23,118,4
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,5
,Ross Feinberg,John Rafferty,Joe Peters,5
Ross Feinberg,1,85,18,5
John Rafferty,,18,0,5
Joe Peters,,,3,5
Total,104,103,21,5
,Attorney General - Republican,,Senator In The General Assembly 5th District - Republican,6
,John Rafferty,Joe Peters,Ross Feinberg,6
John Rafferty,14,0,38,6
Joe Peters,,5,8,6
Ross Feinberg,,,2,6
Total,52,13,48,6
,Attorney General - Republican,,Senator In The General Assembly 5th District - Republican,7
,John Rafferty,Joe Peters,Ross Feinberg,7
John Rafferty,16,0,43,7
Joe Peters,,3,11,7
Ross Feinberg,,,0,7
Total,59,14,54,7
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,8
,Ross Feinberg,John Rafferty,Joe Peters,8
Ross Feinberg,1,28,12,8
John Rafferty,,10,0,8
Joe Peters,,,0,8
Total,41,38,12,8
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,9
,Ross Feinberg,John Rafferty,Joe Peters,9
Ross Feinberg,2,52,18,9
John Rafferty,,19,0,9
Joe Peters,,,4,9
Total,72,71,22,9
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,10
,Ross Feinberg,John Rafferty,Joe Peters,10
Ross Feinberg,5,36,11,10
John Rafferty,,11,0,10
Joe Peters,,,2,10
Total,52,47,13,10
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,11
,Ross Feinberg,John Rafferty,Joe Peters,11
Ross Feinberg,0,39,16,11
John Rafferty,,11,0,11
Joe Peters,,,1,11
Total,55,50,17,11
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,12
,Ross Feinberg,John Rafferty,Joe Peters,12
Ross Feinberg,2,23,10,12
John Rafferty,,7,0,12
Joe Peters,,,1,12
Total,35,30,11,12
,Senator In The General Assembly 5th District - Republican,Attorney General - Republican,,13
,Ross Feinberg,John Rafferty,Joe Peters,13
Ross Feinberg,1,47,11,13
