col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Sharif Street,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Yasmeen Kaboud,Jerry T Jordan,Lou Agre,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Nicole Allen White,Mark Aronchick,Sherrie Cohen,Ariana Flores Gordon,Joe Foster,Michelle W Singer,Tonya Diane Bah,Gwen Snyder,Carol Rose Fleischman,Hamdi Soysal,Waleed Shahid,Heather A Steinmiller,William Leopold,Margaret Lenzi,All
Sharif Street,136,"1,336","1,027",936,901,882,766,762,777,747,735,704,705,669,658,669,650,616,606,599,595,596,619,587,581,All
Cindy Bass,,68,"1,068","1,018",327,980,295,853,862,843,834,792,790,229,213,743,748,186,197,181,167,168,720,165,169,All
Malcolm Kenyatta,,,11,958,311,946,267,776,797,768,757,723,746,207,189,694,705,169,171,163,156,157,671,161,157,All
Katherine J Gilmore,,,,9,251,914,211,729,761,772,709,708,728,141,124,685,690,108,120,117,111,96,670,103,101,All
Yasmeen Kaboud,,,,,25,242,803,151,168,147,130,129,141,703,716,134,112,674,676,673,688,673,102,661,633,All
Jerry T Jordan,,,,,,1,219,718,742,745,698,690,727,139,121,669,668,110,114,111,112,98,655,107,104,All
Lou Agre,,,,,,,5,111,133,112,97,110,110,680,682,104,78,657,647,659,662,629,65,642,619,All
Vincent Hughes,,,,,,,,3,766,717,787,726,697,141,108,707,686,115,115,99,82,104,661,107,110,All
Ken Washington,,,,,,,,,3,770,755,747,752,148,134,721,705,114,120,114,104,106,686,109,110,All
Mary Jo Daley,,,,,,,,,,2,704,731,757,133,102,687,696,102,105,96,102,93,683,93,97,All
Blondell Reynolds Brown,,,,,,,,,,,2,717,684,126,93,677,675,100,95,84,76,88,659,84,97,All
Nicole Allen White,,,,,,,,,,,,0,694,121,109,700,686,102,101,92,85,108,677,91,111,All
Mark Aronchick,,,,,,,,,,,,,1,129,110,670,676,93,102,91,94,84,657,96,92,All
Sherrie Cohen,,,,,,,,,,,,,,1,701,115,103,681,666,673,681,640,84,659,651,All
Ariana Flores Gordon,,,,,,,,,,,,,,,4,89,78,677,679,679,680,652,58,652,630,All
Joe Foster,,,,,,,,,,,,,,,,0,655,100,99,81,83,104,633,109,107,All
Michelle W Singer,,,,,,,,,,,,,,,,,0,70,81,64,69,69,659,75,83,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,2,658,653,651,650,63,667,642,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,644,642,640,61,642,623,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,0,671,619,49,632,610,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,632,55,643,619,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,1,62,640,632,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,0,56,67,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,640,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,315","1,662","1,245","1,144","1,118","1,067",961,946,942,915,909,864,859,859,839,814,801,790,780,775,772,762,758,751,748,All
,Senator In The General Assembly 3rd District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,8
,Sharif Street,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Yasmeen Kaboud,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Ken Washington,Lou Agre,Michelle W Singer,Sherrie Cohen,Mark Aronchick,Nicole Allen White,Mary Jo Daley,Joe Foster,Gwen Snyder,Ariana Flores Gordon,Tonya Diane Bah,Heather A Steinmiller,Carol Rose Fleischman,Margaret Lenzi,Hamdi Soysal,Waleed Shahid,William Leopold,8
Sharif Street,8,122,98,90,74,84,83,78,77,65,72,66,73,72,70,70,58,57,57,64,53,55,51,53,54,8
Cindy Bass,,2,99,94,22,89,82,81,80,20,75,19,75,74,75,72,17,13,14,69,14,14,10,13,12,8
Malcolm Kenyatta,,,2,94,26,87,80,77,74,23,71,20,73,70,71,66,18,17,16,65,17,13,12,14,13,8
