col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Leslie Acosta,Cindy Bass,Jerry T Jordan,Katherine J Gilmore,Malcolm Kenyatta,Mary Jo Daley,Nicole Allen White,Mark Aronchick,Heather A Steinmiller,Ken Washington,Michelle W Singer,Joe Foster,Blondell Reynolds Brown,Vincent Hughes,Lou Agre,Yasmeen Kaboud,Sherrie Cohen,Gwen Snyder,Waleed Shahid,Ariana Flores Gordon,Tonya Diane Bah,Carol Rose Fleischman,Margaret Lenzi,William Leopold,Hamdi Soysal,All
Leslie Acosta,13,95,64,65,59,51,50,49,47,46,47,45,43,39,28,25,23,21,19,19,19,18,17,18,16,All
Cindy Bass,,4,65,62,62,54,52,53,51,50,51,49,47,43,9,7,11,7,6,4,6,5,6,5,2,All
Jerry T Jordan,,,0,62,59,52,53,51,51,49,52,49,47,44,12,8,12,8,10,7,8,7,8,8,5,All
Katherine J Gilmore,,,,0,58,49,52,49,48,47,48,45,46,42,9,7,11,8,8,6,8,6,7,6,4,All
Malcolm Kenyatta,,,,,3,50,48,50,48,46,47,45,47,42,6,4,9,6,6,3,5,3,5,5,2,All
Mary Jo Daley,,,,,,0,52,55,52,52,51,50,48,46,3,0,6,2,3,0,2,0,3,2,0,All
Nicole Allen White,,,,,,,0,52,52,52,52,49,48,46,5,3,9,6,6,4,6,4,6,4,2,All
Mark Aronchick,,,,,,,,0,52,51,52,50,47,45,3,0,7,3,3,1,3,1,4,3,0,All
Heather A Steinmiller,,,,,,,,,0,52,53,49,47,45,4,0,7,3,5,1,3,1,4,2,0,All
Ken Washington,,,,,,,,,,1,51,48,47,45,2,0,5,1,3,0,2,0,2,1,0,All
Michelle W Singer,,,,,,,,,,,0,49,46,44,4,0,6,3,5,2,3,2,4,2,0,All
Joe Foster,,,,,,,,,,,,0,46,44,4,1,6,2,4,1,2,1,3,3,1,All
Blondell Reynolds Brown,,,,,,,,,,,,,1,45,1,0,5,1,3,0,1,0,1,1,0,All
Vincent Hughes,,,,,,,,,,,,,,1,1,0,5,1,3,0,1,0,2,1,0,All
Lou Agre,,,,,,,,,,,,,,,0,20,17,17,16,16,17,16,15,16,15,All
Yasmeen Kaboud,,,,,,,,,,,,,,,,0,14,16,14,15,14,14,12,14,14,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,18,15,16,17,16,16,17,14,All
Gwen Snyder,,,,,,,,,,,,,,,,,,1,17,18,18,16,17,17,15,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,0,16,15,14,15,15,14,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,,0,17,16,15,16,15,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,16,16,16,15,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,0,14,15,15,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,15,13,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,15,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,144,106,73,73,69,58,58,56,55,55,55,52,51,48,30,27,24,22,20,19,19,18,18,18,16,All
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,1
,Leslie Acosta,Cindy Bass,Jerry T Jordan,Katherine J Gilmore,Malcolm Kenyatta,Mary Jo Daley,Nicole Allen White,Mark Aronchick,Heather A Steinmiller,Ken Washington,Michelle W Singer,Joe Foster,Blondell Reynolds Brown,Vincent Hughes,Lou Agre,Yasmeen Kaboud,Sherrie Cohen,Gwen Snyder,Waleed Shahid,Ariana Flores Gordon,Tonya Diane Bah,Carol Rose Fleischman,Margaret Lenzi,William Leopold,Hamdi Soysal,1
Leslie Acosta,13,95,64,65,59,51,50,49,47,46,47,45,43,39,28,25,23,21,19,19,19,18,17,18,16,1
Cindy Bass,,4,65,62,62,54,52,53,51,50,51,49,47,43,9,7,11,7,6,4,6,5,6,5,2,1
Jerry T Jordan,,,0,62,59,52,53,51,51,49,52,49,47,44,12,8,12,8,10,7,8,7,8,8,5,1
Katherine J Gilmore,,,,0,58,49,52,49,48,47,48,45,46,42,9,7,11,8,8,6,8,6,7,6,4,1
Malcolm Kenyatta,,,,,3,50,48,50,48,46,47,45,47,42,6,4,9,6,6,3,5,3,5,5,2,1
Mary Jo Daley,,,,,,0,52,55,52,52,51,50,48,46,3,0,6,2,3,0,2,0,3,2,0,1
Nicole Allen White,,,,,,,0,52,52,52,52,49,48,46,5,3,9,6,6,4,6,4,6,4,2,1
Mark Aronchick,,,,,,,,0,52,51,52,50,47,45,3,0,7,3,3,1,3,1,4,3,0,1
Heather A Steinmiller,,,,,,,,,0,52,53,49,47,45,4,0,7,3,5,1,3,1,4,2,0,1
Ken Washington,,,,,,,,,,1,51,48,47,45,2,0,5,1,3,0,2,0,2,1,0,1
Michelle W Singer,,,,,,,,,,,0,49,46,44,4,0,6,3,5,2,3,2,4,2,0,1
Joe Foster,,,,,,,,,,,,0,46,44,4,1,6,2,4,1,2,1,3,3,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,1,45,1,0,5,1,3,0,1,0,1,1,0,1
Vincent Hughes,,,,,,,,,,,,,,1,1,0,5,1,3,0,1,0,2,1,0,1
Lou Agre,,,,,,,,,,,,,,,0,20,17,17,16,16,17,16,15,16,15,1
Yasmeen Kaboud,,,,,,,,,,,,,,,,0,14,16,14,15,14,14,12,14,14,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,18,15,16,17,16,16,17,14,1
Gwen Snyder,,,,,,,,,,,,,,,,,,1,17,18,18,16,17,17,15,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,0,16,15,14,15,15,14,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,,0,17,16,15,16,15,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,16,16,16,15,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,,0,14,15,15,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,15,13,1
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,15,1
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,144,106,73,73,69,58,58,56,55,55,55,52,51,48,30,27,24,22,20,19,19,18,18,18,16,1
