col_1,col_2,division
,Representative In The General Assembly 201st District - Democrat,All
,Stephen Kinsey,All
Stephen Kinsey,"4,354",All
Total,"4,354",All
,Representative In The General Assembly 201st District - Democrat,2
,Stephen Kinsey,2
Stephen Kinsey,240,2
Total,240,2
,Representative In The General Assembly 201st District - Democrat,3
,Stephen Kinsey,3
Stephen Kinsey,262,3
Total,262,3
,Representative In The General Assembly 201st District - Democrat,4
,Stephen Kinsey,4
Stephen Kinsey,188,4
Total,188,4
,Representative In The General Assembly 201st District - Democrat,5
,Stephen Kinsey,5
Stephen Kinsey,182,5
Total,182,5
,Representative In The General Assembly 201st District - Democrat,6
,Stephen Kinsey,6
Stephen Kinsey,206,6
Total,206,6
,Representative In The General Assembly 201st District - Democrat,7
,Stephen Kinsey,7
Stephen Kinsey,199,7
Total,199,7
,Representative In The General Assembly 201st District - Democrat,8
,Stephen Kinsey,8
Stephen Kinsey,249,8
Total,249,8
,Representative In The General Assembly 201st District - Democrat,9
,Stephen Kinsey,9
Stephen Kinsey,274,9
Total,274,9
,Representative In The General Assembly 201st District - Democrat,10
,Stephen Kinsey,10
Stephen Kinsey,198,10
Total,198,10
,Representative In The General Assembly 201st District - Democrat,11
,Stephen Kinsey,11
Stephen Kinsey,159,11
Total,159,11
,Representative In The General Assembly 201st District - Democrat,12
,Stephen Kinsey,12
Stephen Kinsey,204,12
Total,204,12
,Representative In The General Assembly 201st District - Democrat,13
,Stephen Kinsey,13
Stephen Kinsey,79,13
Total,79,13
,Representative In The General Assembly 201st District - Democrat,14
,Stephen Kinsey,14
Stephen Kinsey,130,14
Total,130,14
,Representative In The General Assembly 201st District - Democrat,15
,Stephen Kinsey,15
Stephen Kinsey,159,15
Total,159,15
,Representative In The General Assembly 201st District - Democrat,16
,Stephen Kinsey,16
Stephen Kinsey,192,16
Total,192,16
,Representative In The General Assembly 201st District - Democrat,17
,Stephen Kinsey,17
Stephen Kinsey,231,17
Total,231,17
,Representative In The General Assembly 201st District - Democrat,18
,Stephen Kinsey,18
Stephen Kinsey,246,18
Total,246,18
,Representative In The General Assembly 201st District - Democrat,19
,Stephen Kinsey,19
Stephen Kinsey,195,19
Total,195,19
,Representative In The General Assembly 201st District - Democrat,20
,Stephen Kinsey,20
Stephen Kinsey,232,20
Total,232,20
,Representative In The General Assembly 201st District - Democrat,21
,Stephen Kinsey,21
Stephen Kinsey,262,21
Total,262,21
,Representative In The General Assembly 201st District - Democrat,22
,Stephen Kinsey,22
Stephen Kinsey,267,22
Total,267,22
