col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,All
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,All
Robert A Brady,320,"1,362",922,949,306,All
Katie Mcginty,,187,0,0,0,All
John Fetterman,,,200,0,0,All
Joe Sestak,,,,155,0,All
Joseph J Vodvarka,,,,,37,All
Total,"3,859","1,549","1,122","1,104",343,All
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,1
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Robert A Brady,8,67,43,34,11,1
Katie Mcginty,,3,0,0,0,1
Joe Sestak,,,3,0,0,1
John Fetterman,,,,11,0,1
Joseph J Vodvarka,,,,,3,1
Total,163,70,46,45,14,1
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,2
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Robert A Brady,16,75,60,57,17,2
Katie Mcginty,,9,0,0,0,2
Joe Sestak,,,13,0,0,2
John Fetterman,,,,11,0,2
Joseph J Vodvarka,,,,,3,2
Total,225,84,73,68,20,2
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,3
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,3
Robert A Brady,28,92,58,46,18,3
Katie Mcginty,,10,0,0,0,3
John Fetterman,,,15,0,0,3
Joe Sestak,,,,15,0,3
Joseph J Vodvarka,,,,,1,3
Total,242,102,73,61,19,3
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,4
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,4
Robert A Brady,12,64,58,47,16,4
Katie Mcginty,,11,0,0,0,4
John Fetterman,,,10,0,0,4
Joe Sestak,,,,8,0,4
Joseph J Vodvarka,,,,,2,4
Total,197,75,68,55,18,4
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,5
,Robert A Brady,Joe Sestak,John Fetterman,Katie Mcginty,Joseph J Vodvarka,5
Robert A Brady,10,35,18,17,13,5
Joe Sestak,,6,0,0,0,5
John Fetterman,,,4,0,0,5
Katie Mcginty,,,,1,0,5
Joseph J Vodvarka,,,,,3,5
Total,93,41,22,18,16,5
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,6
,Robert A Brady,Joe Sestak,Katie Mcginty,John Fetterman,Joseph J Vodvarka,6
Robert A Brady,11,37,38,33,18,6
Joe Sestak,,5,0,0,0,6
Katie Mcginty,,,4,0,0,6
John Fetterman,,,,5,0,6
Joseph J Vodvarka,,,,,1,6
Total,137,42,42,38,19,6
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,7
,Robert A Brady,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,7
Robert A Brady,7,29,29,20,13,7
John Fetterman,,5,0,0,0,7
Katie Mcginty,,,2,0,0,7
Joe Sestak,,,,5,0,7
Joseph J Vodvarka,,,,,3,7
Total,98,34,31,25,16,7
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,8
,Robert A Brady,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,8
Robert A Brady,10,49,44,34,6,8
John Fetterman,,11,0,0,0,8
Katie Mcginty,,,1,0,0,8
Joe Sestak,,,,6,0,8
Joseph J Vodvarka,,,,,1,8
Total,143,60,45,40,7,8
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,9
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,9
Robert A Brady,9,64,43,39,12,9
Katie Mcginty,,13,0,0,0,9
Joe Sestak,,,7,0,0,9
John Fetterman,,,,4,0,9
Joseph J Vodvarka,,,,,3,9
Total,167,77,50,43,15,9
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,10
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,10
Robert A Brady,7,78,51,41,7,10
Katie Mcginty,,14,0,0,0,10
Joe Sestak,,,11,0,0,10
John Fetterman,,,,13,0,10
Joseph J Vodvarka,,,,,0,10
Total,184,92,62,54,7,10
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,11
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,11
Robert A Brady,25,120,60,74,10,11
Katie Mcginty,,17,0,0,0,11
John Fetterman,,,22,0,0,11
Joe Sestak,,,,7,0,11
Joseph J Vodvarka,,,,,1,11
Total,289,137,82,81,11,11
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,12
,Robert A Brady,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,12
Robert A Brady,5,42,31,32,11,12
John Fetterman,,8,0,0,0,12
Katie Mcginty,,,11,0,0,12
Joe Sestak,,,,6,0,12
Joseph J Vodvarka,,,,,2,12
Total,121,50,42,38,13,12
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,13
,Robert A Brady,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,13
Robert A Brady,4,50,51,39,22,13
John Fetterman,,13,0,0,0,13
Katie Mcginty,,,12,0,0,13
Joe Sestak,,,,6,0,13
Joseph J Vodvarka,,,,,1,13
Total,166,63,63,45,23,13
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,14
,Robert A Brady,John Fetterman,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,14
Robert A Brady,13,62,54,46,24,14
John Fetterman,,7,0,0,0,14
Katie Mcginty,,,7,0,0,14
Joe Sestak,,,,5,0,14
Joseph J Vodvarka,,,,,0,14
Total,199,69,61,51,24,14
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,15
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,15
Robert A Brady,10,101,67,72,21,15
Katie Mcginty,,15,0,0,0,15
John Fetterman,,,13,0,0,15
Joe Sestak,,,,5,0,15
Joseph J Vodvarka,,,,,4,15
Total,271,116,80,77,25,15
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,16
,Robert A Brady,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,16
Robert A Brady,8,52,37,22,19,16
Katie Mcginty,,9,0,0,0,16
John Fetterman,,,7,0,0,16
Joe Sestak,,,,4,0,16
Joseph J Vodvarka,,,,,1,16
Total,138,61,44,26,20,16
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,17
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,17
Robert A Brady,18,83,43,38,13,17
Katie Mcginty,,8,0,0,0,17
Joe Sestak,,,7,0,0,17
John Fetterman,,,,4,0,17
Joseph J Vodvarka,,,,,1,17
Total,195,91,50,42,14,17
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,18
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,18
Robert A Brady,36,81,53,40,21,18
Katie Mcginty,,8,0,0,0,18
Joe Sestak,,,4,0,0,18
John Fetterman,,,,6,0,18
Joseph J Vodvarka,,,,,1,18
Total,231,89,57,46,22,18
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,19
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,19
Robert A Brady,23,54,49,38,18,19
Katie Mcginty,,10,0,0,0,19
Joe Sestak,,,10,0,0,19
John Fetterman,,,,8,0,19
Joseph J Vodvarka,,,,,1,19
Total,182,64,59,46,19,19
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,20
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,20
Robert A Brady,25,103,54,40,10,20
Katie Mcginty,,12,0,0,0,20
Joe Sestak,,,8,0,0,20
John Fetterman,,,,12,0,20
Joseph J Vodvarka,,,,,4,20
Total,232,115,62,52,14,20
,Representative In Congress 1st District - Democrat,United States Senator - Democrat,,,,21
,Robert A Brady,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,21
Robert A Brady,35,64,49,32,6,21
Katie Mcginty,,10,0,0,0,21
Joe Sestak,,,14,0,0,21
John Fetterman,,,,11,0,21
Joseph J Vodvarka,,,,,1,21
Total,186,74,63,43,7,21
