col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,All
Bernie Sanders,285,0,0,"1,907","1,705","1,643","1,576","1,530","1,496",249,197,230,246,255,209,174,193,187,164,All
Hillary Clinton,,453,0,146,158,132,87,107,58,"1,162",962,865,847,782,781,774,750,733,710,All
Roque Rocky De La Fuente,,,9,5,6,4,3,3,4,3,3,2,1,3,0,1,2,2,0,All
H Douglass Brown,,,,0,"1,687","1,632","1,560","1,521","1,497",305,244,279,262,303,245,203,222,227,177,All
Peter Cutty,,,,,5,"1,580","1,511","1,473","1,460",312,248,287,266,316,251,210,228,226,187,All
Amanda Mcillmurray,,,,,,0,"1,583","1,536","1,503",281,222,289,270,325,256,219,234,221,180,All
Kat Richter,,,,,,,3,"1,504","1,473",226,179,248,245,268,221,177,205,188,169,All
Katherine Hunter Snyder,,,,,,,,0,"1,445",230,178,247,260,269,224,192,211,190,174,All
Jacob Adeniran,,,,,,,,,0,199,151,201,218,228,192,146,188,166,163,All
Thaddeus Kirkland,,,,,,,,,,1,999,927,833,835,827,794,771,807,744,All
Blake Rutherford,,,,,,,,,,,1,838,753,784,760,767,727,771,702,All
Anne Wakabayashi,,,,,,,,,,,,0,845,864,843,809,773,794,737,All
Maria Quinones Sanchez,,,,,,,,,,,,,1,779,804,770,786,706,734,All
Jennifer Lentz,,,,,,,,,,,,,,0,787,760,771,765,725,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,764,744,713,715,All
Cathy Brady,,,,,,,,,,,,,,,,0,734,723,703,All
Angel Cruz,,,,,,,,,,,,,,,,,0,703,740,All
Ryan N Boyer,,,,,,,,,,,,,,,,,,0,690,All
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,All
Total,"2,449","1,875",15,"2,061","1,876","1,782","1,672","1,642","1,559","1,418","1,164","1,101","1,097","1,045",993,951,948,926,876,All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Anne Wakabayashi,Thaddeus Kirkland,Jennifer Lentz,Maria Quinones Sanchez,Blake Rutherford,Angel Cruz,Leanne Krueger Braneky,Ted Kirsch,Cathy Brady,Ryan N Boyer,1
Bernie Sanders,21,0,0,239,209,202,198,190,183,35,30,35,33,17,29,25,29,18,19,1
Hillary Clinton,,37,0,11,9,13,14,11,5,87,92,78,80,85,71,73,68,75,73,1
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H Douglass Brown,,,,0,202,199,196,187,183,38,33,38,34,19,30,26,29,20,23,1
Peter Cutty,,,,,3,194,191,182,174,36,29,36,29,17,26,23,29,17,19,1
Amanda Mcillmurray,,,,,,0,203,191,182,43,32,42,35,19,30,27,30,23,22,1
Kat Richter,,,,,,,0,187,179,42,32,41,35,20,32,29,33,23,25,1
Katherine Hunter Snyder,,,,,,,,0,176,37,29,35,35,16,31,25,27,21,22,1
Jacob Adeniran,,,,,,,,,0,30,24,28,29,13,26,24,26,17,17,1
Anne Wakabayashi,,,,,,,,,,0,91,96,92,81,81,82,79,83,82,1
Thaddeus Kirkland,,,,,,,,,,,0,82,80,83,73,77,75,75,76,1
Jennifer Lentz,,,,,,,,,,,,0,79,73,76,76,78,76,77,1
Maria Quinones Sanchez,,,,,,,,,,,,,0,74,82,80,76,75,69,1
Blake Rutherford,,,,,,,,,,,,,,0,68,70,69,70,72,1
Angel Cruz,,,,,,,,,,,,,,,0,71,75,71,68,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,0,69,70,69,1
Ted Kirsch,,,,,,,,,,,,,,,,,0,67,70,1
Cathy Brady,,,,,,,,,,,,,,,,,,0,71,1
Ryan N Boyer,,,,,,,,,,,,,,,,,,,0,1
Total,291,153,0,250,221,216,212,202,188,123,122,114,113,102,100,98,97,93,93,1
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Anne Wakabayashi,Blake Rutherford,Maria Quinones Sanchez,Leanne Krueger Braneky,Jennifer Lentz,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,2
Bernie Sanders,34,0,0,184,167,163,159,154,148,26,27,21,25,25,23,20,21,17,17,2
Hillary Clinton,,23,0,11,6,6,7,8,3,94,75,81,72,69,65,67,66,69,61,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
H Douglass Brown,,,,0,161,156,155,152,146,24,27,22,24,27,24,23,23,18,17,2
Amanda Mcillmurray,,,,,0,152,158,155,146,22,29,21,25,26,25,22,21,17,16,2
Peter Cutty,,,,,,1,146,141,139,21,24,17,21,22,20,18,19,15,14,2
Kat Richter,,,,,,,0,153,143,22,28,20,24,27,20,22,22,14,16,2
Katherine Hunter Snyder,,,,,,,,0,140,22,27,21,25,25,23,21,24,17,15,2
Jacob Adeniran,,,,,,,,,0,18,21,14,20,20,17,18,16,14,17,2
Thaddeus Kirkland,,,,,,,,,,0,87,86,81,79,72,73,76,74,67,2
Anne Wakabayashi,,,,,,,,,,,0,79,78,84,74,74,74,72,67,2
Blake Rutherford,,,,,,,,,,,,0,73,72,69,68,71,72,64,2
