col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 13th District,,,,,,,All
,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,All
Gilbert Cox,95,738,727,150,287,235,121,All
Tom Ellis,,73,744,237,85,66,115,All
Lauren E Casper,,,44,200,138,56,122,All
Michael J Mcmonagle,,,,282,181,76,184,All
Shannon Oscar,,,,,140,339,254,All
Alan Apt,,,,,,95,172,All
Pam Levy,,,,,,,56,All
Total,"1,252","1,120","1,073",855,822,593,571,All
,Delegate To The Republican National Convention 13th District,,,,,,,1
,Alan Apt,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Gilbert Cox,Lauren E Casper,Tom Ellis,1
Alan Apt,4,2,2,3,2,0,0,1
Michael J Mcmonagle,,1,4,4,0,1,2,1
Shannon Oscar,,,1,2,2,1,1,1
Pam Levy,,,,0,0,0,0,1
Gilbert Cox,,,,,0,2,1,1
Lauren E Casper,,,,,,0,1,1
Tom Ellis,,,,,,,0,1
Total,9,8,7,5,4,3,3,1
,Delegate To The Republican National Convention 13th District,,,,,,,2
,Gilbert Cox,Shannon Oscar,Alan Apt,Lauren E Casper,Tom Ellis,Michael J Mcmonagle,Pam Levy,2
Gilbert Cox,4,1,1,0,0,0,0,2
Shannon Oscar,,3,2,1,0,0,0,2
Alan Apt,,,1,1,0,0,0,2
Lauren E Casper,,,,1,1,0,1,2
Tom Ellis,,,,,1,0,1,2
Michael J Mcmonagle,,,,,,1,0,2
Pam Levy,,,,,,,0,2
Total,5,5,3,3,2,1,1,2
,Delegate To The Republican National Convention 13th District,,,,,,,3
,Gilbert Cox,Lauren E Casper,Shannon Oscar,Michael J Mcmonagle,Tom Ellis,Pam Levy,Alan Apt,3
Gilbert Cox,1,11,7,1,10,1,6,3
Lauren E Casper,,1,4,5,10,5,0,3
Shannon Oscar,,,4,8,2,5,6,3
Michael J Mcmonagle,,,,5,5,6,0,3
Tom Ellis,,,,,1,3,1,3
Pam Levy,,,,,,4,1,3
Alan Apt,,,,,,,3,3
Total,20,20,20,18,17,15,10,3
,Delegate To The Republican National Convention 13th District,,,,,,,4
,Gilbert Cox,Michael J Mcmonagle,Tom Ellis,Lauren E Casper,Shannon Oscar,Pam Levy,Alan Apt,4
Gilbert Cox,6,7,42,46,14,4,12,4
Michael J Mcmonagle,,22,15,10,15,15,2,4
Tom Ellis,,,0,43,6,7,1,4
Lauren E Casper,,,,1,6,5,3,4
Shannon Oscar,,,,,7,13,15,4
Pam Levy,,,,,,4,5,4
Alan Apt,,,,,,,3,4
Total,69,59,59,58,43,30,24,4
,Delegate To The Republican National Convention 13th District,,,,,,,5
,Tom Ellis,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,Pam Levy,Shannon Oscar,Alan Apt,5
Tom Ellis,3,31,36,17,9,3,6,5
Gilbert Cox,,4,29,9,10,13,9,5
Lauren E Casper,,,3,12,13,7,4,5
Michael J Mcmonagle,,,,17,15,4,5,5
Pam Levy,,,,,1,10,10,5
Shannon Oscar,,,,,,2,12,5
Alan Apt,,,,,,,1,5
Total,56,55,55,50,36,27,25,5
,Delegate To The Republican National Convention 13th District,,,,,,,6
,Gilbert Cox,Lauren E Casper,Tom Ellis,Shannon Oscar,Pam Levy,Michael J Mcmonagle,Alan Apt,6
Gilbert Cox,3,41,41,7,7,3,4,6
Lauren E Casper,,1,40,3,5,3,0,6
Tom Ellis,,,1,1,4,2,0,6
Shannon Oscar,,,,3,3,2,7,6
Pam Levy,,,,,0,4,2,6
Michael J Mcmonagle,,,,,,4,0,6
Alan Apt,,,,,,,2,6
Total,55,47,46,17,14,12,10,6
,Delegate To The Republican National Convention 13th District,,,,,,,7
,Gilbert Cox,Tom Ellis,Lauren E Casper,Shannon Oscar,Alan Apt,Pam Levy,Michael J Mcmonagle,7
Gilbert Cox,3,31,31,9,8,1,1,7
Tom Ellis,,1,32,0,2,1,3,7
Lauren E Casper,,,1,0,1,0,2,7
Shannon Oscar,,,,3,15,8,4,7
Alan Apt,,,,,0,5,1,7
Pam Levy,,,,,,2,3,7
Michael J Mcmonagle,,,,,,,2,7
Total,45,38,35,22,17,11,10,7
,Delegate To The Republican National Convention 13th District,,,,,,,8
,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Alan Apt,8
Gilbert Cox,4,14,11,5,5,4,4,8
Tom Ellis,,2,10,3,1,3,1,8
Lauren E Casper,,,1,3,3,1,2,8
Michael J Mcmonagle,,,,7,2,3,1,8
Shannon Oscar,,,,,3,5,6,8
Pam Levy,,,,,,1,4,8
Alan Apt,,,,,,,0,8
Total,27,18,17,16,15,11,9,8
,Delegate To The Republican National Convention 13th District,,,,,,,9
,Tom Ellis,Gilbert Cox,Lauren E Casper,Alan Apt,Michael J Mcmonagle,Shannon Oscar,Pam Levy,9
Tom Ellis,1,44,44,5,8,2,9,9
Gilbert Cox,,5,39,4,5,5,5,9
Lauren E Casper,,,5,0,2,3,2,9
Alan Apt,,,,4,6,7,5,9
Michael J Mcmonagle,,,,,5,2,4,9
Shannon Oscar,,,,,,6,5,9
Pam Levy,,,,,,,1,9
Total,58,56,51,19,19,19,16,9
,Delegate To The Republican National Convention 13th District,,,,,,,10
,Lauren E Casper,Tom Ellis,Gilbert Cox,Michael J Mcmonagle,Pam Levy,Shannon Oscar,Alan Apt,10
Lauren E Casper,2,20,17,9,6,6,1,10
Tom Ellis,,3,21,4,4,2,4,10
Gilbert Cox,,,2,4,2,2,3,10
Michael J Mcmonagle,,,,8,3,3,3,10
Pam Levy,,,,,3,5,2,10
Shannon Oscar,,,,,,3,1,10
Alan Apt,,,,,,,0,10
Total,33,32,27,21,15,13,7,10
,Delegate To The Republican National Convention 13th District,,,,,,,11
,Gilbert Cox,Shannon Oscar,Tom Ellis,Michael J Mcmonagle,Lauren E Casper,Alan Apt,Pam Levy,11
Gilbert Cox,3,9,14,5,15,7,4,11
Shannon Oscar,,3,2,8,2,9,8,11
Tom Ellis,,,2,4,12,3,1,11
Michael J Mcmonagle,,,,7,4,0,3,11
Lauren E Casper,,,,,1,1,2,11
Alan Apt,,,,,,2,6,11
Pam Levy,,,,,,,3,11
Total,30,22,21,20,19,15,15,11
,Delegate To The Republican National Convention 13th District,,,,,,,12
,Lauren E Casper,Michael J Mcmonagle,Tom Ellis,Gilbert Cox,Alan Apt,Pam Levy,Shannon Oscar,12
Lauren E Casper,1,8,13,14,4,3,3,12
Michael J Mcmonagle,,8,4,2,3,3,2,12
