col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,All
,Joe Torsella,Michael H Obrien,Sean Sullivan,All
Joe Torsella,153,"1,091",623,All
Michael H Obrien,,283,0,All
Sean Sullivan,,,85,All
Total,"1,867","1,374",708,All
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,2
,Joe Torsella,Michael H Obrien,Sean Sullivan,2
Joe Torsella,30,168,85,2
Michael H Obrien,,33,0,2
Sean Sullivan,,,13,2
Total,283,201,98,2
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,4
,Joe Torsella,Michael H Obrien,Sean Sullivan,4
Joe Torsella,11,140,53,4
Michael H Obrien,,31,0,4
Sean Sullivan,,,5,4
Total,204,171,58,4
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,5
,Joe Torsella,Michael H Obrien,Sean Sullivan,5
Joe Torsella,12,97,75,5
Michael H Obrien,,25,0,5
Sean Sullivan,,,8,5
Total,184,122,83,5
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,6
,Joe Torsella,Michael H Obrien,Sean Sullivan,6
Joe Torsella,15,103,62,6
Michael H Obrien,,24,0,6
Sean Sullivan,,,6,6
Total,180,127,68,6
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,7
,Joe Torsella,Michael H Obrien,Sean Sullivan,7
Joe Torsella,10,117,62,7
Michael H Obrien,,42,0,7
Sean Sullivan,,,9,7
Total,189,159,71,7
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,10
,Joe Torsella,Michael H Obrien,Sean Sullivan,10
Joe Torsella,11,160,49,10
Michael H Obrien,,54,0,10
Sean Sullivan,,,4,10
Total,220,214,53,10
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,11
,Joe Torsella,Michael H Obrien,Sean Sullivan,11
Joe Torsella,21,116,53,11
Michael H Obrien,,35,0,11
Sean Sullivan,,,9,11
Total,190,151,62,11
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,12
,Joe Torsella,Michael H Obrien,Sean Sullivan,12
Joe Torsella,16,138,77,12
Michael H Obrien,,20,0,12
Sean Sullivan,,,7,12
Total,231,158,84,12
,State Treasurer - Democrat,Representative In The General Assembly 175th District - Democrat,,17
,Joe Torsella,Sean Sullivan,Michael H Obrien,17
Joe Torsella,27,107,52,17
Sean Sullivan,,24,0,17
Michael H Obrien,,,19,17
Total,186,131,71,17
