col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Democrat,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Joe Torsella,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,All
Joe Torsella,526,"3,669","3,330","1,390",977,964,262,All
Vanessa L Brown,,"1,735",0,0,0,0,0,All
Wanda Logan,,,878,0,0,0,0,All
Ray Bailey,,,,389,0,0,0,All
Darryl Thomas,,,,,703,0,0,All
Movita Johnson Harrell,,,,,,432,0,All
Ted Smith,,,,,,,75,All
Total,"11,118","5,404","4,208","1,779","1,680","1,396",337,All
