col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Yasmeen Kaboud,Nicole Allen White,Michelle W Singer,Lou Agre,Joe Foster,Heather A Steinmiller,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,William Leopold,Tonya Diane Bah,Margaret Lenzi,Waleed Shahid,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Cindy Bass,32,"1,057","1,024",970,787,800,801,746,763,285,733,707,287,653,665,192,182,153,138,150,135,119,119,114,731,552,218,All
Malcolm Kenyatta,,7,993,961,775,754,745,729,747,292,693,685,290,646,648,200,189,167,154,164,153,133,144,128,626,463,125,All
Katherine J Gilmore,,,11,908,716,721,742,692,733,257,673,687,233,628,636,162,149,135,123,121,113,102,103,89,578,419,126,All
Jerry T Jordan,,,,9,688,695,689,659,694,238,627,625,252,593,600,147,136,118,111,118,104,93,93,85,534,398,109,All
Vincent Hughes,,,,,13,724,680,788,676,142,705,684,128,659,645,132,144,110,96,111,129,98,126,104,507,354,64,All
Ken Washington,,,,,,4,714,692,715,136,710,693,137,644,646,146,133,110,104,112,107,94,95,81,470,324,68,All
Mary Jo Daley,,,,,,,2,652,741,117,654,662,107,602,624,116,110,91,93,89,71,60,66,51,437,312,83,All
Blondell Reynolds Brown,,,,,,,,2,651,106,679,666,90,627,634,89,106,77,69,82,98,66,99,76,443,319,59,All
Mark Aronchick,,,,,,,,,4,124,636,655,125,604,624,141,139,103,100,98,87,75,76,65,444,316,63,All
Yasmeen Kaboud,,,,,,,,,,18,113,107,567,94,73,475,458,455,434,436,410,400,388,384,424,268,116,All
Nicole Allen White,,,,,,,,,,,1,663,107,646,631,120,112,92,81,92,106,82,104,87,418,294,66,All
Michelle W Singer,,,,,,,,,,,,0,89,616,639,99,101,84,68,89,99,69,81,67,420,287,55,All
Lou Agre,,,,,,,,,,,,,4,103,63,451,449,439,429,426,406,397,382,378,367,228,106,All
Joe Foster,,,,,,,,,,,,,,0,594,95,94,78,76,78,105,74,95,84,373,273,49,All
Heather A Steinmiller,,,,,,,,,,,,,,,1,71,73,52,48,62,73,47,67,54,358,274,50,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,6,463,466,447,432,410,406,385,379,329,184,65,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,463,448,443,419,406,395,380,310,174,64,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,445,425,391,400,379,373,299,167,62,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,409,404,381,369,365,272,158,56,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,400,387,382,374,265,166,51,All
William Leopold,,,,,,,,,,,,,,,,,,,,,0,392,400,381,272,159,50,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,1,374,373,257,145,46,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,1,373,243,149,53,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,246,145,46,All
Josh Shapiro,,,,,,,,,,,,,,,,,,,,,,,,,187,0,0,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,All
John Morganelli,,,,,,,,,,,,,,,,,,,,,,,,,,,34,All
Total,"1,616","1,302","1,206","1,114","1,004",920,892,881,878,868,821,809,749,735,724,621,585,560,521,519,509,483,476,469,"1,511","1,076",370,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Attorney General - Democrat,,,1
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Yasmeen Kaboud,Vincent Hughes,Ken Washington,Blondell Reynolds Brown,Mary Jo Daley,Michelle W Singer,Lou Agre,Mark Aronchick,Nicole Allen White,Heather A Steinmiller,Joe Foster,Ariana Flores Gordon,Hamdi Soysal,Margaret Lenzi,Sherrie Cohen,William Leopold,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Waleed Shahid,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Cindy Bass,1,56,54,49,21,40,38,36,32,33,21,30,32,33,29,11,9,9,8,9,9,7,6,4,33,23,19,1
Katherine J Gilmore,,0,50,45,18,36,36,32,31,33,17,30,29,32,28,9,6,7,5,7,7,5,4,2,30,20,11,1
Malcolm Kenyatta,,,0,45,20,35,38,33,32,32,21,30,31,30,29,13,10,10,8,9,9,8,7,5,31,19,11,1
Jerry T Jordan,,,,0,15,30,32,29,27,28,17,28,25,27,26,8,4,6,4,4,5,4,4,2,26,17,10,1
Yasmeen Kaboud,,,,,0,10,8,7,4,7,32,3,6,3,6,20,20,19,18,20,21,19,18,17,25,18,8,1
Vincent Hughes,,,,,,0,34,37,29,32,8,28,33,30,32,10,7,10,6,10,7,6,4,4,23,18,4,1
Ken Washington,,,,,,,0,33,29,34,7,31,30,32,28,9,7,7,7,7,6,6,5,3,21,18,4,1
Blondell Reynolds Brown,,,,,,,,1,27,30,4,27,30,29,31,6,3,6,3,5,3,2,0,0,18,14,5,1
Mary Jo Daley,,,,,,,,,0,28,4,29,24,27,24,5,4,5,3,3,3,1,1,0,18,11,7,1
Michelle W Singer,,,,,,,,,,0,4,26,27,30,26,7,5,6,3,7,6,4,3,1,19,15,4,1
Lou Agre,,,,,,,,,,,0,3,6,3,4,16,16,16,15,15,17,16,16,15,20,9,7,1
Mark Aronchick,,,,,,,,,,,,0,24,27,24,7,1,5,3,1,2,1,1,0,13,14,3,1
Nicole Allen White,,,,,,,,,,,,,0,28,27,8,6,8,6,8,6,5,4,4,18,13,4,1
Heather A Steinmiller,,,,,,,,,,,,,,0,26,4,2,4,2,4,2,3,1,0,14,14,4,1
Joe Foster,,,,,,,,,,,,,,,0,7,4,7,3,6,3,3,1,1,13,13,4,1
Ariana Flores Gordon,,,,,,,,,,,,,,,,1,18,17,17,17,18,16,16,15,12,10,0,1
Hamdi Soysal,,,,,,,,,,,,,,,,,0,16,18,19,17,18,16,16,13,7,1,1
Margaret Lenzi,,,,,,,,,,,,,,,,,,0,17,18,17,17,16,17,13,8,1,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,1,16,17,16,17,16,12,7,1,1
William Leopold,,,,,,,,,,,,,,,,,,,,0,18,19,16,17,14,8,0,1
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,,,0,17,18,16,13,7,1,1
Gwen Snyder,,,,,,,,,,,,,,,,,,,,,,0,17,17,12,7,0,1
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,16,11,7,0,1
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,10,6,0,1
Josh Shapiro,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,1
Stephen A Zappala Jr,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1
John Morganelli,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
Total,79,64,64,56,52,50,45,41,39,39,37,35,35,33,32,26,23,23,23,23,22,20,19,17,74,50,30,1
