col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Attorney General - Democrat,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Mike Stack,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Henry Albert,Melissa Robbins,Linda A Fields,W Gerard Oleksiak,Bev Hahn,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,All
Allyson Y Schwartz,20,649,263,610,564,259,526,489,478,182,186,181,403,130,487,454,135,All
Betsy May Kilkenny,,3,199,517,548,175,513,466,460,123,118,119,401,73,347,306,79,All
Michael J Rahming,,,10,176,176,455,155,120,116,414,398,389,77,362,277,334,99,All
Mike Stack,,,,4,446,206,487,463,439,142,156,155,415,110,341,284,78,All
Val Arkoosh,,,,,2,134,451,437,436,92,92,84,385,64,296,262,63,All
Mark B Cohen,,,,,,0,163,140,122,444,412,410,92,370,235,282,82,All
Elaine Tomlin,,,,,,,0,458,456,115,126,116,397,76,274,246,71,All
Louis Farinella,,,,,,,,0,443,88,87,90,380,62,278,218,62,All
Charles Quann,,,,,,,,,0,81,72,69,386,44,237,222,62,All
Henry Albert,,,,,,,,,,1,400,410,61,370,189,227,70,All
Melissa Robbins,,,,,,,,,,,1,414,61,387,197,221,68,All
Linda A Fields,,,,,,,,,,,,0,70,386,188,228,68,All
W Gerard Oleksiak,,,,,,,,,,,,,0,48,221,183,44,All
Bev Hahn,,,,,,,,,,,,,,0,152,199,57,All
Stephen A Zappala Jr,,,,,,,,,,,,,,,108,0,0,All
Josh Shapiro,,,,,,,,,,,,,,,,88,0,All
John Morganelli,,,,,,,,,,,,,,,,,29,All
Total,"1,124",758,749,723,639,628,602,567,529,510,504,501,454,426,884,844,266,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Attorney General - Democrat,,,1
