col_1,col_2,col_3,division
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,All
,Pat Toomey,Jim Pio,All
Pat Toomey,12,41,All
Jim Pio,,5,All
Total,53,46,All
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,10
,Pat Toomey,Jim Pio,10
Pat Toomey,4,11,10
Jim Pio,,3,10
Total,15,14,10
,Representative In The General Assembly 172nd District - Republican,United States Senator - Republican,14
,Jim Pio,Pat Toomey,14
Jim Pio,0,3,14
Pat Toomey,,0,14
Total,3,3,14
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,15
,Pat Toomey,Jim Pio,15
Pat Toomey,1,7,15
Jim Pio,,0,15
Total,8,7,15
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,19
,Pat Toomey,Jim Pio,19
Pat Toomey,1,6,19
Jim Pio,,0,19
Total,7,6,19
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,20
,Pat Toomey,Jim Pio,20
Pat Toomey,3,4,20
Jim Pio,,0,20
Total,7,4,20
,Representative In The General Assembly 172nd District - Republican,United States Senator - Republican,21
,Jim Pio,Pat Toomey,21
Jim Pio,2,7,21
Pat Toomey,,2,21
Total,9,9,21
,United States Senator - Republican,Representative In The General Assembly 172nd District - Republican,22
,Pat Toomey,Jim Pio,22
Pat Toomey,1,3,22
Jim Pio,,0,22
Total,4,3,22
