col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,W Curtis Thomas,Kenneth T Walker Jr,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Angel Cruz,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ryan N Boyer,Maria Quinones Sanchez,Amanda Mcillmurray,Ted Kirsch,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,All
W Curtis Thomas,17,0,40,29,26,24,24,21,24,20,20,19,18,17,17,14,15,16,All
Kenneth T Walker Jr,,3,4,3,7,2,4,2,1,1,1,2,1,2,0,2,2,1,All
Thaddeus Kirkland,,,1,27,11,21,17,23,25,22,22,21,21,11,18,10,7,10,All
Blake Rutherford,,,,1,11,16,11,20,20,17,15,19,14,7,15,5,6,6,All
H Douglass Brown,,,,,1,5,20,9,9,6,3,9,2,14,4,12,13,13,All
Angel Cruz,,,,,,1,9,17,19,17,17,17,19,6,16,7,2,7,All
Peter Cutty,,,,,,,0,10,13,8,6,10,5,17,5,16,12,16,All
Anne Wakabayashi,,,,,,,,0,20,19,18,21,16,7,17,5,5,5,All
Jennifer Lentz,,,,,,,,,0,19,19,19,16,10,15,9,6,9,All
Cathy Brady,,,,,,,,,,0,17,18,17,4,17,4,3,4,All
Leanne Krueger Braneky,,,,,,,,,,,0,16,18,5,14,3,1,3,All
Ryan N Boyer,,,,,,,,,,,,0,16,8,17,6,5,5,All
Maria Quinones Sanchez,,,,,,,,,,,,,0,3,16,4,1,3,All
Amanda Mcillmurray,,,,,,,,,,,,,,0,3,15,13,14,All
Ted Kirsch,,,,,,,,,,,,,,,0,3,3,4,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,12,14,All
Kat Richter,,,,,,,,,,,,,,,,,0,12,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,All
Total,90,16,49,35,34,29,29,26,26,23,23,23,22,20,19,17,17,17,All
,Representative In The General Assembly 181st District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,17
,W Curtis Thomas,Kenneth T Walker Jr,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Angel Cruz,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ryan N Boyer,Maria Quinones Sanchez,Amanda Mcillmurray,Ted Kirsch,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,17
W Curtis Thomas,17,0,40,29,26,24,24,21,24,20,20,19,18,17,17,14,15,16,17
Kenneth T Walker Jr,,3,4,3,7,2,4,2,1,1,1,2,1,2,0,2,2,1,17
Thaddeus Kirkland,,,1,27,11,21,17,23,25,22,22,21,21,11,18,10,7,10,17
Blake Rutherford,,,,1,11,16,11,20,20,17,15,19,14,7,15,5,6,6,17
H Douglass Brown,,,,,1,5,20,9,9,6,3,9,2,14,4,12,13,13,17
Angel Cruz,,,,,,1,9,17,19,17,17,17,19,6,16,7,2,7,17
Peter Cutty,,,,,,,0,10,13,8,6,10,5,17,5,16,12,16,17
Anne Wakabayashi,,,,,,,,0,20,19,18,21,16,7,17,5,5,5,17
Jennifer Lentz,,,,,,,,,0,19,19,19,16,10,15,9,6,9,17
Cathy Brady,,,,,,,,,,0,17,18,17,4,17,4,3,4,17
Leanne Krueger Braneky,,,,,,,,,,,0,16,18,5,14,3,1,3,17
Ryan N Boyer,,,,,,,,,,,,0,16,8,17,6,5,5,17
Maria Quinones Sanchez,,,,,,,,,,,,,0,3,16,4,1,3,17
Amanda Mcillmurray,,,,,,,,,,,,,,0,3,15,13,14,17
Ted Kirsch,,,,,,,,,,,,,,,0,3,3,4,17
Jacob Adeniran,,,,,,,,,,,,,,,,0,12,14,17
Kat Richter,,,,,,,,,,,,,,,,,0,12,17
Katherine Hunter Snyder,,,,,,,,,,,,,,,,,,0,17
Total,90,16,49,35,34,29,29,26,26,23,23,23,22,20,19,17,17,17,17
