col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,All
,Vincent Hughes,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Vincent Hughes,256,"1,900",848,601,351,All
Katie Mcginty,,269,0,0,0,All
Joe Sestak,,,185,0,0,All
John Fetterman,,,,108,0,All
Joseph J Vodvarka,,,,,52,All
Total,"3,956","2,169","1,033",709,403,All
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,1
,Vincent Hughes,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Vincent Hughes,17,104,12,12,10,1
Katie Mcginty,,10,0,0,0,1
Joe Sestak,,,4,0,0,1
Joseph J Vodvarka,,,,2,0,1
John Fetterman,,,,,0,1
Total,155,114,16,14,10,1
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,2
,Vincent Hughes,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Vincent Hughes,23,186,37,28,17,2
Katie Mcginty,,14,0,0,0,2
Joe Sestak,,,2,0,0,2
John Fetterman,,,,2,0,2
Joseph J Vodvarka,,,,,2,2
Total,291,200,39,30,19,2
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,3
,Vincent Hughes,Katie Mcginty,John Fetterman,Joseph J Vodvarka,Joe Sestak,3
Vincent Hughes,19,141,30,30,27,3
Katie Mcginty,,26,0,0,0,3
John Fetterman,,,11,0,0,3
Joseph J Vodvarka,,,,5,0,3
Joe Sestak,,,,,5,3
Total,247,167,41,35,32,3
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,4
,Vincent Hughes,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,4
Vincent Hughes,13,81,28,19,17,4
Katie Mcginty,,20,0,0,0,4
Joseph J Vodvarka,,,3,0,0,4
Joe Sestak,,,,5,0,4
John Fetterman,,,,,4,4
Total,158,101,31,24,21,4
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,5
,Vincent Hughes,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,5
Vincent Hughes,12,104,24,25,12,5
Katie Mcginty,,9,0,0,0,5
Joseph J Vodvarka,,,3,0,0,5
John Fetterman,,,,0,0,5
Joe Sestak,,,,,3,5
Total,177,113,27,25,15,5
,Senator In The General Assembly 7th District - Democrat,United States Senator - Democrat,,,,6
,Vincent Hughes,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,6
Vincent Hughes,19,130,34,19,16,6
Katie Mcginty,,12,0,0,0,6
Joe Sestak,,,3,0,0,6
Joseph J Vodvarka,,,,3,0,6
John Fetterman,,,,,3,6
Total,218,142,37,22,19,6
