col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mike Stack,Elaine Tomlin,Mark B Cohen,Louis Farinella,Charles Quann,Henry Albert,Linda A Fields,W Gerard Oleksiak,Melissa Robbins,Bev Hahn,All
Hillary Clinton,"7,000",0,0,"21,350","14,662","4,129","13,569","11,498","11,891","3,511","10,626","10,630","1,567","1,775","9,211","1,507",888,All
Bernie Sanders,,"3,741",0,"5,287","2,514","12,561","2,137","2,825","2,086","10,328","1,592","1,533","9,088","8,792","1,032","8,549","7,996",All
Roque Rocky De La Fuente,,,195,156,108,173,84,117,87,138,89,67,126,120,66,118,111,All
Allyson Y Schwartz,,,,132,"15,209","6,434","14,329","12,766","12,331","5,996","11,202","11,308","3,795","3,944","9,563","3,686","2,866",All
Betsy May Kilkenny,,,,,22,"4,885","13,405","10,844","11,463","3,986","10,502","10,640","2,467","2,507","9,155","2,346","1,672",All
Michael J Rahming,,,,,,21,"4,700","3,457","3,505","9,976","2,896","2,942","9,041","8,358","1,888","8,118","7,669",All
Val Arkoosh,,,,,,,15,"10,056","10,575","3,472","10,096","10,207","2,126","2,050","8,842","1,886","1,426",All
Mike Stack,,,,,,,,43,"10,740","4,221","9,938","9,793","2,609","2,964","9,127","2,815","2,168",All
Elaine Tomlin,,,,,,,,,12,"3,872","10,329","10,506","2,429","2,536","9,002","2,391","1,749",All
Mark B Cohen,,,,,,,,,,18,"3,166","3,088","9,555","8,889","2,094","8,556","7,848",All
Louis Farinella,,,,,,,,,,,13,"10,027","1,887","1,772","8,683","1,639","1,221",All
Charles Quann,,,,,,,,,,,,0,"1,894","1,854","8,851","1,713","1,184",All
Henry Albert,,,,,,,,,,,,,3,"8,640","1,266","8,299","7,850",All
Linda A Fields,,,,,,,,,,,,,,2,"1,418","8,551","8,122",All
W Gerard Oleksiak,,,,,,,,,,,,,,,2,"1,282",970,All
Melissa Robbins,,,,,,,,,,,,,,,,0,"8,039",All
Bev Hahn,,,,,,,,,,,,,,,,,1,All
Total,"32,544","21,269",544,"27,123","17,452","16,984","15,929","14,640","14,202","14,126","12,432","12,333","10,868","10,779","10,392","10,258","9,066",All
