col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Amanda Mcillmurray,Peter Cutty,Jennifer Lentz,Kat Richter,Cathy Brady,Anne Wakabayashi,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Katherine Hunter Snyder,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,All
Hillary Clinton,15,0,0,66,5,54,9,5,46,8,45,44,45,4,42,6,39,41,39,All
Bernie Sanders,,17,0,7,59,8,50,51,9,46,5,5,4,43,5,40,4,1,2,All
Roque Rocky De La Fuente,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,0,9,56,14,10,52,13,45,47,48,8,44,8,39,40,39,All
H Douglass Brown,,,,,1,11,52,51,11,47,9,4,8,41,6,40,6,0,2,All
Blake Rutherford,,,,,,0,15,12,48,12,42,44,45,9,41,8,39,36,39,All
Amanda Mcillmurray,,,,,,,0,49,16,50,11,5,10,45,9,42,8,3,5,All
Peter Cutty,,,,,,,,0,12,45,6,5,7,41,9,40,8,4,4,All
Jennifer Lentz,,,,,,,,,0,14,40,42,45,10,40,9,39,35,36,All
Kat Richter,,,,,,,,,,0,9,5,9,43,7,43,7,4,5,All
Cathy Brady,,,,,,,,,,,0,37,39,6,39,8,36,35,38,All
Anne Wakabayashi,,,,,,,,,,,,0,39,5,39,4,37,37,35,All
Ryan N Boyer,,,,,,,,,,,,,0,4,38,6,38,32,35,All
Jacob Adeniran,,,,,,,,,,,,,,0,8,40,4,2,5,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,8,37,36,38,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,5,2,4,All
Angel Cruz,,,,,,,,,,,,,,,,,0,35,35,All
Maria Quinones Sanchez,,,,,,,,,,,,,,,,,,0,35,All
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,All
Total,85,81,3,73,66,62,59,57,55,54,50,49,49,47,47,46,43,42,41,All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,18
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Amanda Mcillmurray,Peter Cutty,Jennifer Lentz,Kat Richter,Cathy Brady,Anne Wakabayashi,Ryan N Boyer,Jacob Adeniran,Leanne Krueger Braneky,Katherine Hunter Snyder,Angel Cruz,Maria Quinones Sanchez,Ted Kirsch,18
Hillary Clinton,15,0,0,66,5,54,9,5,46,8,45,44,45,4,42,6,39,41,39,18
Bernie Sanders,,17,0,7,59,8,50,51,9,46,5,5,4,43,5,40,4,1,2,18
Roque Rocky De La Fuente,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18
Thaddeus Kirkland,,,,0,9,56,14,10,52,13,45,47,48,8,44,8,39,40,39,18
H Douglass Brown,,,,,1,11,52,51,11,47,9,4,8,41,6,40,6,0,2,18
Blake Rutherford,,,,,,0,15,12,48,12,42,44,45,9,41,8,39,36,39,18
Amanda Mcillmurray,,,,,,,0,49,16,50,11,5,10,45,9,42,8,3,5,18
Peter Cutty,,,,,,,,0,12,45,6,5,7,41,9,40,8,4,4,18
Jennifer Lentz,,,,,,,,,0,14,40,42,45,10,40,9,39,35,36,18
Kat Richter,,,,,,,,,,0,9,5,9,43,7,43,7,4,5,18
Cathy Brady,,,,,,,,,,,0,37,39,6,39,8,36,35,38,18
Anne Wakabayashi,,,,,,,,,,,,0,39,5,39,4,37,37,35,18
Ryan N Boyer,,,,,,,,,,,,,0,4,38,6,38,32,35,18
Jacob Adeniran,,,,,,,,,,,,,,0,8,40,4,2,5,18
Leanne Krueger Braneky,,,,,,,,,,,,,,,0,8,37,36,38,18
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,5,2,4,18
Angel Cruz,,,,,,,,,,,,,,,,,0,35,35,18
Maria Quinones Sanchez,,,,,,,,,,,,,,,,,,0,35,18
Ted Kirsch,,,,,,,,,,,,,,,,,,,0,18
Total,85,81,3,73,66,62,59,57,55,54,50,49,49,47,47,46,43,42,41,18
