col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,United States Senator - Democrat,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Hillary Clinton,186,0,0,492,297,111,123,All
Bernie Sanders,,127,0,326,299,193,74,All
Roque Rocky De La Fuente,,,6,11,10,4,4,All
Katie Mcginty,,,,20,0,0,0,All
Joe Sestak,,,,,12,0,0,All
John Fetterman,,,,,,6,0,All
Joseph J Vodvarka,,,,,,,1,All
Total,"1,209","1,019",35,849,618,314,202,All
,President Of The United States - Democrat,,,United States Senator - Democrat,,,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,1
Hillary Clinton,13,0,0,40,15,14,6,1
Bernie Sanders,,5,0,21,8,6,10,1
Roque Rocky De La Fuente,,,0,0,1,0,0,1
Katie Mcginty,,,,0,0,0,0,1
Joe Sestak,,,,,2,0,0,1
Joseph J Vodvarka,,,,,,0,0,1
John Fetterman,,,,,,,0,1
Total,88,50,1,61,26,20,16,1
,President Of The United States - Democrat,,,United States Senator - Democrat,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Hillary Clinton,18,0,0,47,21,11,7,2
Bernie Sanders,,9,0,29,21,19,3,2
Roque Rocky De La Fuente,,,1,3,0,0,1,2
Katie Mcginty,,,,4,0,0,0,2
Joe Sestak,,,,,1,0,0,2
John Fetterman,,,,,,0,0,2
Joseph J Vodvarka,,,,,,,0,2
Total,104,81,5,83,43,30,11,2
,President Of The United States - Democrat,,,United States Senator - Democrat,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,3
Hillary Clinton,11,0,0,26,22,8,14,3
Bernie Sanders,,10,0,15,10,18,5,3
Roque Rocky De La Fuente,,,0,2,0,0,0,3
Katie Mcginty,,,,2,0,0,0,3
Joe Sestak,,,,,2,0,0,3
John Fetterman,,,,,,1,0,3
Joseph J Vodvarka,,,,,,,0,3
Total,81,58,2,45,34,27,19,3
