col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 190th District - Democrat,,,,,,All
,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,All
Vanessa L Brown,"1,107",0,0,0,0,0,All
Wanda Logan,,"1,028",0,0,0,0,All
Movita Johnson Harrell,,,337,0,0,0,All
Darryl Thomas,,,,294,0,0,All
Ray Bailey,,,,,269,0,All
Ted Smith,,,,,,37,All
Total,"1,107","1,028",337,294,269,37,All
,Representative In The General Assembly 190th District - Democrat,,,,,,4
,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,4
Vanessa L Brown,61,0,0,0,0,0,4
Wanda Logan,,48,0,0,0,0,4
Darryl Thomas,,,17,0,0,0,4
Ray Bailey,,,,16,0,0,4
Movita Johnson Harrell,,,,,15,0,4
Ted Smith,,,,,,1,4
Total,61,48,17,16,15,1,4
,Representative In The General Assembly 190th District - Democrat,,,,,,5
,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,5
Vanessa L Brown,63,0,0,0,0,0,5
Wanda Logan,,57,0,0,0,0,5
Movita Johnson Harrell,,,34,0,0,0,5
Ray Bailey,,,,25,0,0,5
Darryl Thomas,,,,,11,0,5
Ted Smith,,,,,,0,5
Total,63,57,34,25,11,0,5
,Representative In The General Assembly 190th District - Democrat,,,,,,6
,Vanessa L Brown,Wanda Logan,Darryl Thomas,Ray Bailey,Movita Johnson Harrell,Ted Smith,6
Vanessa L Brown,81,0,0,0,0,0,6
Wanda Logan,,57,0,0,0,0,6
Darryl Thomas,,,16,0,0,0,6
Ray Bailey,,,,13,0,0,6
Movita Johnson Harrell,,,,,7,0,6
Ted Smith,,,,,,1,6
Total,81,57,16,13,7,1,6
,Representative In The General Assembly 190th District - Democrat,,,,,,8
,Wanda Logan,Vanessa L Brown,Ray Bailey,Movita Johnson Harrell,Darryl Thomas,Ted Smith,8
Wanda Logan,75,0,0,0,0,0,8
Vanessa L Brown,,30,0,0,0,0,8
Ray Bailey,,,17,0,0,0,8
Movita Johnson Harrell,,,,15,0,0,8
Darryl Thomas,,,,,8,0,8
Ted Smith,,,,,,4,8
Total,75,30,17,15,8,4,8
,Representative In The General Assembly 190th District - Democrat,,,,,,9
,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,9
Wanda Logan,126,0,0,0,0,0,9
Vanessa L Brown,,98,0,0,0,0,9
Movita Johnson Harrell,,,45,0,0,0,9
Darryl Thomas,,,,31,0,0,9
Ray Bailey,,,,,15,0,9
Ted Smith,,,,,,10,9
Total,126,98,45,31,15,10,9
,Representative In The General Assembly 190th District - Democrat,,,,,,10
,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,10
Wanda Logan,58,0,0,0,0,0,10
Vanessa L Brown,,53,0,0,0,0,10
Movita Johnson Harrell,,,22,0,0,0,10
Darryl Thomas,,,,19,0,0,10
Ray Bailey,,,,,11,0,10
Ted Smith,,,,,,1,10
Total,58,53,22,19,11,1,10
,Representative In The General Assembly 190th District - Democrat,,,,,,11
,Vanessa L Brown,Wanda Logan,Ray Bailey,Darryl Thomas,Movita Johnson Harrell,Ted Smith,11
Vanessa L Brown,98,0,0,0,0,0,11
Wanda Logan,,77,0,0,0,0,11
Ray Bailey,,,24,0,0,0,11
Darryl Thomas,,,,20,0,0,11
Movita Johnson Harrell,,,,,12,0,11
Ted Smith,,,,,,3,11
Total,98,77,24,20,12,3,11
,Representative In The General Assembly 190th District - Democrat,,,,,,12
,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,12
Wanda Logan,67,0,0,0,0,0,12
Vanessa L Brown,,63,0,0,0,0,12
Movita Johnson Harrell,,,21,0,0,0,12
Darryl Thomas,,,,18,0,0,12
Ray Bailey,,,,,17,0,12
Ted Smith,,,,,,2,12
Total,67,63,21,18,17,2,12
,Representative In The General Assembly 190th District - Democrat,,,,,,13
,Wanda Logan,Movita Johnson Harrell,Vanessa L Brown,Darryl Thomas,Ray Bailey,Ted Smith,13
Wanda Logan,53,0,0,0,0,0,13
Movita Johnson Harrell,,28,0,0,0,0,13
Vanessa L Brown,,,24,0,0,0,13
Darryl Thomas,,,,21,0,0,13
Ray Bailey,,,,,13,0,13
Ted Smith,,,,,,4,13
Total,53,28,24,21,13,4,13
,Representative In The General Assembly 190th District - Democrat,,,,,,14
,Wanda Logan,Vanessa L Brown,Movita Johnson Harrell,Ray Bailey,Darryl Thomas,Ted Smith,14
Wanda Logan,75,0,0,0,0,0,14
Vanessa L Brown,,70,0,0,0,0,14
Movita Johnson Harrell,,,37,0,0,0,14
Ray Bailey,,,,30,0,0,14
Darryl Thomas,,,,,23,0,14
Ted Smith,,,,,,3,14
Total,75,70,37,30,23,3,14
,Representative In The General Assembly 190th District - Democrat,,,,,,15
,Vanessa L Brown,Wanda Logan,Movita Johnson Harrell,Darryl Thomas,Ray Bailey,Ted Smith,15
Vanessa L Brown,80,0,0,0,0,0,15
Wanda Logan,,76,0,0,0,0,15
Movita Johnson Harrell,,,13,0,0,0,15
Darryl Thomas,,,,9,0,0,15
Ray Bailey,,,,,8,0,15
Ted Smith,,,,,,2,15
Total,80,76,13,9,8,2,15
