col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 185th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria P Donatucci,Cindy Bass,Malcolm Kenyatta,Yasmeen Kaboud,Katherine J Gilmore,Lou Agre,Jerry T Jordan,Ariana Flores Gordon,Sherrie Cohen,Ken Washington,Mary Jo Daley,Carol Rose Fleischman,Nicole Allen White,Mark Aronchick,Vincent Hughes,Gwen Snyder,Tonya Diane Bah,Waleed Shahid,Hamdi Soysal,Blondell Reynolds Brown,Margaret Lenzi,William Leopold,Joe Foster,Michelle W Singer,Heather A Steinmiller,All
Maria P Donatucci,104,644,535,530,478,459,433,366,355,337,326,340,324,321,323,324,323,322,313,311,315,310,303,297,292,All
Cindy Bass,,25,473,155,452,144,426,80,82,343,335,65,321,321,304,59,55,57,53,297,49,55,287,299,300,All
Malcolm Kenyatta,,,16,171,454,150,434,85,92,327,315,80,303,320,309,74,69,75,70,293,65,67,291,289,290,All
Yasmeen Kaboud,,,,17,149,425,134,351,346,77,69,349,74,73,63,330,323,318,328,58,314,312,69,56,52,All
Katherine J Gilmore,,,,,9,128,416,63,74,308,312,59,296,303,292,54,49,49,47,282,44,51,281,291,290,All
Lou Agre,,,,,,1,125,342,345,67,53,341,58,63,49,325,323,312,325,45,305,313,57,43,41,All
Jerry T Jordan,,,,,,,3,61,70,298,293,54,270,289,276,55,43,50,50,270,46,48,271,269,270,All
Ariana Flores Gordon,,,,,,,,0,338,69,54,342,61,62,46,327,319,304,319,47,306,312,53,46,37,All
Sherrie Cohen,,,,,,,,,0,68,62,340,64,68,59,327,322,306,331,54,311,317,63,46,43,All
Ken Washington,,,,,,,,,,1,314,57,312,307,299,49,52,56,49,283,49,51,292,293,298,All
Mary Jo Daley,,,,,,,,,,,2,49,290,320,280,40,35,36,41,267,31,36,272,284,285,All
Carol Rose Fleischman,,,,,,,,,,,,0,52,56,44,317,324,308,326,38,304,315,52,39,37,All
Nicole Allen White,,,,,,,,,,,,,0,282,301,55,54,64,44,283,55,55,292,282,277,All
Mark Aronchick,,,,,,,,,,,,,,0,280,44,40,47,43,261,40,44,274,278,277,All
Vincent Hughes,,,,,,,,,,,,,,,1,44,48,53,35,311,48,44,295,277,275,All
Gwen Snyder,,,,,,,,,,,,,,,,1,307,298,309,39,298,302,48,40,34,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,2,306,304,34,304,319,49,33,34,All
Waleed Shahid,,,,,,,,,,,,,,,,,,0,293,42,299,300,63,41,36,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,32,291,301,42,31,25,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,1,41,38,272,272,265,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,0,300,52,34,31,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,55,43,36,All
Joe Foster,,,,,,,,,,,,,,,,,,,,,,,0,273,274,All
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,,,0,287,All
Heather A Steinmiller,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,345",747,625,596,559,508,506,407,397,393,386,384,373,371,367,365,365,357,354,352,348,346,338,335,332,All
