col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,All
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,All
Brendan F Boyle,32,991,788,28,All
Hillary Clinton,,188,0,0,All
Bernie Sanders,,,203,0,All
Roque Rocky De La Fuente,,,,5,All
Total,"1,839","1,179",991,33,All
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,1
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,1
Brendan F Boyle,1,79,44,1,1
Hillary Clinton,,9,0,0,1
Bernie Sanders,,,6,0,1
Roque Rocky De La Fuente,,,,0,1
Total,125,88,50,1,1
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,2
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,2
Brendan F Boyle,3,87,63,4,2
Hillary Clinton,,17,0,0,2
Bernie Sanders,,,18,0,2
Roque Rocky De La Fuente,,,,1,2
Total,157,104,81,5,2
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,3
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,3
Brendan F Boyle,3,72,45,2,3
Hillary Clinton,,9,0,0,3
Bernie Sanders,,,13,0,3
Roque Rocky De La Fuente,,,,0,3
Total,122,81,58,2,3
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,4
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,4
Brendan F Boyle,0,58,52,1,4
Bernie Sanders,,12,0,0,4
Hillary Clinton,,,9,0,4
Roque Rocky De La Fuente,,,,0,4
Total,111,70,61,1,4
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,5
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,5
Brendan F Boyle,2,77,73,4,5
Bernie Sanders,,10,0,0,5
Hillary Clinton,,,13,0,5
Roque Rocky De La Fuente,,,,0,5
Total,156,87,86,4,5
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,6
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,6
Brendan F Boyle,5,53,41,0,6
Bernie Sanders,,13,0,0,6
Hillary Clinton,,,11,0,6
Roque Rocky De La Fuente,,,,0,6
Total,99,66,52,0,6
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,7
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,7
Brendan F Boyle,1,59,38,1,7
Hillary Clinton,,19,0,0,7
Bernie Sanders,,,17,0,7
Roque Rocky De La Fuente,,,,0,7
Total,99,78,55,1,7
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,8
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,8
Brendan F Boyle,1,41,45,3,8
Bernie Sanders,,19,0,0,8
Hillary Clinton,,,3,0,8
Roque Rocky De La Fuente,,,,1,8
Total,90,60,48,4,8
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,9
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,9
Brendan F Boyle,2,45,35,1,9
Bernie Sanders,,5,0,0,9
Hillary Clinton,,,4,0,9
Roque Rocky De La Fuente,,,,0,9
Total,83,50,39,1,9
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,10
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,10
Brendan F Boyle,1,55,53,0,10
Bernie Sanders,,10,0,0,10
Hillary Clinton,,,8,0,10
Roque Rocky De La Fuente,,,,1,10
Total,109,65,61,1,10
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,11
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,11
Brendan F Boyle,2,37,40,1,11
Bernie Sanders,,13,0,0,11
Hillary Clinton,,,8,0,11
Roque Rocky De La Fuente,,,,0,11
Total,80,50,48,1,11
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,13
,Brendan F Boyle,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,13
Brendan F Boyle,1,37,43,2,13
Bernie Sanders,,15,0,0,13
Hillary Clinton,,,8,0,13
Roque Rocky De La Fuente,,,,0,13
Total,83,52,51,2,13
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,14
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,14
Brendan F Boyle,2,40,38,1,14
Hillary Clinton,,8,0,0,14
Bernie Sanders,,,4,0,14
Roque Rocky De La Fuente,,,,0,14
Total,81,48,42,1,14
,President Of The United States - Democrat,,,Representative In Congress 13th District - Democrat,15
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Brendan F Boyle,15
Hillary Clinton,28,0,0,87,15
Bernie Sanders,,10,0,20,15
Roque Rocky De La Fuente,,,1,3,15
Brendan F Boyle,,,,3,15
Total,115,30,4,113,15
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,16
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,16
Brendan F Boyle,2,75,47,2,16
Hillary Clinton,,12,0,0,16
Bernie Sanders,,,13,0,16
Roque Rocky De La Fuente,,,,1,16
Total,126,87,60,3,16
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,17
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,17
Brendan F Boyle,3,40,30,1,17
Hillary Clinton,,10,0,0,17
Bernie Sanders,,,9,0,17
Roque Rocky De La Fuente,,,,0,17
Total,74,50,39,1,17
,Representative In Congress 13th District - Democrat,President Of The United States - Democrat,,,18
,Brendan F Boyle,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,18
Brendan F Boyle,0,70,60,1,18
Hillary Clinton,,12,0,0,18
Bernie Sanders,,,16,0,18
Roque Rocky De La Fuente,,,,0,18
Total,131,82,76,1,18
