col_1,col_2,division
,United States Senator - Republican,All
,Pat Toomey,All
Pat Toomey,44,All
Total,44,All
,United States Senator - Republican,1
,Pat Toomey,1
Pat Toomey,6,1
Total,6,1
,United States Senator - Republican,2
,Pat Toomey,2
Pat Toomey,4,2
Total,4,2
,United States Senator - Republican,4
,Pat Toomey,4
Pat Toomey,3,4
Total,3,4
,United States Senator - Republican,5
,Pat Toomey,5
Pat Toomey,1,5
Total,1,5
,United States Senator - Republican,7
,Pat Toomey,7
Pat Toomey,3,7
Total,3,7
,United States Senator - Republican,8
,Pat Toomey,8
Pat Toomey,4,8
Total,4,8
,United States Senator - Republican,9
,Pat Toomey,9
Pat Toomey,1,9
Total,1,9
,United States Senator - Republican,12
,Pat Toomey,12
Pat Toomey,3,12
Total,3,12
,United States Senator - Republican,14
,Pat Toomey,14
Pat Toomey,1,14
Total,1,14
,United States Senator - Republican,17
,Pat Toomey,17
Pat Toomey,4,17
Total,4,17
,United States Senator - Republican,18
,Pat Toomey,18
Pat Toomey,2,18
Total,2,18
,United States Senator - Republican,19
,Pat Toomey,19
Pat Toomey,4,19
Total,4,19
,United States Senator - Republican,20
,Pat Toomey,20
Pat Toomey,3,20
Total,3,20
,United States Senator - Republican,22
,Pat Toomey,22
Pat Toomey,2,22
Total,2,22
,United States Senator - Republican,23
,Pat Toomey,23
Pat Toomey,1,23
Total,1,23
,United States Senator - Republican,24
,Pat Toomey,24
Pat Toomey,2,24
Total,2,24
