col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,All
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,Lawrence M Farnese Jr,John H Morley Jr,All
H Douglass Brown,46,"1,687","1,632","1,560","1,521","1,497",305,244,279,262,303,245,203,222,227,177,"1,031",634,All
Peter Cutty,,28,"1,580","1,511","1,473","1,460",312,248,287,266,316,251,210,228,226,187,934,575,All
Amanda Mcillmurray,,,10,"1,583","1,536","1,503",281,222,289,270,325,256,219,234,221,180,877,548,All
Kat Richter,,,,6,"1,504","1,473",226,179,248,245,268,221,177,205,188,169,830,517,All
Katherine Hunter Snyder,,,,,4,"1,445",230,178,247,260,269,224,192,211,190,174,812,500,All
Jacob Adeniran,,,,,,0,199,151,201,218,228,192,146,188,166,163,772,483,All
Thaddeus Kirkland,,,,,,,42,999,927,833,835,827,794,771,807,744,843,330,All
Blake Rutherford,,,,,,,,16,838,753,784,760,767,727,771,702,685,276,All
Anne Wakabayashi,,,,,,,,,5,845,864,843,809,773,794,737,682,266,All
Maria Quinones Sanchez,,,,,,,,,,37,779,804,770,786,706,734,659,257,All
Jennifer Lentz,,,,,,,,,,,3,787,760,771,765,725,653,268,All
Leanne Krueger Braneky,,,,,,,,,,,,0,764,744,713,715,611,251,All
Cathy Brady,,,,,,,,,,,,,3,734,723,703,590,237,All
Angel Cruz,,,,,,,,,,,,,,7,703,740,583,244,All
Ryan N Boyer,,,,,,,,,,,,,,,3,690,573,237,All
Ted Kirsch,,,,,,,,,,,,,,,,0,535,231,All
Lawrence M Farnese Jr,,,,,,,,,,,,,,,,,108,0,All
John H Morley Jr,,,,,,,,,,,,,,,,,,41,All
Total,"2,061","1,876","1,782","1,672","1,642","1,559","1,418","1,164","1,101","1,097","1,045",993,951,948,926,876,"1,956","1,015",All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,1
,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Anne Wakabayashi,Thaddeus Kirkland,Jennifer Lentz,Maria Quinones Sanchez,Blake Rutherford,Angel Cruz,Leanne Krueger Braneky,Ted Kirsch,Cathy Brady,Ryan N Boyer,Lawrence M Farnese Jr,John H Morley Jr,1
H Douglass Brown,6,202,199,196,187,183,38,33,38,34,19,30,26,29,20,23,123,73,1
Peter Cutty,,4,194,191,182,174,36,29,36,29,17,26,23,29,17,19,113,58,1
Amanda Mcillmurray,,,1,203,191,182,43,32,42,35,19,30,27,30,23,22,109,62,1
Kat Richter,,,,0,187,179,42,32,41,35,20,32,29,33,23,25,107,62,1
Katherine Hunter Snyder,,,,,1,176,37,29,35,35,16,31,25,27,21,22,106,54,1
Jacob Adeniran,,,,,,0,30,24,28,29,13,26,24,26,17,17,96,55,1
Anne Wakabayashi,,,,,,,1,91,96,92,81,81,82,79,83,82,75,33,1
Thaddeus Kirkland,,,,,,,,1,82,80,83,73,77,75,75,76,79,30,1
Jennifer Lentz,,,,,,,,,0,79,73,76,76,78,76,77,71,30,1
Maria Quinones Sanchez,,,,,,,,,,1,74,82,80,76,75,69,65,34,1
Blake Rutherford,,,,,,,,,,,4,68,70,69,70,72,61,26,1
Angel Cruz,,,,,,,,,,,,1,71,75,71,68,62,24,1
Leanne Krueger Braneky,,,,,,,,,,,,,0,69,70,69,56,31,1
Ted Kirsch,,,,,,,,,,,,,,0,67,70,55,31,1
Cathy Brady,,,,,,,,,,,,,,,0,71,57,23,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,55,24,1
Lawrence M Farnese Jr,,,,,,,,,,,,,,,,,15,0,1
John H Morley Jr,,,,,,,,,,,,,,,,,,4,1
Total,250,221,216,212,202,188,123,122,114,113,102,100,98,97,93,93,219,109,1
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Senator In The General Assembly 1st District - Democrat,,2
,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Anne Wakabayashi,Blake Rutherford,Maria Quinones Sanchez,Leanne Krueger Braneky,Jennifer Lentz,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,Lawrence M Farnese Jr,John H Morley Jr,2
H Douglass Brown,5,161,156,155,152,146,24,27,22,24,27,24,23,23,18,17,110,47,2
Amanda Mcillmurray,,0,152,158,155,146,22,29,21,25,26,25,22,21,17,16,92,48,2
Peter Cutty,,,3,146,141,139,21,24,17,21,22,20,18,19,15,14,90,45,2
Kat Richter,,,,0,153,143,22,28,20,24,27,20,22,22,14,16,92,45,2
Katherine Hunter Snyder,,,,,0,140,22,27,21,25,25,23,21,24,17,15,86,45,2
Jacob Adeniran,,,,,,0,18,21,14,20,20,17,18,16,14,17,77,45,2
Thaddeus Kirkland,,,,,,,3,87,86,81,79,72,73,76,74,67,78,25,2
Anne Wakabayashi,,,,,,,,0,79,78,84,74,74,74,72,67,67,21,2
Blake Rutherford,,,,,,,,,1,73,72,69,68,71,72,64,69,21,2
Maria Quinones Sanchez,,,,,,,,,,0,76,67,73,69,65,66,65,20,2
Leanne Krueger Braneky,,,,,,,,,,,0,69,71,71,64,65,61,20,2
Jennifer Lentz,,,,,,,,,,,,0,70,66,66,63,60,17,2
Angel Cruz,,,,,,,,,,,,,0,69,65,67,59,19,2
Cathy Brady,,,,,,,,,,,,,,0,68,61,59,16,2
Ryan N Boyer,,,,,,,,,,,,,,,2,62,58,15,2
Ted Kirsch,,,,,,,,,,,,,,,,0,52,19,2
Lawrence M Farnese Jr,,,,,,,,,,,,,,,,,11,0,2
John H Morley Jr,,,,,,,,,,,,,,,,,,0,2
Total,195,173,170,166,162,151,120,102,102,97,94,88,87,87,86,78,190,76,2
,Senator In The General Assembly 1st District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Lawrence M Farnese Jr,John H Morley Jr,Thaddeus Kirkland,Maria Quinones Sanchez,Anne Wakabayashi,Angel Cruz,Blake Rutherford,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ryan N Boyer,Ted Kirsch,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,3
Lawrence M Farnese Jr,2,0,64,63,61,61,60,59,59,59,56,56,12,11,10,9,9,8,3
John H Morley Jr,,1,5,2,3,3,4,3,2,2,3,3,5,4,3,4,4,4,3
Thaddeus Kirkland,,,0,64,64,62,65,63,62,62,61,59,4,3,6,3,3,3,3
Maria Quinones Sanchez,,,,0,63,63,62,62,62,63,59,59,3,2,5,1,1,1,3
Anne Wakabayashi,,,,,0,62,61,63,63,62,60,60,2,3,4,1,1,1,3
Angel Cruz,,,,,,0,62,63,61,60,59,60,4,4,6,3,3,3,3
Blake Rutherford,,,,,,,0,62,61,61,61,59,4,3,6,3,3,3,3
Jennifer Lentz,,,,,,,,0,62,60,60,59,4,4,6,3,3,3,3
Cathy Brady,,,,,,,,,0,61,60,59,2,3,3,0,1,0,3
Leanne Krueger Braneky,,,,,,,,,,0,59,59,2,2,4,0,0,0,3
Ryan N Boyer,,,,,,,,,,,0,57,1,1,3,1,1,1,3
Ted Kirsch,,,,,,,,,,,,0,3,4,3,2,2,2,3
H Douglass Brown,,,,,,,,,,,,,0,17,14,16,16,16,3
Amanda Mcillmurray,,,,,,,,,,,,,,0,14,17,17,15,3
