col_1,col_2,division
,Representative In The General Assembly 198th District - Democrat,All
,Rosita C Youngblood,All
Rosita C Youngblood,"4,403",All
Total,"4,403",All
,Representative In The General Assembly 198th District - Democrat,1
,Rosita C Youngblood,1
Rosita C Youngblood,167,1
Total,167,1
,Representative In The General Assembly 198th District - Democrat,2
,Rosita C Youngblood,2
Rosita C Youngblood,133,2
Total,133,2
,Representative In The General Assembly 198th District - Democrat,3
,Rosita C Youngblood,3
Rosita C Youngblood,130,3
Total,130,3
,Representative In The General Assembly 198th District - Democrat,4
,Rosita C Youngblood,4
Rosita C Youngblood,103,4
Total,103,4
,Representative In The General Assembly 198th District - Democrat,5
,Rosita C Youngblood,5
Rosita C Youngblood,273,5
Total,273,5
,Representative In The General Assembly 198th District - Democrat,6
,Rosita C Youngblood,6
Rosita C Youngblood,137,6
Total,137,6
,Representative In The General Assembly 198th District - Democrat,7
,Rosita C Youngblood,7
Rosita C Youngblood,199,7
Total,199,7
,Representative In The General Assembly 198th District - Democrat,8
,Rosita C Youngblood,8
Rosita C Youngblood,213,8
Total,213,8
,Representative In The General Assembly 198th District - Democrat,9
,Rosita C Youngblood,9
Rosita C Youngblood,192,9
Total,192,9
,Representative In The General Assembly 198th District - Democrat,10
,Rosita C Youngblood,10
Rosita C Youngblood,167,10
Total,167,10
,Representative In The General Assembly 198th District - Democrat,11
,Rosita C Youngblood,11
Rosita C Youngblood,247,11
Total,247,11
,Representative In The General Assembly 198th District - Democrat,12
,Rosita C Youngblood,12
Rosita C Youngblood,176,12
Total,176,12
,Representative In The General Assembly 198th District - Democrat,13
,Rosita C Youngblood,13
Rosita C Youngblood,144,13
Total,144,13
,Representative In The General Assembly 198th District - Democrat,14
,Rosita C Youngblood,14
Rosita C Youngblood,158,14
Total,158,14
,Representative In The General Assembly 198th District - Democrat,15
,Rosita C Youngblood,15
Rosita C Youngblood,236,15
Total,236,15
,Representative In The General Assembly 198th District - Democrat,16
,Rosita C Youngblood,16
Rosita C Youngblood,254,16
Total,254,16
,Representative In The General Assembly 198th District - Democrat,17
,Rosita C Youngblood,17
Rosita C Youngblood,225,17
Total,225,17
,Representative In The General Assembly 198th District - Democrat,18
,Rosita C Youngblood,18
Rosita C Youngblood,169,18
Total,169,18
,Representative In The General Assembly 198th District - Democrat,19
,Rosita C Youngblood,19
Rosita C Youngblood,131,19
Total,131,19
,Representative In The General Assembly 198th District - Democrat,20
,Rosita C Youngblood,20
Rosita C Youngblood,171,20
Total,171,20
,Representative In The General Assembly 198th District - Democrat,21
,Rosita C Youngblood,21
Rosita C Youngblood,149,21
Total,149,21
,Representative In The General Assembly 198th District - Democrat,22
,Rosita C Youngblood,22
Rosita C Youngblood,232,22
Total,232,22
,Representative In The General Assembly 198th District - Democrat,23
,Rosita C Youngblood,23
Rosita C Youngblood,265,23
Total,265,23
,Representative In The General Assembly 198th District - Democrat,24
,Rosita C Youngblood,24
Rosita C Youngblood,132,24
Total,132,24
