col_1,col_2,col_3,col_4,division
,Auditor General - Democrat,Senator In The General Assembly 1st District - Democrat,,All
,Eugene A Depasquale,Lawrence M Farnese Jr,John H Morley Jr,All
Eugene A Depasquale,48,452,125,All
Lawrence M Farnese Jr,,59,0,All
John H Morley Jr,,,13,All
Total,625,511,138,All
,Auditor General - Democrat,Senator In The General Assembly 1st District - Democrat,,30
,Eugene A Depasquale,Lawrence M Farnese Jr,John H Morley Jr,30
Eugene A Depasquale,8,97,29,30
Lawrence M Farnese Jr,,13,0,30
John H Morley Jr,,,4,30
Total,134,110,33,30
,Auditor General - Democrat,Senator In The General Assembly 1st District - Democrat,,38
,Eugene A Depasquale,Lawrence M Farnese Jr,John H Morley Jr,38
Eugene A Depasquale,16,182,48,38
Lawrence M Farnese Jr,,23,0,38
John H Morley Jr,,,2,38
Total,246,205,50,38
,Auditor General - Democrat,Senator In The General Assembly 1st District - Democrat,,40
,Eugene A Depasquale,Lawrence M Farnese Jr,John H Morley Jr,40
Eugene A Depasquale,24,173,48,40
Lawrence M Farnese Jr,,23,0,40
John H Morley Jr,,,7,40
Total,245,196,55,40
