col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,All
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,Gilbert Cox,Tom Ellis,Michael J Mcmonagle,Lauren E Casper,Shannon Oscar,Pam Levy,Alan Apt,All
Donald J Trump,448,0,0,0,0,0,578,602,383,535,304,240,236,All
Ted Cruz,,151,0,0,0,0,117,55,176,49,172,107,134,All
John R Kasich,,,156,0,0,0,89,101,159,81,171,138,85,All
Marco Rubio,,,,14,0,0,3,5,8,1,11,4,6,All
Ben Carson,,,,,3,0,1,3,4,3,4,5,2,All
Jeb Bush,,,,,,2,1,1,4,3,4,4,1,All
Gilbert Cox,,,,,,,0,422,133,399,199,84,159,All
Tom Ellis,,,,,,,,1,220,435,89,123,68,All
Michael J Mcmonagle,,,,,,,,,3,165,167,171,83,All
Lauren E Casper,,,,,,,,,,0,110,80,43,All
Shannon Oscar,,,,,,,,,,,2,242,282,All
Pam Levy,,,,,,,,,,,,0,142,All
Alan Apt,,,,,,,,,,,,,1,All
Total,"1,667",533,507,31,12,11,795,774,739,677,673,502,471,All
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,1
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,Jeb Bush,Tom Ellis,Gilbert Cox,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Alan Apt,1
Donald J Trump,11,0,0,0,0,0,41,40,32,25,13,9,6,1
John R Kasich,,6,0,0,0,0,5,2,5,10,3,5,3,1
Ted Cruz,,,3,0,0,0,4,5,5,6,10,4,8,1
Marco Rubio,,,,0,0,0,0,1,0,1,1,1,1,1
Ben Carson,,,,,0,0,0,0,0,0,0,0,0,1
Jeb Bush,,,,,,0,0,0,0,0,0,0,0,1
Tom Ellis,,,,,,,0,33,31,11,5,6,3,1
Gilbert Cox,,,,,,,,0,31,12,7,2,6,1
Lauren E Casper,,,,,,,,,0,7,6,3,2,1
Michael J Mcmonagle,,,,,,,,,,0,7,6,4,1
Shannon Oscar,,,,,,,,,,,0,8,11,1
Pam Levy,,,,,,,,,,,,0,6,1
Alan Apt,,,,,,,,,,,,,0,1
Total,82,21,21,2,0,0,52,49,43,42,28,19,18,1
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,2
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,Jeb Bush,Michael J Mcmonagle,Gilbert Cox,Lauren E Casper,Tom Ellis,Shannon Oscar,Pam Levy,Alan Apt,2
Donald J Trump,22,0,0,0,0,0,24,29,25,25,12,13,6,2
John R Kasich,,7,0,0,0,0,10,8,7,4,13,6,6,2
Ted Cruz,,,5,0,0,0,8,3,4,3,5,3,6,2
Marco Rubio,,,,1,0,0,0,0,0,0,0,0,0,2
Ben Carson,,,,,0,0,0,0,0,0,0,0,0,2
Jeb Bush,,,,,,0,0,0,0,0,0,0,0,2
Michael J Mcmonagle,,,,,,,0,8,10,11,9,12,5,2
Gilbert Cox,,,,,,,,0,20,20,14,3,12,2
Lauren E Casper,,,,,,,,,0,20,12,5,1,2
Tom Ellis,,,,,,,,,,0,5,4,0,2
Shannon Oscar,,,,,,,,,,,1,7,10,2
Pam Levy,,,,,,,,,,,,0,2,2
Alan Apt,,,,,,,,,,,,,0,2
Total,75,29,21,1,0,0,42,40,36,32,31,22,18,2
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,3
,Donald J Trump,Ted Cruz,John R Kasich,Jeb Bush,Marco Rubio,Ben Carson,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,3
Donald J Trump,24,0,0,0,0,0,52,48,47,28,17,15,13,3
Ted Cruz,,9,0,0,0,0,7,4,7,16,11,10,5,3
John R Kasich,,,5,0,0,0,5,9,4,11,14,8,6,3
Jeb Bush,,,,0,0,0,1,0,0,0,2,1,0,3
Marco Rubio,,,,,0,0,0,0,0,0,0,1,0,3
Ben Carson,,,,,,0,0,0,0,0,0,0,0,3
Gilbert Cox,,,,,,,0,38,35,10,14,13,2,3
Tom Ellis,,,,,,,,0,38,17,5,5,6,3
Lauren E Casper,,,,,,,,,0,19,8,5,6,3
Michael J Mcmonagle,,,,,,,,,,0,12,10,13,3
Shannon Oscar,,,,,,,,,,,0,20,10,3
Alan Apt,,,,,,,,,,,,0,9,3
Pam Levy,,,,,,,,,,,,,0,3
Total,111,36,29,2,1,0,65,61,58,55,44,35,24,3
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 13th District,,,,,,,4
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,Tom Ellis,Lauren E Casper,Gilbert Cox,Shannon Oscar,Michael J Mcmonagle,Pam Levy,Alan Apt,4
Donald J Trump,29,0,0,0,0,0,29,21,22,11,14,14,10,4
