col_1,col_2,col_3,col_4,col_5,col_6,division
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,All
,John Rafferty,Joe Peters,Seth Kaufer,Dave Hackett,Christopher M Vogler,All
John Rafferty,5,0,8,7,6,All
Joe Peters,,0,1,1,1,All
Seth Kaufer,,,0,6,5,All
Dave Hackett,,,,0,5,All
Christopher M Vogler,,,,,0,All
Total,17,1,9,8,7,All
,Delegate To The Republican National Convention 1st District,,,Attorney General - Republican,,2
,Dave Hackett,Christopher M Vogler,Seth Kaufer,John Rafferty,Joe Peters,2
Dave Hackett,0,0,0,1,0,2
Christopher M Vogler,,0,0,0,0,2
Seth Kaufer,,,0,0,0,2
John Rafferty,,,,0,0,2
Joe Peters,,,,,0,2
Total,1,0,0,1,0,2
,Delegate To The Republican National Convention 1st District,,,Attorney General - Republican,,3
,Christopher M Vogler,Dave Hackett,Seth Kaufer,John Rafferty,Joe Peters,3
Christopher M Vogler,0,1,1,1,0,3
Dave Hackett,,0,1,1,0,3
Seth Kaufer,,,0,1,0,3
John Rafferty,,,,0,0,3
Joe Peters,,,,,0,3
Total,1,1,1,1,0,3
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,4
,John Rafferty,Joe Peters,Seth Kaufer,Christopher M Vogler,Dave Hackett,4
John Rafferty,1,0,1,0,0,4
Joe Peters,,0,0,0,0,4
Seth Kaufer,,,0,0,0,4
Christopher M Vogler,,,,0,0,4
Dave Hackett,,,,,0,4
Total,2,0,1,0,0,4
,Delegate To The Republican National Convention 1st District,,,Attorney General - Republican,,5
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Joe Peters,John Rafferty,5
Christopher M Vogler,0,1,1,1,0,5
Dave Hackett,,0,1,1,0,5
Seth Kaufer,,,0,1,0,5
Joe Peters,,,,0,0,5
John Rafferty,,,,,0,5
Total,1,1,1,1,0,5
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,8
,John Rafferty,Joe Peters,Seth Kaufer,Christopher M Vogler,Dave Hackett,8
John Rafferty,1,0,1,0,0,8
Joe Peters,,0,0,0,0,8
Seth Kaufer,,,0,0,0,8
Christopher M Vogler,,,,0,0,8
Dave Hackett,,,,,0,8
Total,2,0,1,0,0,8
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,15
,John Rafferty,Joe Peters,Christopher M Vogler,Dave Hackett,Seth Kaufer,15
John Rafferty,0,0,1,1,0,15
Joe Peters,,0,0,0,0,15
Christopher M Vogler,,,0,0,0,15
Dave Hackett,,,,0,0,15
Seth Kaufer,,,,,0,15
Total,2,0,1,1,0,15
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,16
,John Rafferty,Joe Peters,Christopher M Vogler,Dave Hackett,Seth Kaufer,16
John Rafferty,1,0,2,2,2,16
Joe Peters,,0,0,0,0,16
Christopher M Vogler,,,0,2,2,16
Dave Hackett,,,,0,2,16
Seth Kaufer,,,,,0,16
Total,3,0,2,2,2,16
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,18
,John Rafferty,Joe Peters,Christopher M Vogler,Dave Hackett,Seth Kaufer,18
John Rafferty,1,0,1,1,1,18
Joe Peters,,0,0,0,0,18
Christopher M Vogler,,,0,1,1,18
Dave Hackett,,,,0,1,18
Seth Kaufer,,,,,0,18
Total,2,0,1,1,1,18
,Attorney General - Republican,,Delegate To The Republican National Convention 1st District,,,20
,John Rafferty,Joe Peters,Seth Kaufer,Christopher M Vogler,Dave Hackett,20
John Rafferty,1,0,2,1,1,20
Joe Peters,,0,0,0,0,20
Seth Kaufer,,,0,0,1,20
Christopher M Vogler,,,,0,0,20
Dave Hackett,,,,,0,20
Total,4,0,2,1,1,20
