col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,All
Hillary Clinton,425,0,0,919,628,387,264,All
Bernie Sanders,,450,0,670,681,434,342,All
Roque Rocky De La Fuente,,,1,0,3,8,2,All
Brian Sims,,,,10,0,0,0,All
Ben Waxman,,,,,9,0,0,All
Lou Lanni,,,,,,17,0,All
Marni Snyder,,,,,,,4,All
Total,"2,623","2,577",14,"1,599","1,321",846,612,All
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,2
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Ben Waxman,Brian Sims,Lou Lanni,Marni Snyder,2
Bernie Sanders,24,0,0,28,22,22,8,2
Hillary Clinton,,18,0,25,23,13,6,2
Roque Rocky De La Fuente,,,0,0,0,0,0,2
Ben Waxman,,,,1,0,0,0,2
Brian Sims,,,,,1,0,0,2
Lou Lanni,,,,,,0,0,2
Marni Snyder,,,,,,,0,2
Total,104,85,0,54,46,35,14,2
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,3
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Brian Sims,Marni Snyder,Ben Waxman,Lou Lanni,3
Bernie Sanders,18,0,0,27,22,20,21,3
Hillary Clinton,,16,0,24,15,13,12,3
Roque Rocky De La Fuente,,,0,0,0,0,0,3
Brian Sims,,,,0,0,0,0,3
Marni Snyder,,,,,0,0,0,3
Ben Waxman,,,,,,0,0,3
Lou Lanni,,,,,,,0,3
Total,108,80,0,51,37,33,33,3
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,4
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,4
Bernie Sanders,19,0,0,46,27,25,20,4
Hillary Clinton,,7,0,34,13,14,14,4
Roque Rocky De La Fuente,,,0,0,2,0,0,4
Brian Sims,,,,0,0,0,0,4
Ben Waxman,,,,,0,0,0,4
Lou Lanni,,,,,,2,0,4
Marni Snyder,,,,,,,0,4
Total,137,82,2,80,42,41,34,4
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,5
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Ben Waxman,Brian Sims,Lou Lanni,Marni Snyder,5
Bernie Sanders,28,0,0,49,34,21,16,5
Hillary Clinton,,16,0,25,35,14,7,5
Roque Rocky De La Fuente,,,0,0,0,1,0,5
Ben Waxman,,,,0,0,0,0,5
Brian Sims,,,,,1,0,0,5
Lou Lanni,,,,,,2,0,5
Marni Snyder,,,,,,,0,5
Total,148,97,1,74,70,38,23,5
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,6
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Brian Sims,Lou Lanni,Ben Waxman,Marni Snyder,6
Bernie Sanders,29,0,0,46,48,26,16,6
Hillary Clinton,,15,0,50,35,14,10,6
Roque Rocky De La Fuente,,,0,0,1,1,0,6
Brian Sims,,,,0,0,0,0,6
Lou Lanni,,,,,1,0,0,6
Ben Waxman,,,,,,1,0,6
Marni Snyder,,,,,,,1,6
Total,165,124,2,96,85,42,27,6
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,7
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Brian Sims,Ben Waxman,Lou Lanni,Marni Snyder,7
Bernie Sanders,20,0,0,48,59,30,24,7
Hillary Clinton,,22,0,48,23,16,8,7
Roque Rocky De La Fuente,,,0,0,0,1,0,7
Brian Sims,,,,0,0,0,0,7
Ben Waxman,,,,,0,0,0,7
Lou Lanni,,,,,,2,0,7
Marni Snyder,,,,,,,0,7
Total,181,117,1,96,82,49,32,7
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,8
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Ben Waxman,Lou Lanni,Brian Sims,Marni Snyder,8
Bernie Sanders,25,0,0,33,17,22,13,8
Hillary Clinton,,19,0,25,21,13,12,8
Roque Rocky De La Fuente,,,0,0,1,0,0,8
Ben Waxman,,,,1,0,0,0,8
Lou Lanni,,,,,1,0,0,8
Brian Sims,,,,,,1,0,8
Marni Snyder,,,,,,,0,8
Total,110,90,1,59,40,36,25,8
,President Of The United States - Democrat,,,Representative In The General Assembly 182nd District - Democrat,,,,9
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Ben Waxman,Brian Sims,Lou Lanni,Marni Snyder,9
Hillary Clinton,29,0,0,51,28,18,6,9
Bernie Sanders,,22,0,50,28,19,7,9
Roque Rocky De La Fuente,,,0,0,0,2,0,9
