col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 175th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Michael H Obrien,Sean Sullivan,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Anne Wakabayashi,Amanda Mcillmurray,Maria Quinones Sanchez,Jennifer Lentz,Kat Richter,Katherine Hunter Snyder,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ryan N Boyer,Jacob Adeniran,Ted Kirsch,All
Michael H Obrien,623,0,"3,188","2,823","2,874","2,533","2,796","2,479","2,729","2,663","2,300","2,293","2,558","2,517","2,521","2,501","2,140","2,396",All
Sean Sullivan,,410,"2,393","2,416","2,040","2,133","1,992","2,087","1,925","1,948","1,940","1,929","1,843","1,793","1,752","1,773","1,801","1,670",All
Thaddeus Kirkland,,,74,"1,022","4,861","1,015","4,644",972,"4,342","4,383",785,797,"4,309","4,203","4,129","4,281",657,"4,018",All
H Douglass Brown,,,,96,839,"4,824",919,"4,718",833,930,"4,470","4,408",725,639,699,696,"4,262",503,All
Blake Rutherford,,,,,22,828,"4,407",780,"4,101","4,229",623,652,"4,114","4,106","3,980","4,188",502,"3,914",All
Peter Cutty,,,,,,36,897,"4,455",829,942,"4,233","4,190",707,617,719,682,"4,084",530,All
Anne Wakabayashi,,,,,,,7,993,"4,390","4,451",821,841,"4,372","4,228","4,106","4,225",672,"3,989",All
Amanda Mcillmurray,,,,,,,,10,904,"1,026","4,528","4,464",776,696,748,702,"4,279",560,All
Maria Quinones Sanchez,,,,,,,,,37,"4,158",813,859,"4,218","4,116","4,145","3,960",718,"4,008",All
Jennifer Lentz,,,,,,,,,,1,831,849,"4,187","4,140","4,086","4,067",731,"3,942",All
Kat Richter,,,,,,,,,,,4,"4,353",660,549,648,593,"4,193",488,All
Katherine Hunter Snyder,,,,,,,,,,,,5,669,622,692,609,"4,150",528,All
Leanne Krueger Braneky,,,,,,,,,,,,,1,"4,101","3,995","3,952",542,"3,912",All
Cathy Brady,,,,,,,,,,,,,,9,"3,967","3,956",445,"3,877",All
Angel Cruz,,,,,,,,,,,,,,,5,"3,875",574,"3,937",All
Ryan N Boyer,,,,,,,,,,,,,,,,2,502,"3,820",All
Jacob Adeniran,,,,,,,,,,,,,,,,,2,445,All
Ted Kirsch,,,,,,,,,,,,,,,,,,1,All
Total,"6,656","5,200","6,159","6,003","5,394","5,336","5,254","5,215","5,116","5,029","4,841","4,829","4,820","4,709","4,675","4,674","4,513","4,444",All
