col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,,All
,Jim Pio,John Rafferty,Joe Peters,All
Jim Pio,6,55,19,All
John Rafferty,,12,0,All
Joe Peters,,,1,All
Total,80,67,20,All
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,,19
,Jim Pio,John Rafferty,Joe Peters,19
Jim Pio,4,19,4,19
John Rafferty,,5,0,19
Joe Peters,,,0,19
Total,27,24,4,19
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,,23
,Jim Pio,John Rafferty,Joe Peters,23
Jim Pio,2,21,9,23
John Rafferty,,2,0,23
Joe Peters,,,1,23
Total,32,23,10,23
,Representative In The General Assembly 172nd District - Republican,Attorney General - Republican,,24
,Jim Pio,John Rafferty,Joe Peters,24
Jim Pio,0,15,6,24
John Rafferty,,5,0,24
Joe Peters,,,0,24
Total,21,20,6,24
