col_1,col_2,col_3,division
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,All
,Ross Feinberg,John Brown,All
Ross Feinberg,77,820,All
John Brown,,73,All
Total,897,893,All
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,1
,Ross Feinberg,John Brown,1
Ross Feinberg,10,88,1
John Brown,,8,1
Total,98,96,1
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,2
,Ross Feinberg,John Brown,2
Ross Feinberg,6,46,2
John Brown,,4,2
Total,52,50,2
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,3
,Ross Feinberg,John Brown,3
Ross Feinberg,4,18,3
John Brown,,2,3
Total,22,20,3
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,4
,Ross Feinberg,John Brown,4
Ross Feinberg,11,40,4
John Brown,,6,4
Total,51,46,4
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,5
,John Brown,Ross Feinberg,5
John Brown,1,22,5
Ross Feinberg,,1,5
Total,23,23,5
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,6
,John Brown,Ross Feinberg,6
John Brown,2,11,6
Ross Feinberg,,1,6
Total,13,12,6
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,7
,John Brown,Ross Feinberg,7
John Brown,9,85,7
Ross Feinberg,,9,7
Total,94,94,7
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,8
,John Brown,Ross Feinberg,8
John Brown,1,34,8
Ross Feinberg,,1,8
Total,35,35,8
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,9
,John Brown,Ross Feinberg,9
John Brown,6,46,9
Ross Feinberg,,1,9
Total,52,47,9
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,10
,Ross Feinberg,John Brown,10
Ross Feinberg,5,87,10
John Brown,,4,10
Total,92,91,10
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,11
,John Brown,Ross Feinberg,11
John Brown,4,27,11
Ross Feinberg,,2,11
Total,31,29,11
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,12
,John Brown,Ross Feinberg,12
John Brown,1,8,12
Ross Feinberg,,1,12
Total,9,9,12
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,13
,John Brown,Ross Feinberg,13
John Brown,1,10,13
Ross Feinberg,,1,13
Total,11,11,13
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,14
,Ross Feinberg,John Brown,14
Ross Feinberg,2,6,14
John Brown,,0,14
Total,8,6,14
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,15
,Ross Feinberg,John Brown,15
Ross Feinberg,1,7,15
John Brown,,0,15
Total,8,7,15
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,16
,John Brown,Ross Feinberg,16
John Brown,2,24,16
Ross Feinberg,,1,16
Total,26,25,16
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,17
,Ross Feinberg,John Brown,17
Ross Feinberg,3,29,17
John Brown,,0,17
Total,32,29,17
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,18
,John Brown,Ross Feinberg,18
John Brown,3,13,18
Ross Feinberg,,1,18
Total,16,14,18
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,19
,Ross Feinberg,John Brown,19
Ross Feinberg,4,38,19
John Brown,,0,19
Total,42,38,19
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,20
,John Brown,Ross Feinberg,20
John Brown,16,87,20
Ross Feinberg,,9,20
Total,103,96,20
,Senator In The General Assembly 5th District - Republican,Auditor General - Republican,21
,Ross Feinberg,John Brown,21
Ross Feinberg,1,15,21
John Brown,,0,21
Total,16,15,21
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,22
,John Brown,Ross Feinberg,22
John Brown,0,27,22
Ross Feinberg,,0,22
Total,27,27,22
,Auditor General - Republican,Senator In The General Assembly 5th District - Republican,23
,John Brown,Ross Feinberg,23
John Brown,3,52,23
Ross Feinberg,,2,23
Total,55,54,23
