col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,John Sabatina,Kevin J Boyle,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Mike Stack,Elaine Tomlin,Louis Farinella,Michael J Rahming,Charles Quann,W Gerard Oleksiak,Mark B Cohen,Linda A Fields,Henry Albert,Melissa Robbins,Bev Hahn,All
John Sabatina,28,0,65,63,63,52,52,49,52,49,44,34,30,34,30,23,All
Kevin J Boyle,,13,64,45,34,44,40,35,25,33,26,23,20,15,13,10,All
Allyson Y Schwartz,,,3,88,78,73,70,65,36,66,53,33,24,24,20,14,All
Betsy May Kilkenny,,,,1,89,76,81,74,36,72,62,26,18,21,19,9,All
Val Arkoosh,,,,,0,65,70,68,32,69,61,21,11,14,13,8,All
Mike Stack,,,,,,0,78,70,24,73,66,23,14,17,15,7,All
Elaine Tomlin,,,,,,,0,71,28,74,65,22,20,19,19,11,All
Louis Farinella,,,,,,,,0,16,68,62,18,13,10,8,5,All
Michael J Rahming,,,,,,,,,0,21,14,42,38,38,41,33,All
Charles Quann,,,,,,,,,,0,61,16,10,14,11,4,All
W Gerard Oleksiak,,,,,,,,,,,0,15,11,12,8,7,All
Mark B Cohen,,,,,,,,,,,,0,41,45,39,32,All
Linda A Fields,,,,,,,,,,,,,0,40,39,35,All
Henry Albert,,,,,,,,,,,,,,0,39,31,All
Melissa Robbins,,,,,,,,,,,,,,,0,34,All
Bev Hahn,,,,,,,,,,,,,,,,0,All
Total,145,106,136,113,101,99,95,87,86,85,73,65,55,53,50,38,All
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,7
,John Sabatina,Kevin J Boyle,Betsy May Kilkenny,Allyson Y Schwartz,Michael J Rahming,Mike Stack,Elaine Tomlin,Val Arkoosh,Charles Quann,Louis Farinella,Mark B Cohen,W Gerard Oleksiak,Melissa Robbins,Henry Albert,Linda A Fields,Bev Hahn,7
John Sabatina,18,0,30,22,27,27,27,27,25,25,17,20,17,18,14,11,7
Kevin J Boyle,,12,19,24,15,18,17,16,14,14,11,11,8,9,11,6,7
Betsy May Kilkenny,,,0,30,21,36,38,40,33,35,11,28,10,10,8,5,7
Allyson Y Schwartz,,,,1,17,26,26,28,24,23,13,16,10,10,8,5,7
Michael J Rahming,,,,,0,14,17,18,14,10,23,8,25,21,22,17,7
Mike Stack,,,,,,0,35,30,33,34,10,30,9,9,7,2,7
Elaine Tomlin,,,,,,,0,34,37,35,10,30,10,11,8,5,7
Val Arkoosh,,,,,,,,0,32,31,10,26,8,7,5,4,7
Charles Quann,,,,,,,,,0,32,6,28,6,7,4,1,7
Louis Farinella,,,,,,,,,,0,7,27,4,3,4,1,7
Mark B Cohen,,,,,,,,,,,0,3,23,23,24,18,7
W Gerard Oleksiak,,,,,,,,,,,,0,3,5,3,1,7
Melissa Robbins,,,,,,,,,,,,,0,22,23,19,7
Henry Albert,,,,,,,,,,,,,,0,23,18,7
Linda A Fields,,,,,,,,,,,,,,,0,19,7
Bev Hahn,,,,,,,,,,,,,,,,0,7
Total,75,51,50,48,46,46,45,44,40,40,32,32,29,28,28,19,7
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,Senator In The General Assembly 5th District - Democrat,,15
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Mike Stack,Elaine Tomlin,Louis Farinella,Charles Quann,W Gerard Oleksiak,Michael J Rahming,Mark B Cohen,Linda A Fields,Henry Albert,Melissa Robbins,Bev Hahn,John Sabatina,Kevin J Boyle,15
Allyson Y Schwartz,2,58,50,47,44,42,42,37,19,20,16,14,10,9,43,40,15
Betsy May Kilkenny,,1,49,40,43,39,39,34,15,15,10,11,9,4,33,26,15
Val Arkoosh,,,0,35,36,37,37,35,14,11,6,7,5,4,36,18,15
Mike Stack,,,,0,43,36,40,36,10,13,7,8,6,5,25,26,15
Elaine Tomlin,,,,,0,36,37,35,11,12,12,8,9,6,25,23,15
Louis Farinella,,,,,,0,36,35,6,11,9,7,4,4,24,21,15
Charles Quann,,,,,,,0,33,7,10,6,7,5,3,24,19,15
W Gerard Oleksiak,,,,,,,,0,6,12,8,7,5,6,24,15,15
Michael J Rahming,,,,,,,,,0,19,16,17,16,16,25,10,15
Mark B Cohen,,,,,,,,,,0,17,22,16,14,17,12,15
Linda A Fields,,,,,,,,,,,0,17,16,16,16,9,15
Henry Albert,,,,,,,,,,,,0,17,13,16,6,15
Melissa Robbins,,,,,,,,,,,,,0,15,13,5,15
Bev Hahn,,,,,,,,,,,,,,0,12,4,15
John Sabatina,,,,,,,,,,,,,,,10,0,15
Kevin J Boyle,,,,,,,,,,,,,,,,1,15
Total,88,63,57,53,50,47,45,41,40,33,27,25,21,19,70,55,15
