col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Senator In The General Assembly 7th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Vincent Hughes,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Ryan N Boyer,Maria Quinones Sanchez,Jennifer Lentz,Angel Cruz,Cathy Brady,Leanne Krueger Braneky,H Douglass Brown,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Vincent Hughes,"1,066","5,262","3,945","3,316","3,224","3,220","3,161","3,029","3,008","2,999","2,895","2,727","2,140","1,992","1,665","1,592","1,483",All
Thaddeus Kirkland,,89,"3,623","3,143","2,944","2,970","2,941","2,824","2,815","2,858",941,"2,584",858,761,575,542,489,All
Blake Rutherford,,,34,"2,908","2,846","2,655","2,817","2,660","2,703","2,617",745,"2,498",664,569,412,378,332,All
Anne Wakabayashi,,,,9,"2,821","2,730","2,816","2,620","2,657","2,741",599,"2,457",523,567,427,369,337,All
Ryan N Boyer,,,,,18,"2,566","2,763","2,593","2,615","2,555",572,"2,411",498,507,395,338,311,All
Maria Quinones Sanchez,,,,,,8,"2,609","2,716","2,671","2,678",505,"2,565",422,475,382,414,366,All
Jennifer Lentz,,,,,,,6,"2,663","2,629","2,581",643,"2,458",585,659,456,412,385,All
Angel Cruz,,,,,,,,2,"2,613","2,540",517,"2,522",458,490,420,411,366,All
Cathy Brady,,,,,,,,,6,"2,588",462,"2,470",379,431,270,309,237,All
Leanne Krueger Braneky,,,,,,,,,,6,478,"2,434",410,458,344,316,286,All
H Douglass Brown,,,,,,,,,,,62,344,"1,943","1,796","1,585","1,488","1,409",All
Ted Kirsch,,,,,,,,,,,,1,310,317,276,303,253,All
Peter Cutty,,,,,,,,,,,,,24,"1,608","1,429","1,342","1,314",All
Amanda Mcillmurray,,,,,,,,,,,,,,11,"1,560","1,466","1,389",All
Kat Richter,,,,,,,,,,,,,,,0,"1,382","1,373",All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,"1,293",All
Jacob Adeniran,,,,,,,,,,,,,,,,,2,All
Total,"9,353","5,548","4,149","3,466","3,372","3,357","3,312","3,156","3,146","3,130","3,110","2,843","2,290","2,128","1,773","1,693","1,581",All
