col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 13th District - Democrat,United States Senator - Democrat,,,,All
,Brendan F Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Brendan F Boyle,34,98,44,45,33,All
Katie Mcginty,,27,0,0,0,All
Joe Sestak,,,9,0,0,All
John Fetterman,,,,4,0,All
Joseph J Vodvarka,,,,,4,All
Total,254,125,53,49,37,All
,Representative In Congress 13th District - Democrat,United States Senator - Democrat,,,,10
,Brendan F Boyle,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,10
Brendan F Boyle,18,41,18,16,14,10
Katie Mcginty,,15,0,0,0,10
Joe Sestak,,,6,0,0,10
John Fetterman,,,,1,0,10
Joseph J Vodvarka,,,,,2,10
Total,107,56,24,17,16,10
,Representative In Congress 13th District - Democrat,United States Senator - Democrat,,,,20
,Brendan F Boyle,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,20
Brendan F Boyle,16,57,29,26,19,20
Katie Mcginty,,12,0,0,0,20
John Fetterman,,,3,0,0,20
Joe Sestak,,,,3,0,20
Joseph J Vodvarka,,,,,2,20
Total,147,69,32,29,21,20
