col_1,col_2,col_3,col_4,division
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,All
,Joe Torsella,John Sabatina,Kevin J Boyle,All
Joe Torsella,56,"1,021",956,All
John Sabatina,,279,0,All
Kevin J Boyle,,,271,All
Total,"2,033","1,300","1,227",All
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,1
,Joe Torsella,John Sabatina,Kevin J Boyle,1
Joe Torsella,2,49,45,1
John Sabatina,,11,0,1
Kevin J Boyle,,,15,1
Total,96,60,60,1
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,2
,Joe Torsella,John Sabatina,Kevin J Boyle,2
Joe Torsella,3,47,45,2
John Sabatina,,12,0,2
Kevin J Boyle,,,9,2
Total,95,59,54,2
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,3
,Joe Torsella,Kevin J Boyle,John Sabatina,3
Joe Torsella,2,70,72,3
Kevin J Boyle,,19,0,3
John Sabatina,,,16,3
Total,144,89,88,3
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,4
,Joe Torsella,John Sabatina,Kevin J Boyle,4
Joe Torsella,0,75,57,4
John Sabatina,,18,0,4
Kevin J Boyle,,,12,4
Total,132,93,69,4
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,5
,Joe Torsella,John Sabatina,Kevin J Boyle,5
Joe Torsella,1,42,35,5
John Sabatina,,22,0,5
Kevin J Boyle,,,19,5
Total,78,64,54,5
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,6
,Joe Torsella,John Sabatina,Kevin J Boyle,6
Joe Torsella,4,45,34,6
John Sabatina,,10,0,6
Kevin J Boyle,,,13,6
Total,83,55,47,6
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,7
,Joe Torsella,Kevin J Boyle,John Sabatina,7
Joe Torsella,3,41,31,7
Kevin J Boyle,,10,0,7
John Sabatina,,,10,7
Total,75,51,41,7
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,8
,Joe Torsella,Kevin J Boyle,John Sabatina,8
Joe Torsella,4,31,32,8
Kevin J Boyle,,9,0,8
John Sabatina,,,6,8
Total,67,40,38,8
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,9
,Joe Torsella,John Sabatina,Kevin J Boyle,9
Joe Torsella,4,28,28,9
John Sabatina,,9,0,9
Kevin J Boyle,,,2,9
Total,60,37,30,9
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,10
,Joe Torsella,John Sabatina,Kevin J Boyle,10
Joe Torsella,1,30,19,10
John Sabatina,,8,0,10
Kevin J Boyle,,,2,10
Total,50,38,21,10
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,11
,Joe Torsella,John Sabatina,Kevin J Boyle,11
Joe Torsella,1,44,36,11
John Sabatina,,18,0,11
Kevin J Boyle,,,10,11
Total,81,62,46,11
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,12
,Joe Torsella,John Sabatina,Kevin J Boyle,12
Joe Torsella,0,22,15,12
John Sabatina,,2,0,12
Kevin J Boyle,,,6,12
Total,37,24,21,12
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,13
,Joe Torsella,Kevin J Boyle,John Sabatina,13
Joe Torsella,4,39,32,13
Kevin J Boyle,,8,0,13
John Sabatina,,,11,13
Total,75,47,43,13
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,14
,Joe Torsella,Kevin J Boyle,John Sabatina,14
Joe Torsella,0,12,11,14
Kevin J Boyle,,5,0,14
John Sabatina,,,3,14
Total,23,17,14,14
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,15
,Joe Torsella,Kevin J Boyle,John Sabatina,15
Joe Torsella,2,59,49,15
Kevin J Boyle,,16,0,15
John Sabatina,,,15,15
Total,110,75,64,15
,State Treasurer - Democrat,Senator In The General Assembly 5th District - Democrat,,16
,Joe Torsella,John Sabatina,Kevin J Boyle,16
Joe Torsella,4,35,29,16
John Sabatina,,5,0,16
Kevin J Boyle,,,2,16
