col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,All
,Brendan F Boyle,John Sabatina,Kevin J Boyle,All
Brendan F Boyle,108,559,520,All
John Sabatina,,165,0,All
Kevin J Boyle,,,85,All
Total,"1,187",724,605,All
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,4
,Brendan F Boyle,John Sabatina,Kevin J Boyle,4
Brendan F Boyle,13,44,48,4
John Sabatina,,12,0,4
Kevin J Boyle,,,6,4
Total,105,56,54,4
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,5
,Brendan F Boyle,John Sabatina,Kevin J Boyle,5
Brendan F Boyle,10,42,37,5
John Sabatina,,9,0,5
Kevin J Boyle,,,6,5
Total,89,51,43,5
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,6
,Brendan F Boyle,John Sabatina,Kevin J Boyle,6
Brendan F Boyle,7,26,27,6
John Sabatina,,8,0,6
Kevin J Boyle,,,6,6
Total,60,34,33,6
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,7
,Brendan F Boyle,John Sabatina,Kevin J Boyle,7
Brendan F Boyle,13,41,32,7
John Sabatina,,7,0,7
Kevin J Boyle,,,5,7
Total,86,48,37,7
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,8
,Brendan F Boyle,John Sabatina,Kevin J Boyle,8
Brendan F Boyle,6,52,22,8
John Sabatina,,21,0,8
Kevin J Boyle,,,7,8
Total,80,73,29,8
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,9
,Brendan F Boyle,John Sabatina,Kevin J Boyle,9
Brendan F Boyle,14,66,61,9
John Sabatina,,11,0,9
Kevin J Boyle,,,10,9
Total,141,77,71,9
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,10
,Brendan F Boyle,Kevin J Boyle,John Sabatina,10
Brendan F Boyle,9,38,26,10
Kevin J Boyle,,5,0,10
John Sabatina,,,14,10
Total,73,43,40,10
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,11
,Brendan F Boyle,John Sabatina,Kevin J Boyle,11
Brendan F Boyle,5,38,37,11
John Sabatina,,9,0,11
Kevin J Boyle,,,4,11
Total,80,47,41,11
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,12
,Brendan F Boyle,John Sabatina,Kevin J Boyle,12
Brendan F Boyle,9,48,39,12
John Sabatina,,7,0,12
Kevin J Boyle,,,9,12
Total,96,55,48,12
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,13
,Brendan F Boyle,John Sabatina,Kevin J Boyle,13
Brendan F Boyle,8,46,40,13
John Sabatina,,10,0,13
Kevin J Boyle,,,9,13
Total,94,56,49,13
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,17
,Brendan F Boyle,John Sabatina,Kevin J Boyle,17
Brendan F Boyle,5,50,55,17
John Sabatina,,18,0,17
Kevin J Boyle,,,7,17
Total,110,68,62,17
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,18
,Brendan F Boyle,John Sabatina,Kevin J Boyle,18
Brendan F Boyle,3,45,48,18
John Sabatina,,15,0,18
Kevin J Boyle,,,4,18
Total,96,60,52,18
,Representative In Congress 13th District - Democrat,Senator In The General Assembly 5th District - Democrat,,22
,Brendan F Boyle,John Sabatina,Kevin J Boyle,22
Brendan F Boyle,6,35,36,22
John Sabatina,,24,0,22
Kevin J Boyle,,,7,22
Total,77,59,43,22
