col_1,col_2,col_3,division
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,All
,Jason T Dawkins,Eugene A Depasquale,All
Jason T Dawkins,263,"1,718",All
Eugene A Depasquale,,64,All
Total,"1,981","1,782",All
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,12
,Jason T Dawkins,Eugene A Depasquale,12
Jason T Dawkins,12,96,12
Eugene A Depasquale,,4,12
Total,108,100,12
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,13
,Jason T Dawkins,Eugene A Depasquale,13
Jason T Dawkins,34,210,13
Eugene A Depasquale,,5,13
Total,244,215,13
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,14
,Jason T Dawkins,Eugene A Depasquale,14
Jason T Dawkins,22,129,14
Eugene A Depasquale,,8,14
Total,151,137,14
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,15
,Jason T Dawkins,Eugene A Depasquale,15
Jason T Dawkins,18,171,15
Eugene A Depasquale,,6,15
Total,189,177,15
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,16
,Jason T Dawkins,Eugene A Depasquale,16
Jason T Dawkins,22,136,16
Eugene A Depasquale,,2,16
Total,158,138,16
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,17
,Jason T Dawkins,Eugene A Depasquale,17
Jason T Dawkins,22,122,17
Eugene A Depasquale,,6,17
Total,144,128,17
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,18
,Jason T Dawkins,Eugene A Depasquale,18
Jason T Dawkins,23,176,18
Eugene A Depasquale,,8,18
Total,199,184,18
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,19
,Jason T Dawkins,Eugene A Depasquale,19
Jason T Dawkins,25,137,19
Eugene A Depasquale,,10,19
Total,162,147,19
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,20
,Jason T Dawkins,Eugene A Depasquale,20
Jason T Dawkins,20,180,20
Eugene A Depasquale,,6,20
Total,200,186,20
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,21
,Jason T Dawkins,Eugene A Depasquale,21
Jason T Dawkins,20,88,21
Eugene A Depasquale,,2,21
Total,108,90,21
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,24
,Jason T Dawkins,Eugene A Depasquale,24
Jason T Dawkins,21,156,24
Eugene A Depasquale,,4,24
Total,177,160,24
,Representative In The General Assembly 179th District - Democrat,Auditor General - Democrat,25
,Jason T Dawkins,Eugene A Depasquale,25
Jason T Dawkins,24,117,25
Eugene A Depasquale,,3,25
Total,141,120,25
