col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Betsy May Kilkenny,Mike Stack,Michael J Rahming,Val Arkoosh,Mark B Cohen,Elaine Tomlin,Louis Farinella,Charles Quann,Henry Albert,Linda A Fields,Melissa Robbins,W Gerard Oleksiak,Bev Hahn,All
Hillary Clinton,696,0,0,"2,643","1,807","1,664",448,"1,688",396,"1,479","1,421","1,390",199,200,180,"1,230",120,All
Bernie Sanders,,512,0,686,326,436,"1,652",257,"1,410",247,178,158,"1,288","1,252","1,238",130,"1,176",All
Roque Rocky De La Fuente,,,35,22,14,13,23,11,15,12,8,9,15,10,14,7,15,All
Allyson Y Schwartz,,,,27,"1,920","1,827",766,"1,806",759,"1,619","1,505","1,465",512,504,488,"1,281",392,All
Betsy May Kilkenny,,,,,0,"1,512",576,"1,675",490,"1,524","1,414","1,409",317,317,300,"1,230",227,All
Mike Stack,,,,,,15,500,"1,399",605,"1,449","1,356","1,301",412,423,417,"1,215",335,All
Michael J Rahming,,,,,,,2,553,"1,381",445,378,343,"1,281","1,176","1,179",247,"1,131",All
Val Arkoosh,,,,,,,,3,434,"1,391","1,365","1,352",278,246,243,"1,188",192,All
Mark B Cohen,,,,,,,,,2,477,393,345,"1,343","1,239","1,217",270,"1,146",All
Elaine Tomlin,,,,,,,,,,0,"1,369","1,359",315,311,305,"1,194",232,All
Louis Farinella,,,,,,,,,,,1,"1,318",247,208,210,"1,147",164,All
Charles Quann,,,,,,,,,,,,0,219,190,190,"1,167",138,All
Henry Albert,,,,,,,,,,,,,2,"1,227","1,206",188,"1,159",All
Linda A Fields,,,,,,,,,,,,,,1,"1,243",172,"1,193",All
Melissa Robbins,,,,,,,,,,,,,,,0,167,"1,195",All
W Gerard Oleksiak,,,,,,,,,,,,,,,,0,125,All
Bev Hahn,,,,,,,,,,,,,,,,,0,All
Total,"3,688","2,769",81,"3,420","2,176","2,161","2,144","1,982","1,851","1,758","1,624","1,578","1,521","1,482","1,452","1,377","1,327",All
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,1
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Mike Stack,Betsy May Kilkenny,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,Michael J Rahming,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Linda A Fields,Bev Hahn,Melissa Robbins,1
Hillary Clinton,13,0,0,44,29,29,28,23,24,21,3,4,20,3,1,0,2,1
Bernie Sanders,,5,0,11,4,3,3,2,0,2,19,16,1,15,15,14,12,1
Roque Rocky De La Fuente,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allyson Y Schwartz,,,,0,29,28,28,26,22,23,5,8,20,7,5,4,5,1
Mike Stack,,,,,0,25,24,26,22,21,2,5,19,5,4,3,5,1
Betsy May Kilkenny,,,,,,0,26,24,23,20,4,4,19,4,2,1,3,1
Val Arkoosh,,,,,,,0,20,22,22,5,6,19,6,4,3,4,1
Elaine Tomlin,,,,,,,,0,20,18,1,3,19,3,2,1,3,1
Charles Quann,,,,,,,,,0,18,1,3,19,3,1,0,2,1
Louis Farinella,,,,,,,,,,0,3,4,16,3,2,2,2,1
Michael J Rahming,,,,,,,,,,,0,15,2,15,13,13,10,1
Mark B Cohen,,,,,,,,,,,,0,3,18,15,15,12,1
W Gerard Oleksiak,,,,,,,,,,,,,0,3,2,1,3,1
Henry Albert,,,,,,,,,,,,,,0,15,15,12,1
Linda A Fields,,,,,,,,,,,,,,,0,14,13,1
Bev Hahn,,,,,,,,,,,,,,,,0,12,1
Melissa Robbins,,,,,,,,,,,,,,,,,0,1
Total,65,36,1,57,36,33,31,27,24,23,23,21,21,19,16,15,15,1
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,2
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Mike Stack,Betsy May Kilkenny,Michael J Rahming,Charles Quann,Elaine Tomlin,Louis Farinella,Val Arkoosh,Mark B Cohen,W Gerard Oleksiak,Henry Albert,Bev Hahn,Linda A Fields,Melissa Robbins,2
Hillary Clinton,16,0,0,34,23,22,5,21,19,21,19,3,16,0,1,1,1,2
Bernie Sanders,,5,0,7,8,3,18,1,3,1,2,16,3,17,14,14,14,2
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allyson Y Schwartz,,,,0,25,19,7,20,21,20,19,6,18,4,4,5,5,2
Mike Stack,,,,,0,19,8,20,21,20,18,8,19,6,6,7,7,2
Betsy May Kilkenny,,,,,,0,6,19,18,19,19,3,16,1,2,2,2,2
Michael J Rahming,,,,,,,0,4,7,4,6,14,5,14,13,12,12,2
Charles Quann,,,,,,,,0,18,20,18,4,17,1,1,2,2,2
Elaine Tomlin,,,,,,,,,0,19,17,5,17,3,4,4,4,2
Louis Farinella,,,,,,,,,,0,17,4,17,1,2,2,2,2
Val Arkoosh,,,,,,,,,,,0,3,17,2,1,3,2,2
Mark B Cohen,,,,,,,,,,,,0,4,16,15,14,15,2
W Gerard Oleksiak,,,,,,,,,,,,,0,3,2,4,3,2
Henry Albert,,,,,,,,,,,,,,0,14,14,14,2
Bev Hahn,,,,,,,,,,,,,,,0,13,14,2
Linda A Fields,,,,,,,,,,,,,,,,0,14,2
Melissa Robbins,,,,,,,,,,,,,,,,,0,2
Total,57,32,0,41,31,25,23,22,22,22,21,19,19,17,15,15,15,2
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,3
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Michael J Rahming,Mike Stack,Betsy May Kilkenny,Val Arkoosh,Mark B Cohen,Henry Albert,Melissa Robbins,Charles Quann,Elaine Tomlin,Linda A Fields,Louis Farinella,W Gerard Oleksiak,Bev Hahn,3
Hillary Clinton,25,0,0,86,19,57,62,55,16,13,9,47,48,8,48,46,4,3
Bernie Sanders,,16,0,26,55,16,9,8,43,45,45,6,5,44,5,6,42,3
Roque Rocky De La Fuente,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Allyson Y Schwartz,,,,0,33,64,63,60,29,29,24,49,50,24,47,47,20,3
Michael J Rahming,,,,,0,23,22,21,48,46,43,13,15,42,13,14,41,3
Mike Stack,,,,,,0,53,45,20,22,19,43,47,16,44,45,16,3
Betsy May Kilkenny,,,,,,,0,56,19,17,13,44,47,11,44,46,9,3
Val Arkoosh,,,,,,,,0,16,12,9,43,43,9,41,46,5,3
Mark B Cohen,,,,,,,,,0,50,44,12,14,46,11,14,40,3
Henry Albert,,,,,,,,,,0,50,10,11,49,9,12,45,3
Melissa Robbins,,,,,,,,,,,0,11,9,46,9,9,44,3
Charles Quann,,,,,,,,,,,,0,41,5,43,42,3,3
Elaine Tomlin,,,,,,,,,,,,,0,8,41,41,8,3
Linda A Fields,,,,,,,,,,,,,,0,7,8,44,3
Louis Farinella,,,,,,,,,,,,,,,0,38,5,3
W Gerard Oleksiak,,,,,,,,,,,,,,,,0,4,3
Bev Hahn,,,,,,,,,,,,,,,,,0,3
Total,124,85,1,113,75,73,72,64,60,59,55,53,53,53,53,52,47,3
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,4
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Mike Stack,Betsy May Kilkenny,Michael J Rahming,Mark B Cohen,Linda A Fields,Melissa Robbins,Elaine Tomlin,Louis Farinella,Val Arkoosh,Bev Hahn,Henry Albert,Charles Quann,W Gerard Oleksiak,4
Hillary Clinton,11,0,0,58,46,46,9,9,4,2,35,37,37,3,2,32,27,4
Bernie Sanders,,16,0,11,11,7,42,37,36,37,5,3,2,34,35,4,4,4
Roque Rocky De La Fuente,,,4,2,1,1,2,2,1,2,1,1,1,1,1,2,0,4
Allyson Y Schwartz,,,,0,49,47,14,17,7,6,37,36,36,5,6,34,26,4
Mike Stack,,,,,0,41,12,13,6,6,37,35,32,8,6,33,25,4
Betsy May Kilkenny,,,,,,0,15,12,8,6,35,36,38,6,5,34,28,4
Michael J Rahming,,,,,,,0,39,37,36,12,10,9,35,35,12,5,4
Mark B Cohen,,,,,,,,0,35,34,12,11,5,32,35,10,6,4
Linda A Fields,,,,,,,,,0,38,7,8,3,36,34,6,5,4
Melissa Robbins,,,,,,,,,,0,7,6,2,36,34,6,5,4
Elaine Tomlin,,,,,,,,,,,0,34,28,8,7,33,25,4
Louis Farinella,,,,,,,,,,,,0,31,6,5,33,28,4
Val Arkoosh,,,,,,,,,,,,,0,3,1,31,24,4
Bev Hahn,,,,,,,,,,,,,,0,32,7,4,4
Henry Albert,,,,,,,,,,,,,,,0,5,5,4
Charles Quann,,,,,,,,,,,,,,,,0,26,4
W Gerard Oleksiak,,,,,,,,,,,,,,,,,0,4
Total,77,74,6,72,59,54,54,49,42,42,41,41,40,39,39,38,31,4
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,5
,Bernie Sanders,Hillary Clinton,Roque Rocky De La Fuente,Allyson Y Schwartz,Michael J Rahming,Mark B Cohen,Linda A Fields,Melissa Robbins,Bev Hahn,Henry Albert,Betsy May Kilkenny,Mike Stack,Val Arkoosh,Elaine Tomlin,Charles Quann,W Gerard Oleksiak,Louis Farinella,5
Bernie Sanders,16,0,0,18,49,44,44,45,43,40,12,11,7,9,5,5,3,5
Hillary Clinton,,4,0,47,5,5,3,2,2,5,26,28,26,20,22,20,20,5
Roque Rocky De La Fuente,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Allyson Y Schwartz,,,,0,15,12,11,10,9,11,31,30,30,27,26,22,23,5
Michael J Rahming,,,,,0,41,38,40,37,39,10,12,10,9,6,5,6,5
Mark B Cohen,,,,,,0,40,39,38,41,8,11,7,9,6,5,4,5
Linda A Fields,,,,,,,0,43,41,38,6,11,5,7,3,6,2,5
Melissa Robbins,,,,,,,,0,41,38,6,10,4,7,3,5,1,5
Bev Hahn,,,,,,,,,0,36,5,11,3,5,3,4,1,5
Henry Albert,,,,,,,,,,0,8,11,8,8,6,4,5,5
Betsy May Kilkenny,,,,,,,,,,,0,24,26,26,25,19,21,5
Mike Stack,,,,,,,,,,,,0,24,22,23,21,21,5
Val Arkoosh,,,,,,,,,,,,,0,22,21,19,22,5
Elaine Tomlin,,,,,,,,,,,,,,0,24,20,20,5
Charles Quann,,,,,,,,,,,,,,,0,20,21,5
W Gerard Oleksiak,,,,,,,,,,,,,,,,0,17,5
Louis Farinella,,,,,,,,,,,,,,,,,0,5
Total,86,57,0,66,54,49,47,47,45,45,39,39,33,29,27,25,23,5
,President Of The United States - Democrat,,,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,6
,Hillary Clinton,Bernie Sanders,Roque Rocky De La Fuente,Allyson Y Schwartz,Betsy May Kilkenny,Michael J Rahming,Val Arkoosh,Mark B Cohen,Henry Albert,Mike Stack,Linda A Fields,Elaine Tomlin,Louis Farinella,Charles Quann,Melissa Robbins,Bev Hahn,W Gerard Oleksiak,6
Hillary Clinton,20,0,0,45,37,8,36,8,3,27,4,25,27,24,3,2,20,6
Bernie Sanders,,9,0,14,6,36,5,30,30,4,27,4,2,3,25,24,0,6
Roque Rocky De La Fuente,,,0,0,2,0,0,1,1,1,0,1,0,1,0,1,1,6
Allyson Y Schwartz,,,,0,36,11,35,16,11,25,10,28,29,25,8,7,20,6
Betsy May Kilkenny,,,,,0,11,34,12,8,24,8,27,27,27,5,6,21,6
Michael J Rahming,,,,,,0,8,29,26,6,23,8,7,6,22,23,4,6
Val Arkoosh,,,,,,,0,10,7,23,7,26,24,26,5,5,19,6
Mark B Cohen,,,,,,,,0,30,10,25,11,9,9,23,22,7,6
Henry Albert,,,,,,,,,0,7,25,7,5,6,23,22,2,6
Mike Stack,,,,,,,,,,1,7,23,23,22,5,4,19,6
Linda A Fields,,,,,,,,,,,0,5,5,6,25,23,2,6
Elaine Tomlin,,,,,,,,,,,,0,23,24,4,5,20,6
