col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Mike Stack,Mark B Cohen,Charles Quann,Louis Farinella,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Allyson Y Schwartz,95,"1,656","1,587",662,"1,315","1,262",588,"1,244","1,218","1,060",355,372,334,267,"1,142",678,399,436,All
Betsy May Kilkenny,,19,"1,509",513,"1,213","1,112",404,"1,158","1,139","1,014",232,241,214,159,865,420,213,229,All
Val Arkoosh,,,5,482,"1,137","1,076",334,"1,130","1,110",997,193,192,155,135,790,404,202,227,All
Michael J Rahming,,,,47,352,286,916,327,289,197,809,759,725,671,521,439,335,250,All
Elaine Tomlin,,,,,4,"1,119",378,"1,166","1,143","1,009",224,235,203,159,763,361,121,99,All
Mike Stack,,,,,,5,341,"1,059","1,049","1,011",189,218,198,157,725,380,108,74,All
Mark B Cohen,,,,,,,16,334,315,212,851,788,751,679,479,464,212,117,All
Charles Quann,,,,,,,,1,"1,122",997,203,204,179,129,718,336,119,101,All
Louis Farinella,,,,,,,,,38,984,171,163,140,104,700,332,105,92,All
W Gerard Oleksiak,,,,,,,,,,1,113,126,106,97,635,274,95,66,All
Henry Albert,,,,,,,,,,,0,757,718,669,330,312,176,89,All
Linda A Fields,,,,,,,,,,,,4,727,694,351,297,168,84,All
Melissa Robbins,,,,,,,,,,,,,2,692,329,285,156,66,All
Bev Hahn,,,,,,,,,,,,,,1,282,259,142,57,All
Katie Mcginty,,,,,,,,,,,,,,,164,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,128,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,60,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,62,All
Total,"2,916","1,893","1,772","1,674","1,428","1,370","1,364","1,357","1,353","1,146",966,955,883,783,"1,775","1,216",820,726,All
,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Allyson Y Schwartz,Mark B Cohen,Michael J Rahming,Melissa Robbins,Linda A Fields,Betsy May Kilkenny,Henry Albert,Val Arkoosh,Mike Stack,Bev Hahn,Louis Farinella,Charles Quann,Elaine Tomlin,W Gerard Oleksiak,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Allyson Y Schwartz,3,20,25,16,14,49,16,47,45,13,38,35,36,33,32,26,11,15,1
Mark B Cohen,,0,47,48,49,12,49,10,19,43,9,8,8,7,24,28,14,8,1
Michael J Rahming,,,2,48,44,19,46,18,15,44,9,10,9,9,25,17,17,11,1
