col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Eugene A Depasquale,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Maria Quinones Sanchez,Leanne Krueger Braneky,Ryan N Boyer,Jennifer Lentz,Angel Cruz,Cathy Brady,Amanda Mcillmurray,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Eugene A Depasquale,86,767,590,579,491,473,457,438,441,447,412,418,422,385,380,355,338,All
Thaddeus Kirkland,,66,655,188,190,528,498,491,493,483,462,473,105,430,79,72,70,All
Blake Rutherford,,,29,158,158,480,447,442,469,459,429,448,82,417,56,48,47,All
H Douglass Brown,,,,48,521,96,83,91,85,99,75,71,436,51,400,378,364,All
Peter Cutty,,,,,12,96,87,88,85,106,82,68,412,60,385,363,364,All
Anne Wakabayashi,,,,,,3,488,481,481,479,441,454,98,426,77,62,62,All
Maria Quinones Sanchez,,,,,,,1,468,444,446,453,450,91,439,79,76,74,All
Leanne Krueger Braneky,,,,,,,,2,439,448,429,436,91,419,78,65,68,All
Ryan N Boyer,,,,,,,,,7,461,432,444,85,423,70,52,53,All
Jennifer Lentz,,,,,,,,,,4,442,434,98,418,82,72,70,All
Angel Cruz,,,,,,,,,,,3,431,77,427,76,68,64,All
Cathy Brady,,,,,,,,,,,,1,74,415,56,50,45,All
Amanda Mcillmurray,,,,,,,,,,,,,4,51,409,390,373,All
Ted Kirsch,,,,,,,,,,,,,,1,54,46,49,All
Kat Richter,,,,,,,,,,,,,,,0,371,366,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,354,All
Jacob Adeniran,,,,,,,,,,,,,,,,,0,All
Total,"1,373",990,753,725,595,589,575,550,550,549,517,514,494,481,443,416,397,All
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Eugene A Depasquale,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Thaddeus Kirkland,Blake Rutherford,Maria Quinones Sanchez,Anne Wakabayashi,Jennifer Lentz,Leanne Krueger Braneky,Ted Kirsch,Angel Cruz,Ryan N Boyer,Cathy Brady,1
Eugene A Depasquale,8,130,120,123,118,114,110,81,62,66,65,61,57,57,54,55,50,1
H Douglass Brown,,5,129,128,125,118,118,17,12,22,19,19,14,17,15,16,8,1
Peter Cutty,,,2,125,118,116,115,20,15,23,19,19,14,18,18,12,8,1
Amanda Mcillmurray,,,,0,128,123,121,17,14,27,21,20,14,19,18,14,11,1
Kat Richter,,,,,0,121,119,13,8,25,21,19,16,19,15,16,9,1
Katherine Hunter Snyder,,,,,,0,113,16,9,24,18,18,15,15,16,12,11,1
Jacob Adeniran,,,,,,,0,15,10,23,21,20,17,19,17,13,10,1
Thaddeus Kirkland,,,,,,,,4,69,59,60,56,57,52,55,54,54,1
Blake Rutherford,,,,,,,,,1,54,55,54,51,50,48,51,51,1
Maria Quinones Sanchez,,,,,,,,,,0,59,55,54,54,56,52,52,1
Anne Wakabayashi,,,,,,,,,,,0,56,56,54,51,53,52,1
Jennifer Lentz,,,,,,,,,,,,0,57,53,53,53,49,1
Leanne Krueger Braneky,,,,,,,,,,,,,1,51,46,49,50,1
Ted Kirsch,,,,,,,,,,,,,,0,51,52,46,1
Angel Cruz,,,,,,,,,,,,,,,1,46,46,1
Ryan N Boyer,,,,,,,,,,,,,,,,0,46,1
Cathy Brady,,,,,,,,,,,,,,,,,0,1
Total,222,156,143,142,135,131,125,100,79,79,75,72,69,67,65,65,60,1
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Eugene A Depasquale,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Maria Quinones Sanchez,Ryan N Boyer,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,2
Eugene A Depasquale,9,144,109,97,97,94,94,93,89,88,85,52,44,30,29,23,21,2
Thaddeus Kirkland,,8,111,99,101,97,96,94,91,91,87,22,24,10,8,6,4,2
Blake Rutherford,,,7,92,91,86,91,82,84,85,81,18,16,8,7,4,1,2
Jennifer Lentz,,,,0,95,89,95,88,87,90,85,16,18,14,11,9,5,2
Anne Wakabayashi,,,,,0,95,94,90,87,89,86,6,9,7,5,3,1,2
Maria Quinones Sanchez,,,,,,0,89,90,89,89,88,8,10,7,6,7,2,2
Ryan N Boyer,,,,,,,0,87,90,89,87,10,12,9,9,7,3,2
Leanne Krueger Braneky,,,,,,,,1,83,86,85,13,12,11,10,7,7,2
Cathy Brady,,,,,,,,,0,88,83,9,11,8,8,6,3,2
Angel Cruz,,,,,,,,,,0,87,7,11,5,6,6,4,2
Ted Kirsch,,,,,,,,,,,0,4,7,4,5,5,2,2
H Douglass Brown,,,,,,,,,,,,6,40,31,27,22,22,2
Peter Cutty,,,,,,,,,,,,,1,26,24,19,20,2
Amanda Mcillmurray,,,,,,,,,,,,,,0,28,22,21,2
Kat Richter,,,,,,,,,,,,,,,0,22,21,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,19,2
Jacob Adeniran,,,,,,,,,,,,,,,,,0,2
Total,194,161,126,105,104,103,101,100,96,95,91,64,48,33,30,25,22,2
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
,Eugene A Depasquale,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,H Douglass Brown,Ryan N Boyer,Angel Cruz,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ted Kirsch,Peter Cutty,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,3
Eugene A Depasquale,9,69,54,53,48,43,47,44,45,42,40,39,36,32,29,27,23,3
Thaddeus Kirkland,,6,63,58,51,11,51,49,51,47,44,44,15,7,7,4,5,3
Blake Rutherford,,,2,51,43,10,47,45,46,43,40,42,13,7,5,3,4,3
Anne Wakabayashi,,,,1,55,10,57,52,53,47,50,46,13,9,10,6,7,3
Maria Quinones Sanchez,,,,,0,5,48,50,45,46,47,45,8,6,6,5,7,3
H Douglass Brown,,,,,,5,9,7,6,5,4,5,41,34,32,31,26,3
Ryan N Boyer,,,,,,,0,48,50,46,43,44,11,9,11,6,7,3
Angel Cruz,,,,,,,,1,46,44,44,45,9,6,6,5,5,3
Jennifer Lentz,,,,,,,,,1,43,42,42,9,6,8,5,6,3
Cathy Brady,,,,,,,,,,1,40,42,7,5,6,3,4,3
Leanne Krueger Braneky,,,,,,,,,,,0,40,6,4,5,2,3,3
Ted Kirsch,,,,,,,,,,,,0,7,4,6,5,5,3
Peter Cutty,,,,,,,,,,,,,1,33,33,29,28,3
Amanda Mcillmurray,,,,,,,,,,,,,,1,31,30,26,3
Kat Richter,,,,,,,,,,,,,,,0,28,26,3
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,26,3
Jacob Adeniran,,,,,,,,,,,,,,,,,0,3
Total,125,96,72,68,62,59,59,58,57,53,51,50,49,41,37,34,30,3
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
,Eugene A Depasquale,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Anne Wakabayashi,Leanne Krueger Braneky,Ryan N Boyer,Amanda Mcillmurray,Cathy Brady,Maria Quinones Sanchez,Angel Cruz,Jennifer Lentz,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,4
