col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Attorney General - Republican,,Delegate To The Republican National Convention 13th District,,,,,,,All
,John Rafferty,Joe Peters,Gilbert Cox,Tom Ellis,Shannon Oscar,Michael J Mcmonagle,Lauren E Casper,Pam Levy,Alan Apt,All
John Rafferty,45,0,73,69,68,59,54,58,34,All
Joe Peters,,14,29,17,30,25,12,22,21,All
Gilbert Cox,,,2,57,35,13,51,15,31,All
Tom Ellis,,,,3,11,28,56,25,8,All
Shannon Oscar,,,,,2,22,19,38,39,All
Michael J Mcmonagle,,,,,,3,18,36,8,All
Lauren E Casper,,,,,,,3,13,5,All
Pam Levy,,,,,,,,1,18,All
Alan Apt,,,,,,,,,1,All
Total,230,84,126,112,103,95,92,87,59,All
,Attorney General - Republican,,Delegate To The Republican National Convention 13th District,,,,,,,1
,John Rafferty,Joe Peters,Gilbert Cox,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Lauren E Casper,Pam Levy,Tom Ellis,1
John Rafferty,1,0,2,0,1,1,0,0,0,1
Joe Peters,,0,0,1,1,0,0,1,0,1
Gilbert Cox,,,0,0,1,1,0,0,0,1
Michael J Mcmonagle,,,,0,1,0,1,1,1,1
Shannon Oscar,,,,,0,1,0,1,0,1
Alan Apt,,,,,,0,0,0,0,1
Lauren E Casper,,,,,,,0,0,1,1
Pam Levy,,,,,,,,0,0,1
Tom Ellis,,,,,,,,,0,1
Total,3,1,2,2,2,1,1,1,1,1
,Attorney General - Republican,,Delegate To The Republican National Convention 13th District,,,,,,,2
,Joe Peters,John Rafferty,Michael J Mcmonagle,Tom Ellis,Gilbert Cox,Lauren E Casper,Pam Levy,Shannon Oscar,Alan Apt,2
Joe Peters,2,0,2,1,1,1,1,1,1,2
John Rafferty,,1,3,1,2,1,2,1,0,2
Michael J Mcmonagle,,,0,1,0,1,2,1,0,2
Tom Ellis,,,,2,1,2,1,0,0,2
Gilbert Cox,,,,,0,2,0,0,1,2
Lauren E Casper,,,,,,0,0,0,1,2
Pam Levy,,,,,,,0,1,0,2
Shannon Oscar,,,,,,,,0,0,2
Alan Apt,,,,,,,,,0,2
