col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Attorney General - Democrat,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Morgan Cephas,Steven Jones,Lynwood W Savage,Edwin Santana,Jess Johnson,All
Josh Shapiro,586,0,0,"3,710","1,772",829,"1,039",520,All
Stephen A Zappala Jr,,516,0,"2,567",917,"1,321",658,372,All
John Morganelli,,,117,466,587,116,152,114,All
Morgan Cephas,,,,700,0,0,0,0,All
Steven Jones,,,,,305,0,0,0,All
Lynwood W Savage,,,,,,203,0,0,All
Edwin Santana,,,,,,,275,0,All
Jess Johnson,,,,,,,,121,All
Total,"8,456","6,351","1,552","7,443","3,581","2,469","2,124","1,127",All
