col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,division
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,0,20,12,8,5,4,2,4
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,4,3,3,4
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,4
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,4
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,4
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,99,71,68,62,60,54,51,48,45,45,44,42,41,40,40,39,39,36,35,35,34,33,32,25,76,42,20,16,11,4
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,5
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Vincent Hughes,Yasmeen Kaboud,Ken Washington,Lou Agre,Nicole Allen White,Mary Jo Daley,Blondell Reynolds Brown,Heather A Steinmiller,Michelle W Singer,Carol Rose Fleischman,Ariana Flores Gordon,Mark Aronchick,Joe Foster,Gwen Snyder,Sherrie Cohen,Hamdi Soysal,Tonya Diane Bah,William Leopold,Margaret Lenzi,Waleed Shahid,Morgan Cephas,Steven Jones,Jess Johnson,Edwin Santana,Lynwood W Savage,5
Cindy Bass,4,62,62,53,53,18,54,19,48,51,43,46,43,14,14,43,36,11,12,12,9,10,8,6,49,33,10,9,2,5
Katherine J Gilmore,,0,59,54,50,15,50,11,43,47,40,46,45,9,10,43,39,9,11,7,8,7,6,3,37,20,8,9,1,5
Malcolm Kenyatta,,,0,51,50,17,48,15,47,46,42,44,45,14,14,41,38,10,12,11,10,11,9,7,36,19,5,10,2,5
Jerry T Jordan,,,,0,48,15,44,15,42,43,35,42,39,7,8,38,37,9,8,8,9,8,7,7,35,11,7,7,1,5
Vincent Hughes,,,,,1,15,50,10,48,41,46,47,43,12,15,40,39,12,11,11,10,11,8,7,31,13,5,8,3,5
Yasmeen Kaboud,,,,,,0,16,39,14,9,11,9,7,34,36,7,8,34,32,31,27,31,28,30,31,13,9,9,2,5
Ken Washington,,,,,,,0,12,46,46,37,45,42,12,14,41,35,11,12,9,11,10,7,8,30,10,7,9,3,5
Lou Agre,,,,,,,,0,14,8,8,7,7,34,34,7,5,33,29,31,31,29,30,29,30,15,8,7,1,5
Nicole Allen White,,,,,,,,,0,40,41,45,44,12,14,39,38,12,13,11,13,11,10,9,29,14,3,5,3,5
Mary Jo Daley,,,,,,,,,,0,33,38,40,5,5,39,36,7,9,5,7,5,7,5,28,13,3,8,2,5
Blondell Reynolds Brown,,,,,,,,,,,0,39,37,10,10,36,32,9,10,9,7,7,8,3,29,11,3,5,2,5
Heather A Steinmiller,,,,,,,,,,,,0,43,9,8,37,36,5,9,5,6,5,5,5,24,11,5,6,2,5
Michelle W Singer,,,,,,,,,,,,,0,6,7,38,37,5,8,6,6,7,6,5,24,11,3,6,2,5
Carol Rose Fleischman,,,,,,,,,,,,,,0,40,3,7,36,32,34,32,31,32,30,22,9,6,9,1,5
Ariana Flores Gordon,,,,,,,,,,,,,,,0,6,7,35,34,36,31,33,30,30,19,10,6,9,2,5
Mark Aronchick,,,,,,,,,,,,,,,,0,30,5,7,6,5,5,3,1,24,10,3,5,2,5
Joe Foster,,,,,,,,,,,,,,,,,0,6,7,5,6,7,7,5,24,11,2,3,0,5
Gwen Snyder,,,,,,,,,,,,,,,,,,0,31,33,32,31,32,31,16,8,7,9,1,5
Sherrie Cohen,,,,,,,,,,,,,,,,,,,1,29,29,29,30,29,18,7,6,7,2,5
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,0,28,29,28,29,18,8,7,6,0,5
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,30,30,27,17,6,6,7,1,5
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,29,30,19,5,5,7,1,5
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,30,17,6,6,7,1,5
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,17,6,5,7,2,5
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,5
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,5
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,5
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
Total,114,84,79,66,66,64,63,61,59,58,52,52,50,49,48,48,46,42,42,41,38,38,37,37,112,54,30,21,5,5
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,Representative In The General Assembly 192nd District - Democrat,,,,,6
,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Mark Aronchick,Vincent Hughes,Ken Washington,Mary Jo Daley,Blondell Reynolds Brown,Michelle W Singer,Lou Agre,Nicole Allen White,Heather A Steinmiller,Joe Foster,Yasmeen Kaboud,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Tonya Diane Bah,Hamdi Soysal,William Leopold,Margaret Lenzi,Waleed Shahid,Morgan Cephas,Steven Jones,Jess Johnson,Lynwood W Savage,Edwin Santana,6
Cindy Bass,2,81,77,73,59,56,59,53,49,50,22,50,47,43,16,11,11,10,9,6,7,5,6,2,50,22,19,16,8,6
Katherine J Gilmore,,0,75,69,54,53,53,46,48,47,14,43,45,43,13,8,7,6,3,2,6,2,4,2,43,15,16,14,5,6
Malcolm Kenyatta,,,1,68,57,55,54,50,50,49,12,47,45,44,14,10,9,6,4,5,5,4,5,3,42,11,19,14,4,6
Jerry T Jordan,,,,0,53,49,49,46,43,44,16,45,41,43,13,9,8,5,5,4,2,4,4,1,36,13,12,13,6,6
Mark Aronchick,,,,,0,51,54,53,46,47,7,49,46,46,7,8,6,4,4,4,1,3,4,2,28,6,11,12,5,6
Vincent Hughes,,,,,,0,52,47,52,51,6,47,46,43,5,8,7,7,5,4,5,4,6,2,32,3,12,10,6,6
Ken Washington,,,,,,,0,51,46,48,7,50,45,43,5,8,7,7,6,5,3,3,4,1,26,6,12,11,4,6
Mary Jo Daley,,,,,,,,0,44,44,8,48,42,42,7,11,7,6,5,9,3,3,4,2,26,5,11,10,5,6
Blondell Reynolds Brown,,,,,,,,,0,43,6,43,42,40,5,9,7,7,4,4,4,3,4,2,27,4,9,11,3,6
Michelle W Singer,,,,,,,,,,0,4,48,45,40,5,7,6,4,5,5,2,2,3,3,27,4,12,7,4,6
Lou Agre,,,,,,,,,,,0,5,2,4,34,28,26,23,21,22,21,19,18,18,25,11,6,6,4,6
Nicole Allen White,,,,,,,,,,,,0,44,43,5,8,6,4,4,6,0,3,3,3,23,5,10,9,5,6
Heather A Steinmiller,,,,,,,,,,,,,0,38,4,3,1,3,1,3,2,1,2,0,23,5,10,7,4,6
Joe Foster,,,,,,,,,,,,,,0,4,6,2,2,1,4,0,2,4,2,22,4,8,9,3,6
Yasmeen Kaboud,,,,,,,,,,,,,,,0,24,25,19,18,18,20,19,15,16,15,5,11,6,4,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,26,21,19,23,22,19,18,17,11,6,5,7,5,6
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,23,22,19,20,20,17,16,13,4,4,6,4,6
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,22,17,21,18,17,15,9,5,4,4,4,6
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,17,17,19,15,16,10,5,3,2,4,6
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,0,16,18,17,17,8,7,3,3,4,6
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,17,16,13,8,3,4,4,4,6
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,17,16,7,4,2,4,5,6
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,14,8,3,2,2,6,6
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,2,3,5,6
Morgan Cephas,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,6
Steven Jones,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,6
Jess Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,6
Lynwood W Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6
Total,121,97,94,83,65,65,62,61,56,56,55,55,50,48,44,35,33,28,26,26,24,23,22,21,113,34,32,27,17,6
,Representative In The General Assembly 192nd District - Democrat,,,,,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,9
,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Mary Jo Daley,Ken Washington,Vincent Hughes,Mark Aronchick,Michelle W Singer,Blondell Reynolds Brown,Heather A Steinmiller,Yasmeen Kaboud,Joe Foster,Nicole Allen White,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Gwen Snyder,Hamdi Soysal,William Leopold,Tonya Diane Bah,Margaret Lenzi,Carol Rose Fleischman,Waleed Shahid,9
Morgan Cephas,14,0,0,0,0,79,70,61,64,58,57,53,51,50,50,51,44,46,48,42,30,27,24,25,27,24,25,22,21,9
Steven Jones,,2,0,0,0,13,12,10,8,8,8,9,7,10,4,6,16,5,6,12,9,11,9,9,10,8,7,9,9,9
Edwin Santana,,,3,0,0,17,11,9,9,11,11,12,11,9,12,8,12,9,9,5,7,7,6,5,5,6,6,4,5,9
Lynwood W Savage,,,,2,0,10,9,10,9,10,9,9,9,8,8,8,0,9,7,0,2,0,1,0,0,0,0,0,0,9
Jess Johnson,,,,,1,4,3,3,3,3,3,1,3,2,1,2,1,1,1,2,1,0,0,0,0,1,0,0,1,9
Cindy Bass,,,,,,3,93,84,89,85,84,76,80,75,74,76,21,72,69,17,16,16,12,11,13,12,11,10,8,9
Malcolm Kenyatta,,,,,,,2,81,86,84,79,75,75,75,70,73,24,65,65,15,15,18,13,15,15,12,13,11,10,9
Katherine J Gilmore,,,,,,,,1,77,73,70,66,68,67,61,64,17,58,57,7,11,13,7,8,8,8,6,6,5,9
Jerry T Jordan,,,,,,,,,0,79,78,68,74,71,67,69,18,64,60,14,12,12,9,10,11,7,9,8,6,9
Mary Jo Daley,,,,,,,,,,0,80,72,80,77,66,74,18,66,65,12,13,14,10,10,11,8,10,7,7,9
Ken Washington,,,,,,,,,,,0,74,79,77,71,72,14,69,68,11,10,10,7,5,7,8,7,6,4,9
Vincent Hughes,,,,,,,,,,,,0,69,72,74,69,18,66,69,10,11,13,10,10,11,11,10,6,5,9
Mark Aronchick,,,,,,,,,,,,,0,75,66,71,10,66,62,7,8,7,5,5,6,5,5,4,3,9
Michelle W Singer,,,,,,,,,,,,,,0,66,72,10,65,65,6,6,7,4,2,5,6,5,1,3,9
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,65,16,67,66,8,11,9,9,8,6,8,7,4,4,9
Heather A Steinmiller,,,,,,,,,,,,,,,,0,11,63,63,9,8,7,7,4,7,7,6,3,5,9
Yasmeen Kaboud,,,,,,,,,,,,,,,,,0,11,12,45,36,36,35,37,34,32,30,30,31,9
Joe Foster,,,,,,,,,,,,,,,,,,0,65,7,8,6,7,5,7,6,6,2,4,9
Nicole Allen White,,,,,,,,,,,,,,,,,,,0,9,11,9,8,6,9,9,9,6,4,9
Lou Agre,,,,,,,,,,,,,,,,,,,,1,36,33,33,35,34,32,31,29,31,9
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,,,,0,37,37,37,35,34,33,32,34,9
