col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,All
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,All
Chaka Fattah,149,0,0,0,968,575,159,150,121,All
Dwight Evans,,101,0,0,533,485,157,102,64,All
Brian Anthony Gordon,,,15,0,99,131,23,12,29,All
Dan Muroff,,,,7,28,15,10,7,7,All
Morgan Cephas,,,,,107,0,0,0,0,All
Steven Jones,,,,,,135,0,0,0,All
Edwin Santana,,,,,,,25,0,0,All
Lynwood W Savage,,,,,,,,14,0,All
Jess Johnson,,,,,,,,,11,All
Total,"2,122","1,442",309,74,"1,735","1,341",374,285,232,All
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,5
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Lynwood W Savage,Morgan Cephas,Steven Jones,Edwin Santana,Jess Johnson,5
Chaka Fattah,6,0,0,0,46,46,16,9,2,5
Dwight Evans,,3,0,0,29,30,10,8,2,5
Brian Anthony Gordon,,,1,0,3,5,7,0,1,5
Dan Muroff,,,,1,2,1,2,3,0,5
Lynwood W Savage,,,,,5,0,0,0,0,5
Morgan Cephas,,,,,,2,0,0,0,5
Steven Jones,,,,,,,1,0,0,5
Edwin Santana,,,,,,,,3,0,5
Jess Johnson,,,,,,,,,0,5
Total,125,82,17,9,85,84,36,23,5,5
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,14
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,14
Chaka Fattah,6,0,0,0,48,34,25,8,2,14
Dwight Evans,,8,0,0,34,40,9,2,1,14
Brian Anthony Gordon,,,0,0,6,4,1,0,2,14
Dan Muroff,,,,3,3,3,1,2,1,14
Morgan Cephas,,,,,5,0,0,0,0,14
Steven Jones,,,,,,8,0,0,0,14
Edwin Santana,,,,,,,0,0,0,14
Lynwood W Savage,,,,,,,,0,0,14
Jess Johnson,,,,,,,,,0,14
Total,123,94,13,13,96,89,36,12,6,14
,Representative In Congress 2nd District - Democrat,,,,Representative In The General Assembly 192nd District - Democrat,,,,,15
,Chaka Fattah,Dwight Evans,Brian Anthony Gordon,Dan Muroff,Morgan Cephas,Steven Jones,Edwin Santana,Lynwood W Savage,Jess Johnson,15
Chaka Fattah,7,0,0,0,84,46,14,8,7,15
Dwight Evans,,14,0,0,48,35,11,7,4,15
Brian Anthony Gordon,,,2,0,5,6,2,2,1,15
Dan Muroff,,,,1,2,2,1,0,2,15
Morgan Cephas,,,,,6,0,0,0,0,15
