col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,All
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,Christopher M Vogler,Dave Hackett,Seth Kaufer,All
Donald J Trump,449,0,0,0,0,0,365,334,298,All
Ted Cruz,,90,0,0,0,0,111,98,99,All
John R Kasich,,,66,0,0,0,106,98,90,All
Marco Rubio,,,,5,0,0,4,4,5,All
Ben Carson,,,,,5,0,4,4,5,All
Jeb Bush,,,,,,6,3,1,2,All
Christopher M Vogler,,,,,,,3,400,396,All
Dave Hackett,,,,,,,,1,381,All
Seth Kaufer,,,,,,,,,1,All
Total,973,239,211,12,11,10,599,542,503,All
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,1
,Donald J Trump,Ted Cruz,John R Kasich,Marco Rubio,Ben Carson,Jeb Bush,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
Donald J Trump,51,0,0,0,0,0,36,30,24,1
Ted Cruz,,9,0,0,0,0,9,8,9,1
John R Kasich,,,3,0,0,0,8,9,10,1
Marco Rubio,,,,2,0,0,2,1,1,1
Ben Carson,,,,,1,0,0,0,0,1
Jeb Bush,,,,,,0,1,0,0,1
Christopher M Vogler,,,,,,,0,33,31,1
Dave Hackett,,,,,,,,0,31,1
Seth Kaufer,,,,,,,,,0,1
Total,103,24,16,4,1,1,56,48,44,1
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,2
,Donald J Trump,John R Kasich,Ted Cruz,Marco Rubio,Ben Carson,Jeb Bush,Dave Hackett,Christopher M Vogler,Seth Kaufer,2
Donald J Trump,34,0,0,0,0,0,21,17,17,2
John R Kasich,,8,0,0,0,0,4,3,3,2
Ted Cruz,,,4,0,0,0,7,7,6,2
Marco Rubio,,,,1,0,0,1,1,1,2
Ben Carson,,,,,0,0,0,0,0,2
Jeb Bush,,,,,,0,0,0,0,2
Dave Hackett,,,,,,,0,22,19,2
Christopher M Vogler,,,,,,,,0,19,2
Seth Kaufer,,,,,,,,,0,2
Total,64,14,14,2,0,0,33,28,27,2
,Delegate To The Republican National Convention 1st District,,,President Of The United States - Republican,,,,,,3
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Jeb Bush,Marco Rubio,3
Christopher M Vogler,1,12,13,7,8,3,1,0,0,3
Dave Hackett,,0,12,7,4,2,1,0,0,3
Seth Kaufer,,,0,5,4,3,1,0,0,3
Donald J Trump,,,,6,0,0,0,0,0,3
John R Kasich,,,,,3,0,0,0,0,3
Ted Cruz,,,,,,1,0,0,0,3
Ben Carson,,,,,,,1,0,0,3
Jeb Bush,,,,,,,,1,0,3
Marco Rubio,,,,,,,,,0,3
Total,21,15,14,15,11,6,2,1,0,3
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,4
,Donald J Trump,Ted Cruz,John R Kasich,Jeb Bush,Ben Carson,Marco Rubio,Christopher M Vogler,Seth Kaufer,Dave Hackett,4
Donald J Trump,22,0,0,0,0,0,18,17,20,4
Ted Cruz,,11,0,0,0,0,6,4,1,4
John R Kasich,,,6,0,0,0,9,7,7,4
Jeb Bush,,,,1,0,0,0,0,0,4
Ben Carson,,,,,0,0,0,0,0,4
Marco Rubio,,,,,,0,0,0,0,4
Christopher M Vogler,,,,,,,0,23,22,4
Seth Kaufer,,,,,,,,0,20,4
Dave Hackett,,,,,,,,,0,4
Total,50,19,17,1,0,0,35,30,29,4
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,5
,Donald J Trump,Ted Cruz,John R Kasich,Ben Carson,Jeb Bush,Marco Rubio,Christopher M Vogler,Dave Hackett,Seth Kaufer,5
Donald J Trump,9,0,0,0,0,0,14,11,11,5
Ted Cruz,,0,0,0,0,0,3,3,3,5
John R Kasich,,,0,0,0,0,2,1,1,5
Ben Carson,,,,0,0,0,1,1,1,5
Jeb Bush,,,,,0,0,0,0,0,5
Marco Rubio,,,,,,0,0,0,0,5
Christopher M Vogler,,,,,,,0,13,15,5
Dave Hackett,,,,,,,,0,13,5
Seth Kaufer,,,,,,,,,0,5
Total,26,4,2,1,0,0,20,16,16,5
,Delegate To The Republican National Convention 1st District,,,President Of The United States - Republican,,,,,,6
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Donald J Trump,John R Kasich,Ted Cruz,Ben Carson,Jeb Bush,Marco Rubio,6
Christopher M Vogler,0,9,9,6,4,2,0,0,0,6
Dave Hackett,,0,9,5,3,3,0,0,0,6
Seth Kaufer,,,1,4,3,2,0,0,0,6
Donald J Trump,,,,4,0,0,0,0,0,6
John R Kasich,,,,,0,0,0,0,0,6
Ted Cruz,,,,,,0,0,0,0,6
Ben Carson,,,,,,,0,0,0,6
Jeb Bush,,,,,,,,0,0,6
Marco Rubio,,,,,,,,,0,6
Total,12,11,10,11,4,3,0,0,0,6
,President Of The United States - Republican,,,,,,Delegate To The Republican National Convention 1st District,,,7
