col_1,col_2,division
,Representative In Congress 1st District - Democrat,All
,Robert A Brady,All
Robert A Brady,"7,738",All
Total,"7,738",All
,Representative In Congress 1st District - Democrat,1
,Robert A Brady,1
Robert A Brady,400,1
Total,400,1
,Representative In Congress 1st District - Democrat,2
,Robert A Brady,2
Robert A Brady,219,2
Total,219,2
,Representative In Congress 1st District - Democrat,3
,Robert A Brady,3
Robert A Brady,261,3
Total,261,3
,Representative In Congress 1st District - Democrat,4
,Robert A Brady,4
Robert A Brady,316,4
Total,316,4
,Representative In Congress 1st District - Democrat,5
,Robert A Brady,5
Robert A Brady,266,5
Total,266,5
,Representative In Congress 1st District - Democrat,6
,Robert A Brady,6
Robert A Brady,313,6
Total,313,6
,Representative In Congress 1st District - Democrat,7
,Robert A Brady,7
Robert A Brady,267,7
Total,267,7
,Representative In Congress 1st District - Democrat,8
,Robert A Brady,8
Robert A Brady,345,8
Total,345,8
,Representative In Congress 1st District - Democrat,9
,Robert A Brady,9
Robert A Brady,316,9
Total,316,9
,Representative In Congress 1st District - Democrat,10
,Robert A Brady,10
Robert A Brady,115,10
Total,115,10
,Representative In Congress 1st District - Democrat,11
,Robert A Brady,11
Robert A Brady,278,11
Total,278,11
,Representative In Congress 1st District - Democrat,12
,Robert A Brady,12
Robert A Brady,279,12
Total,279,12
,Representative In Congress 1st District - Democrat,13
,Robert A Brady,13
Robert A Brady,61,13
Total,61,13
,Representative In Congress 1st District - Democrat,14
,Robert A Brady,14
Robert A Brady,224,14
Total,224,14
,Representative In Congress 1st District - Democrat,15
,Robert A Brady,15
Robert A Brady,192,15
Total,192,15
,Representative In Congress 1st District - Democrat,16
,Robert A Brady,16
Robert A Brady,242,16
Total,242,16
,Representative In Congress 1st District - Democrat,17
,Robert A Brady,17
Robert A Brady,444,17
Total,444,17
,Representative In Congress 1st District - Democrat,18
,Robert A Brady,18
Robert A Brady,360,18
Total,360,18
,Representative In Congress 1st District - Democrat,19
,Robert A Brady,19
Robert A Brady,365,19
Total,365,19
,Representative In Congress 1st District - Democrat,20
,Robert A Brady,20
Robert A Brady,148,20
Total,148,20
,Representative In Congress 1st District - Democrat,21
,Robert A Brady,21
Robert A Brady,478,21
Total,478,21
,Representative In Congress 1st District - Democrat,22
,Robert A Brady,22
Robert A Brady,215,22
Total,215,22
,Representative In Congress 1st District - Democrat,23
,Robert A Brady,23
Robert A Brady,329,23
Total,329,23
,Representative In Congress 1st District - Democrat,24
,Robert A Brady,24
Robert A Brady,224,24
Total,224,24
,Representative In Congress 1st District - Democrat,25
,Robert A Brady,25
Robert A Brady,226,25
Total,226,25
,Representative In Congress 1st District - Democrat,26
,Robert A Brady,26
Robert A Brady,293,26
Total,293,26
,Representative In Congress 1st District - Democrat,27
,Robert A Brady,27
Robert A Brady,296,27
Total,296,27
,Representative In Congress 1st District - Democrat,28
,Robert A Brady,28
Robert A Brady,194,28
Total,194,28
,Representative In Congress 1st District - Democrat,29
,Robert A Brady,29
Robert A Brady,72,29
Total,72,29
